NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,MASS,MSTAR,I
,mjupiter,au,day,,deg,jd,m/s,,,,,mjupiter,msun,deg
HIP 14810 d,0.5806,1.88623,950.69651,0.165251,296.832,2454345.169,12.2451,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...699L..97W,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...699L..97W,0.5806,0.99,
Kepler-209 b,,0.124721,16.087845,,90,2455005.81339,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0170837,,
Kepler-123 c,,0.174808,26.695074,,90,2454976.99812,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0112762,,
HAT-P-55 b,0.582812,0.0460506,3.5852467,0,90,2456730.83468,76.7,Juncher 2015,http://adsabs.harvard.edu/abs/2015PASP..127..851J,Juncher 2015,http://adsabs.harvard.edu/abs/2015PASP..127..851J,0.583282,1.013,87.7
HD 142245 b,1.89038,2.77628,1299,0,234,2454760,24.8,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,1.89038,1.69,
Kepler-1251 b,,0.241134,45.0904643,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0135358,0.92,
Kepler-59 c,,0.136086,17.9801235,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.0149563,1.04,
Kepler-493 b,,0.0451413,3.00387658,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1,1.36,
KIC 11442793 b,,0.0761616,7.008151,,,,,Cabrera 2014,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,0.00752338,1.2,89.4
Kepler-1054 b,,0.0553537,4.30655689,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0213319,1.22,
Kepler-258 b,,0.109294,13.19722,,90,2455004.54424,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0537981,,
K2-108 b,0.186816,0.0573215,4.73401,0.18,,,21.3,Petigura 2017,http://adsabs.harvard.edu/abs/2017AJ....153..142P,Petigura 2017,http://adsabs.harvard.edu/abs/2017AJ....153..142P,0.186816,1.121,
Kepler-1607 b,,0.116755,13.6473676,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00215846,1.14,
Kepler-309 c,,0.436563,105.356383,,90,2454971.68392,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.019783,,
Kepler-1447 b,,0.28584,56.6747285,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0252452,0.97,
Kepler-302 c,,0.495205,127.282184,,90,2454996.88937,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,
Kepler-1489 b,,0.361423,82.294751,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0130579,0.93,
HD 30177 b,9.68782,3.80821,2770,0.193,34,2451437,146.8,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2003,http://adsabs.harvard.edu/abs/2003ApJ...587..423T,9.68782,0.951,
Kepler-466 b,,0.272969,51.07926307,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0243624,1.04,
Kepler-678 b,,0.071979,7.27503724,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.087953,0.94,
Kepler-446 d,,0.0352283,5.148921,0,,,,Muirhead 2015,http://adsabs.harvard.edu/abs/2015ApJ...801...18M,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0.00890695,0.22,88.72
Kepler-4 b,0.0772272,0.0455763,3.21346,0,90,2454956.6127,9.3,Borucki 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.126B,Borucki 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.126B,0.0772279,1.223,89.76
HAT-P-50 b,1.3634,0.0453232,3.1220109,0,90,2456285.90993,161.3,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....150..168H,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....150..168H,1.37181,1.273,83.65
Kepler-1370 b,,0.154149,20.2641684,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0135358,1.19,
Kepler-882 b,,0.0475302,3.98953967,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00609283,0.9,
bet Cnc b,7.8,1.67364,605.2,0.08,58.9,2453229.8,133,Lee 2014,http://adsabs.harvard.edu/abs/2014A%26A...566A..67L,Lee 2014,http://adsabs.harvard.edu/abs/2014A%26A...566A..67L,7.8,1.7,
HD 190647 b,1.90296,2.07238,1038.1,0.18,232.5,2453868,36.4,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,1.90296,1.1,
Kepler-530 b,,0.223973,39.30941904,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0271261,0.97,
Kepler-1522 b,,0.0290724,1.84788917,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0127496,0.96,
Kepler-759 b,,0.238842,41.805985,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0172355,1.04,
Kepler-1351 b,,0.0163913,0.91614077,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.000639382,0.7,
Kepler-529 c,,0.109729,12.8345022,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0147338,1.07,
Kepler-977 b,,0.167537,26.85328322,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0211858,0.87,
HD 97658 b,0.024749,0.0796373,9.4909,0.064,351,2456361.8051,2.9,Dragomir 2013,http://adsabs.harvard.edu/abs/2013arXiv1305.7260D,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...10H,0.024739,0.748,89.45
Kepler-261 b,,0.0931334,10.381227,,90,2455101.02361,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0163243,,
Kepler-658 b,,0.0198513,1.28707676,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0120821,0.63,
Kepler-57 b,,0.0588891,5.7293196,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.0163986,0.83,
Kepler-175 b,,0.102029,11.903515,,90,2455011.34082,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.020389,,
Kepler-509 b,,0.243116,41.74600392,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0195285,1.1,
Kepler-577 b,,0.156872,25.69578251,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0201979,0.78,
Kepler-323 b,,0.0276391,1.678327,,90,2454969.05307,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0100631,,
Kepler-1153 b,,0.0276021,1.75583533,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0127496,0.91,
Kepler-433 b,2.84877,0.0678214,5.33408384,0.119,68,,259,Almenara 2015,http://adsabs.harvard.edu/abs/2015A%26A...575A..71A,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,2.82,1.46,89.21
Kepler-1319 b,,0.0327047,2.88676265,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00819664,0.56,
HAT-P-51 b,0.309041,0.0506843,4.2180278,0,90,2456194.12204,39.5,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....150..168H,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....150..168H,0.309149,0.976,88.48
Kepler-377 c,,0.176201,27.014976,,90,2454965.50842,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0152673,,
HD 106270 b,11.0869,4.37827,2890,0.402,15.4,2454830,142.1,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,11.0869,1.33,
Kepler-1287 b,,0.0982303,11.47685909,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0115145,0.96,
Kepler-426 b,0.341143,0.0413383,3.21751883,0,,2441466.631964,50,Hebrard 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..93H,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,1,0.91,85.74
Kepler-379 c,,0.309155,62.784697,,90,2454990.30359,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0173806,,
WASP-20 b,0.309586,0.0599991,4.8996285,0,90,2455715.8,32.8,Anderson 2015,http://adsabs.harvard.edu/abs/2015A%26A...575A..61A,Anderson 2015,http://adsabs.harvard.edu/abs/2015A%26A...575A..61A,0.311,1.2,85.57
HD 30856 b,1.85721,2.04004,912,0.117,180,2455260,31.9,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,1.85721,1.36,
Kepler-315 c,,0.808381,265.469335,,90,2454984.06838,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.056492,,
HATS-35 b,1.22799,0.0319991,1.8209993,0,90,2456981.80199,170,de Val-Borro 2016,http://adsabs.harvard.edu/abs/2016AJ....152..161D,de Val-Borro 2016,http://adsabs.harvard.edu/abs/2016AJ....152..161D,1.22979,1.317,86.9
Kepler-80 c,,0.0788018,9.522,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,0.022,0.72,
Kepler-179 c,,0.067463,6.40013,,90,2455007.02343,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0147725,,
HD 24064 b,9.45161,1.29459,535.6,0.35,250.8,2455278.3,251,Lee 2015,http://adsabs.harvard.edu/abs/2015A%26A...584A..79L,Lee 2015,http://adsabs.harvard.edu/abs/2015A%26A...584A..79L,9.45161,1,
HD 48265 b,1.47557,1.80168,780.3,0.08,340,,27.7,Jenkins 2017,http://adsabs.harvard.edu/abs/2017MNRAS.466..443J,Minniti 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1424M,1.47557,1.28,
Kepler-476 b,,0.114843,14.00640607,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0283318,1.03,
Kepler-154 e,,0.0469031,3.93276465,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0118373,0.89,
HATS-4 b,1.25726,0.032693,2.156729,0.013,275,,197.5,Jordan 2014,http://adsabs.harvard.edu/abs/2014AJ....148...29J,Jordan 2014,http://adsabs.harvard.edu/abs/2014AJ....148...29J,1.323,1.001,88.5
Kepler-1608 b,,0.11512,16.4735686,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0127496,0.75,
Kepler-527 b,,0.119195,13.28535633,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0241903,1.28,
HD 34445 c,0.16788,0.71769,214.67,0.036,150,,5.45,Vogt 2017,http://adsabs.harvard.edu/abs/2017AJ....154..181V,Vogt 2017,http://adsabs.harvard.edu/abs/2017AJ....154..181V,0.16788,1.07,
CoRoT-27 b,10.371,0.0466557,3.57532,0,90,2455748.684,1326,Parviainen 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.1122P,Parviainen 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.1122P,10.3882,1.05,86.7
Kepler-1115 b,,0.188086,23.5540725,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0125983,1.6,
Kepler-1141 b,,0.0346536,2.34451194,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00142986,1.01,
Kepler-360 c,,0.0728812,7.186434,,90,2454969.62273,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0156092,,
Kepler-154 d,,0.141235,20.54981883,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0467496,0.89,
Kepler-262 b,,0.108539,13.060855,,90,2454970.63086,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.00850717,,
Kepler-969 c,,0.0269307,1.6829346,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00277643,0.92,
Kepler-1106 b,,0.0235482,1.25275217,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0122275,1.11,
Kepler-381 b,,0.0619291,5.629021,,90,2454967.74616,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0028129,,
Kepler-168 c,,0.109272,13.193242,,90,2455008.60934,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0220797,,
Kepler-84 f,,0.245953,44.552169,,90,2454993.29097,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0165098,,
Kepler-874 b,,0.235841,40.0686727,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0499388,1.09,
Kepler-987 b,,0.432008,105.3033148,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0318486,0.97,
Kepler-529 b,,0.0315668,1.98035766,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0136995,1.07,
HD 89307 b,1.79148,3.26609,2166,0.2,4.9,2452346.4,28.9,Fischer 2009 (corrected: priv. comm.),http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,1.79148,0.989,
Kepler-1039 b,,0.0172977,0.93488424,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0107116,0.79,
Kepler-1112 b,,0.127487,14.36267939,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0271261,1.34,
HD 163607 c,2.2924,2.41789,1314,0.12,265,2455085,40.4,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,2.2924,1.09,
Kepler-960 b,,0.0383568,3.12686223,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0173469,0.77,
WASP-49 b,0.376728,0.0378972,2.7817387,0,90,2455580.59436,56.8,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L,0.378231,0.938,84.89
Kepler-288 b,,0.065318,6.097326,,90,2455187.06412,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0123736,,
Kepler-37 c,0.0107883,0.139784,21.301886,0.0984886,66.038,2455012.44,0.92,Barclay 2013,http://adsabs.harvard.edu/abs/2013Natur.494..452B,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,0.0107897,0.803,89.07
Kepler-1314 b,,0.0509616,5.42474928,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0867729,0.6,
Kepler-55 b,,0.153688,27.9481449,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.0188372,0.62,
Kepler-1504 b,,0.350774,82.304003,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0158698,0.85,
HD 4313 b,2.17173,1.13327,356,0.041,85.59,2454804,46.9,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,2.17173,1.53,
Kepler-1197 b,,0.0289045,2.03231845,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00648186,0.78,
HR 8799 b,,67.4293,164253,0,,,,Soummer 2011,http://adsabs.harvard.edu/abs/2011ApJ...741...55S,Marois 2008,http://adsabs.harvard.edu/abs/2008Sci...322.1348M,7,1.516,
Kepler-774 b,,0.113114,11.0895723,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0300338,1.57,
Kepler-1173 b,,0.0156331,0.7698536,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00189081,0.86,
HD 2638 b,0.477325,0.0435743,3.4442,0,0,2453323.206,67.4,Moutou 2005,http://adsabs.harvard.edu/abs/2005A%26A...439..367M,Moutou 2005,http://adsabs.harvard.edu/abs/2005A%26A...439..367M,0.477325,0.93,
Kepler-272 b,,0.0404491,2.971353,,90,2454967.38675,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0100631,,
Kepler-231 b,,0.0912341,10.065275,,90,2454969.28185,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0127755,,
Kepler-512 b,,0.218278,34.43587975,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0220818,1.17,
Kepler-747 b,,0.198299,35.61760587,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0923502,0.82,
Kepler-827 b,,0.265894,51.92927591,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.105771,0.93,
Kepler-1057 b,,0.116763,14.08827448,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0340314,1.07,
HD 168443 b,7.69745,0.29385,58.11247,0.52883,172.923,2455626.199,475.133,Pilyavsky 2011 (corrected: priv. comm.),http://adsabs.harvard.edu/abs/2011ApJ...743..162P,Marcy 1999,http://adsabs.harvard.edu/abs/1999ApJ...520..239M,7.69745,0.995,
WASP-41 c,2.97516,0.950245,350.3,0.294,353,2456011,94,Neveu-VanMalle 2015,http://adsabs.harvard.edu/abs/2016A%26A...586A..93N,Neveu-VanMalle 2015,http://adsabs.harvard.edu/abs/2016A%26A...586A..93N,2.97516,0.93,
Kepler-373 b,,0.0612399,5.535309,,90,2454965.76048,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.00850717,,
Kepler-1622 b,,0.104704,10.8118737,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0109866,1.31,
Kepler-288 d,,0.288618,56.633742,,90,2454968.55296,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0218083,,
HD 10180 f,0.0743252,0.49279,122.72,0.133,265,2454027.5528,2.95,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,0.0743252,1.06,
Kepler-445 c,,0.0317534,4.871229,0,,,,Muirhead 2015,http://adsabs.harvard.edu/abs/2015ApJ...801...18M,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0.020474,0.18,89.91
Kepler-1088 b,,0.162992,23.12748644,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00991268,1.08,
HD 45350 b,1.83614,1.94413,963.6,0.778,343.4,2451825.3,58,Endl 2006,http://adsabs.harvard.edu/abs/2006AJ....131.3131E,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M,1.83614,1.054,
Kepler-770 d,,0.0495281,4.15244722,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00940137,0.94,
HD 69830 c,0.0367709,0.185072,31.559999,0.13,221,2453469.6,2.66,Lovis 2006,http://adsabs.harvard.edu/abs/2006Natur.441..305L,Lovis 2006,http://adsabs.harvard.edu/abs/2006Natur.441..305L,0.0367709,0.849,
Kepler-963 b,,0.0878919,9.97683705,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.021628,0.91,
TYC 1422-614-1 b,2.5,0.697981,198.4,0.06,50,2453236.5,82,Niedzielski 2015,http://adsabs.harvard.edu/abs/2015A%26A...573A..36N,Niedzielski 2015,http://adsabs.harvard.edu/abs/2015A%26A...573A..36N,2.5,1.15,
Kepler-21 b,,0.0427173,2.785755,0,90,2455093.8,,Howell 2012,http://adsabs.harvard.edu/abs/2012ApJ...746..123H,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.0121473,1.34,82.58
Kepler-352 c,,0.125984,16.332995,,90,2454969.90648,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.00621274,,
Kepler-363 b,,0.046094,3.614568,,90,2454967.69656,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.00493175,,
Kepler-1053 b,,0.0318579,2.41435165,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00266535,0.74,
Kepler-390 b,,0.0698175,6.738088,,90,2454966.32269,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.00144064,,
K2-18 b,0.0253363,0.142931,32.939614,0,90,2457264.39131,3.18,Cloutier 2017,http://adsabs.harvard.edu/abs/2017A%26A...608A..35C,Montet 2015,http://adsabs.harvard.edu/abs/2015ApJ...809...25M,0.025337,0.359,89.5785
