JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458986.64845,15.159,0.016,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.532,Z,17.364,18.455,,V850 CAS,VVS,STD,,,,
2458987.64973,15.185,0.018,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.510,Z,17.340,18.463,,V850 CAS,VVS,STD,,,,
2458988.64856,15.249,0.020,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.501,Z,17.370,18.482,,V850 CAS,VVS,STD,,,,
2458989.64891,15.233,0.020,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.485,Z,17.455,18.566,,V850 CAS,VVS,STD,,,,
2458990.64985,15.216,0.020,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.466,Z,17.382,18.491,,V850 CAS,VVS,STD,,,,
2458991.64863,15.267,0.020,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.458,Z,17.368,18.468,,V850 CAS,VVS,STD,,,,
2458992.64875,15.271,0.019,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.444,Z,17.374,18.465,,V850 CAS,VVS,STD,,,,
2458994.64947,15.276,0.024,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.415,Z,17.485,18.570,,V850 CAS,VVS,STD,,,,
2458995.63162,15.359,0.022,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.490,Z,17.446,18.550,,V850 CAS,VVS,STD,,,,
2458996.63169,15.407,0.018,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.475,Z,17.398,18.508,,V850 CAS,VVS,STD,,,,
2458996.81713,15.244,0.042,,V,DDJ,,130,126,X25412AX,AAVSONET-BSM_NH2B,1,1.351,Z,-6.408,-6.788,,V0850 CAS,AAVSO,STD,,,,
2458996.82100,12.797,0.027,,R,DDJ,,130,126,X25412AX,AAVSONET-BSM_NH2B,1,1.336,Z,-6.566,-6.898,,V0850 CAS,AAVSO,STD,,,,
2458997.63154,15.474,0.023,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.462,Z,17.765,18.872,,V850 CAS,VVS,STD,,,,
2458998.63163,15.474,0.016,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.448,Z,17.408,18.507,,V850 CAS,VVS,STD,,,,
2458999.63157,15.485,0.023,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.435,Z,17.843,18.942,,V850 CAS,VVS,STD,,,,
2459001.63142,15.543,0.017,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.410,Z,17.374,18.484,,V850 CAS,VVS,STD,,,,
2459001.81193,16.068,0.299,,V,DDJ,,130,126,X25434AEK,AAVSONET-BSM_NM2,1,2.438,Z,-6.111,-6.502,,V0850 CAS,AAVSO,STD,,,,
2459001.81378,11.853,0.065,,R,DDJ,,130,126,X25434AEK,AAVSONET-BSM_NM2,1,2.410,Z,-6.324,-6.679,,V0850 CAS,AAVSO,STD,,,,
2459002.69795,15.668,0.273,,V,DDJ,,130,126,X25434ADC,AAVSONET-BSM_HAMREN,1,2.050,Z,-6.163,-6.520,,V0850 CAS,AAVSO,STD,,,,
2459002.69966,11.693,0.070,,R,DDJ,,130,126,X25434ADC,AAVSONET-BSM_HAMREN,1,2.035,Z,-6.385,-6.667,,V0850 CAS,AAVSO,STD,,,,
2459006.63141,15.751,0.048,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.352,Z,17.260,18.358,,V850 CAS,VVS,STD,,,,
2459009.63177,15.778,0.030,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.319,Z,17.259,18.387,,V850 CAS,VVS,STD,,,,
2459011.63226,15.793,0.023,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.298,Z,17.296,18.403,,V850 CAS,VVS,STD,,,,
2459011.87322,15.697,0.208,,V,DDJ,,130,126,X25463DQ,AAVSONET-BSM_NM,1,1.550,Z,-6.176,-6.557,,V0850 CAS,AAVSO,STD,,,,
2459011.87322,15.698,0.208,,V,DDJ,,130,126,X25463DQ,AAVSONET-BSM_NM,1,1.550,Z,-6.177,-6.557,,V0850 CAS,AAVSO,STD,,,,
2459011.87508,12.074,0.066,,R,DDJ,,130,126,X25463DQ,AAVSONET-BSM_NM,1,1.539,Z,-6.386,-6.694,,V0850 CAS,AAVSO,STD,,,,
2459011.87508,12.075,0.066,,R,DDJ,,130,126,X25463DQ,AAVSONET-BSM_NM,1,1.539,Z,-6.388,-6.694,,V0850 CAS,AAVSO,STD,,,,
2459014.63162,15.853,0.025,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.273,Z,17.406,18.510,,V850 CAS,VVS,STD,,,,
2459015.95454,16.441,0.492,,V,DDJ,,130,126,X25471CZ,,1,1.202,Z,-6.654,-6.965,,V0850 CAS,AAVSO,STD,,,,
2459015.95640,12.166,0.072,,R,DDJ,,130,126,X25471CZ,,1,1.199,Z,-6.738,-7.048,,V0850 CAS,AAVSO,STD,,,,
2459016.76853,15.652,0.059,,V,DDJ,,130,126,X25474C,AAVSONET-BSM_NH2,1,1.328,Z,-6.698,-7.089,,V0850 CAS,AAVSO,STD,,,,
2459016.77265,13.208,0.031,,R,DDJ,,130,126,X25474C,AAVSONET-BSM_NH2,1,1.313,Z,-6.827,-7.151,,V0850 CAS,AAVSO,STD,,,,
2459018.63294,15.927,0.022,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.236,Z,17.193,18.316,,V850 CAS,VVS,STD,,,,
2459025.63234,16.086,0.027,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.189,Z,17.344,18.459,,V850 CAS,VVS,STD,,,,
2459027.80380,15.851,0.055,,V,DDJ,,130,126,X25495ASA,AAVSONET-BSM_NH2,1,1.144,Z,-6.647,-7.024,,V0850 CAS,AAVSO,STD,,,,
2459027.80789,13.368,0.030,,R,DDJ,,130,126,X25495ASA,AAVSONET-BSM_NH2,1,1.136,Z,-6.814,-7.144,,V0850 CAS,AAVSO,STD,,,,
2459029.87932,16.376,0.241,,V,DDJ,,130,126,X25501XF,AAVSONET-BSM_NM,0,1.301,Z,-6.205,-6.590,,V0850 CAS,AAVSO,STD,,,,
2459030.63182,16.154,0.025,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.161,Z,17.233,18.352,,V850 CAS,VVS,STD,,,,
2459040.63213,16.394,0.046,,V,DFS,,000-BMY-639,000-BMY-641,X24033WR,STANDARD MAG: C = 13.415  K = 14.510,0,1.115,Z,17.274,18.376,,V850 CAS,VVS,STD,,,,
2459041.85706,15.876,0.202,,V,DDJ,,130,126,X25527ANA,AAVSONET-BSM_NM2,1,1.269,Z,-6.414,-6.821,,V0850 CAS,AAVSO,STD,,,,
2459041.85884,12.759,0.073,,R,DDJ,,130,126,X25527ANA,AAVSONET-BSM_NM2,1,1.264,Z,-6.634,-6.959,,V0850 CAS,AAVSO,STD,,,,
