JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2437874.6,10.4,,,Vis.,TB,,,,,,,,V,,,,SX CYG,,STD,,,,
2437874.7,9.6,,,Vis.,CR,,,,,,,,V,,,,SX CYG,,STD,,,,
2437875.6,9.9,,,Vis.,SSA,,,,,,,,V,,,,SX CYG,,STD,,,,
2437876.7,10.3,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2437886.6,8.8,,,Vis.,BOR,,,,,,,,V,,,,SX CYG,,STD,,,,
2437887.9,8.9,,,Vis.,FU,,,,,,,,V,,,,SX CYG,,STD,,,,
2437889.6,9.0,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2437894.6,8.8,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2437898.7,9.0,,,Vis.,NZJ,,,,,,,,V,,,,SX CYG,,STD,,,,
2437899.7,9.1,,,Vis.,LYJ,,,,,,,,V,,,,SX CYG,,STD,,,,
2437899.7,9.0,,,Vis.,MMR,,,,,,,,V,,,,SX CYG,,STD,,,,
2437900.6,8.7,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2437900.6,9.0,,,Vis.,SC,,,,,,,,V,,,,SX CYG,,STD,,,,
2437901.6,8.8,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2437902.6,8.9,,,Vis.,H,,,,,,,,V,,,,SX CYG,,STD,,,,
2437902.7,8.9,,,Vis.,MP,,,,,,,,V,,,,SX CYG,,STD,,,,
2437903.6,9.3,,,Vis.,HE,,,,,,,,V,,,,SX CYG,,STD,,,,
2437905.6,8.7,,,Vis.,SSA,,,,,,,,V,,,,SX CYG,,STD,,,,
2437906.8,8.8,,,Vis.,RCJ,,,,,,,,V,,,,SX CYG,,STD,,,,
2437908.9,8.9,,,Vis.,FU,,,,,,,,V,,,,SX CYG,,STD,,,,
2437911.6,9.2,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2437911.6,8.4,,,Vis.,NZJ,,,,,,,,V,,,,SX CYG,,STD,,,,
2437913.7,8.5,,,Vis.,MP,,,,,,,,V,,,,SX CYG,,STD,,,,
2437915.6,8.8,,,Vis.,HE,,,,,,,,V,,,,SX CYG,,STD,,,,
2437921.6,9.0,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2437924.6,8.9,,,Vis.,NZJ,,,,,,,,V,,,,SX CYG,,STD,,,,
2437926.7,8.8,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2437927.7,9.4,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2437929.6,9.1,,,Vis.,BOR,,,,,,,,V,,,,SX CYG,,STD,,,,
2437929.6,9.1,,,Vis.,H,,,,,,,,V,,,,SX CYG,,STD,,,,
2437929.6,9.2,,,Vis.,HE,,,,,,,,V,,,,SX CYG,,STD,,,,
2437930.7,8.9,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2437933.7,9.2,,,Vis.,MP,,,,,,,,V,,,,SX CYG,,STD,,,,
2437934.6,8.7,,,Vis.,SSA,,,,,,,,V,,,,SX CYG,,STD,,,,
2437936.8,9.5,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2437938.8,9.1,,,Vis.,CR,,,,,,,,V,,,,SX CYG,,STD,,,,
2437940.7,8.9,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2437941.6,9.9,,,Vis.,LYJ,,,,,,,,V,,,,SX CYG,,STD,,,,
2437954.6,9.6,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2437954.6,10.0,,,Vis.,BOR,,,,,,,,V,,,,SX CYG,,STD,,,,
2437955.5,9.9,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2437956.6,10.2,,,Vis.,TB,,,,,,,,V,,,,SX CYG,,STD,,,,
2437956.7,10.1,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2437958.6,10.2,,,Vis.,H,,,,,,,,V,,,,SX CYG,,STD,,,,
2437958.7,9.8,,,Vis.,CR,,,,,,,,V,,,,SX CYG,,STD,,,,
2437958.7,10.7,,,Vis.,MP,,,,,,,,V,,,,SX CYG,,STD,,,,
2437959.6,10.3,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2437959.6,10.4,,,Vis.,NZJ,,,,,,,,V,,,,SX CYG,,STD,,,,
2437960.5,9.9,,,Vis.,MWA,,,,,,,,V,,,,SX CYG,,STD,,,,
2437967.6,10.3,,,Vis.,PT,,,,,,,,V,,,,SX CYG,,STD,,,,
2437973.7,11.8,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2437975.6,10.8,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2437978.5,11.1,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2437981.6,11.3,,,Vis.,TB,,,,,,,,V,,,,SX CYG,,STD,,,,
2437982.6,11.0,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2437984.5,11.1,,,Vis.,MMR,,,,,,,,V,,,,SX CYG,,STD,,,,
2437987.7,11.6,,,Vis.,MP,,,,,,,,V,,,,SX CYG,,STD,,,,
2437992.6,10.7,,,Vis.,H,,,,,,,,V,,,,SX CYG,,STD,,,,
2438005.7,11.8,,,Vis.,CR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438007.6,12.2,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438012.5,<12.0,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438015.5,12.5,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438084.0,<11.4,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438110.9,<12.3,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438111.9,13.8,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438125.9,<13.9,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438136.9,<12.3,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438167.8,<13.1,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438174.8,<13.9,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438175.8,13.9,,,Vis.,BOR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438175.9,14.0,,,Vis.,CR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438198.7,14.0,,,Vis.,RCJ,,,,,,,,V,,,,SX CYG,,STD,,,,
2438201.8,13.8,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438204.6,<13.1,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438205.7,13.0,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438211.8,13.0,,,Vis.,CR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438220.7,13.3,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438224.7,12.9,,,Vis.,BOR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438228.6,13.0,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438233.7,12.7,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438234.6,13.2,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438235.7,12.7,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438236.7,12.5,,,Vis.,CR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438238.7,12.3,,,Vis.,MP,,,,,,,,V,,,,SX CYG,,STD,,,,
2438242.7,13.0,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438249.6,12.3,,,Vis.,HTI,,,,,,,,V,,,,SX CYG,,STD,,,,
2438249.6,12.3,,,Vis.,WTF,,,,,,,,V,,,,SX CYG,,STD,,,,
2438251.3,12.2,,,Vis.,TMR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438251.7,12.3,,,Vis.,BOR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438251.7,12.6,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438252.7,13.0,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438255.6,12.5,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438258.6,12.8,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438260.6,12.0,,,Vis.,HTI,,,,,,,,V,,,,SX CYG,,STD,,,,
2438260.6,12.0,,,Vis.,WTF,,,,,,,,V,,,,SX CYG,,STD,,,,
2438261.6,12.4,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438266.8,12.0,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438267.6,11.7,,,Vis.,H,,,,,,,,V,,,,SX CYG,,STD,,,,
2438268.7,11.5,,,Vis.,MP,,,,,,,,V,,,,SX CYG,,STD,,,,
2438269.6,11.4,,,Vis.,WTF,,,,,,,,V,,,,SX CYG,,STD,,,,
2438282.6,10.5,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438283.8,10.0,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438286.6,9.5,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438287.8,10.4,,,Vis.,FU,,,,,,,,V,,,,SX CYG,,STD,,,,
2438288.5,9.7,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438292.6,9.1,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438294.7,9.2,,,Vis.,CR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438297.7,9.2,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438309.5,9.4,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438310.6,9.4,,,Vis.,NN,,,,,,,,V,,,,SX CYG,,STD,,,,
2438311.6,9.0,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438311.6,9.4,,,Vis.,H,,,,,,,,V,,,,SX CYG,,STD,,,,
2438311.7,9.7,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438312.5,9.5,,,Vis.,MMR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438315.6,9.3,,,Vis.,HTI,,,,,,,,V,,,,SX CYG,,STD,,,,
2438315.6,9.3,,,Vis.,WTF,,,,,,,,V,,,,SX CYG,,STD,,,,
2438317.7,9.7,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438317.7,8.9,,,Vis.,MP,,,,,,,,V,,,,SX CYG,,STD,,,,
2438318.5,9.2,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438319.7,8.9,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438323.7,9.1,,,Vis.,MP,,,,,,,,V,,,,SX CYG,,STD,,,,
2438325.7,9.5,,,Vis.,RCJ,,,,,,,,V,,,,SX CYG,,STD,,,,
2438326.7,9.9,,,Vis.,TB,,,,,,,,V,,,,SX CYG,,STD,,,,
2438327.8,9.3,,,Vis.,CR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438332.6,9.5,,,Vis.,HTI,,,,,,,,V,,,,SX CYG,,STD,,,,
2438332.6,9.5,,,Vis.,WTF,,,,,,,,V,,,,SX CYG,,STD,,,,
2438332.7,8.9,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438340.6,10.6,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438340.7,10.1,,,Vis.,HTI,,,,,,,,V,,,,SX CYG,,STD,,,,
2438340.7,10.1,,,Vis.,WTF,,,,,,,,V,,,,SX CYG,,STD,,,,
2438342.5,10.1,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438343.6,9.6,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438345.6,10.2,,,Vis.,H,,,,,,,,V,,,,SX CYG,,STD,,,,
2438347.7,9.9,,,Vis.,MP,,,,,,,,V,,,,SX CYG,,STD,,,,
2438348.32,10.1,,,Vis.,OF,,,,,,,,V,,,,SX CYG,,STD,,,,
2438348.32,10.2,,,Green-Vis.,OF,  GREEN,,,,,,,V,,,,SX CYG,,STD,,,,
2438350.6,9.7,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438352.7,10.3,,,Vis.,RCJ,,,,,,,,V,,,,SX CYG,,STD,,,,
2438354.6,10.4,,,Vis.,HTI,,,,,,,,V,,,,SX CYG,,STD,,,,
2438354.6,10.4,,,Vis.,WTF,,,,,,,,V,,,,SX CYG,,STD,,,,
2438355.6,9.8,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438356.7,9.9,,,Vis.,CR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438367.6,10.9,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438368.5,10.8,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438375.6,10.7,,,Vis.,H,,,,,,,,V,,,,SX CYG,,STD,,,,
2438384.6,11.7,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438396.5,11.7,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438397.6,12.5,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438402.6,12.1,,,Vis.,TMR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438403.6,12.5,,,Vis.,CR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438444.0,13.0,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438470.0,13.7,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438478.9,13.7,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438494.9,13.5,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438520.8,13.5,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438522.8,13.9,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438529.8,13.5,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438532.9,14.3,,,Vis.,CE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438538.8,14.1,,,Vis.,CR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438550.8,13.6,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438556.51,13.6,,,Vis.,OF,,,,,,,,V,,,,SX CYG,,STD,,,,
2438557.9,14.7,,,Vis.,CE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438563.7,14.0,,,Vis.,RCJ,,,,,,,,V,,,,SX CYG,,STD,,,,
2438574.8,14.5,,,Vis.,CR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438578.7,14.0,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438580.49,13.5,,,Vis.,OF,,,,,,,,V,,,,SX CYG,,STD,,,,
2438583.7,14.3,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438584.8,14.2,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438586.8,14.4,,,Vis.,CE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438587.8,14.0,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438589.7,13.3,,,Vis.,KRS,,,,,,,,V,,,,SX CYG,,STD,,,,
2438591.49,14.1,,,Vis.,OF,,,,,,,,V,,,,SX CYG,,STD,,,,
2438592.7,14.2,,,Vis.,CR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438595.8,13.8,,,Vis.,HR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438596.7,13.4,,,Vis.,KRS,,,,,,,,V,,,,SX CYG,,STD,,,,
2438602.7,14.1,,,Vis.,KRS,,,,,,,,V,,,,SX CYG,,STD,,,,
2438605.7,13.9,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438606.7,13.4,,,Vis.,KRS,,,,,,,,V,,,,SX CYG,,STD,,,,
2438610.7,13.8,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438610.7,14.2,,,Vis.,P,,,,,,,,V,,,,SX CYG,,STD,,,,
2438612.45,13.7,,,Vis.,OF,,,,,,,,V,,,,SX CYG,,STD,,,,
2438612.7,13.8,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438613.7,13.8,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438613.7,13.4,,,Vis.,KRS,,,,,,,,V,,,,SX CYG,,STD,,,,
2438626.7,13.6,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438634.7,13.5,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438638.6,13.8,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438638.7,13.3,,,Vis.,KRS,,,,,,,,V,,,,SX CYG,,STD,,,,
2438641.7,14.1,,,Vis.,HR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438642.6,13.2,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438643.7,13.6,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438644.7,13.2,,,Vis.,KRS,,,,,,,,V,,,,SX CYG,,STD,,,,
2438645.6,13.8,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438649.8,14.0,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438652.7,14.0,,,Vis.,HR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438654.7,13.5,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438659.6,13.2,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438667.6,13.4,,,Vis.,KRS,,,,,,,,V,,,,SX CYG,,STD,,,,
2438667.605,12.9,,,Vis.,JM,,,,,,,,V,,,,SX CYG,,STD,,,,
2438668.8,12.6,,,Vis.,RCJ,,,,,,,,V,,,,SX CYG,,STD,,,,
2438669.5,12.5,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438671.31,13.0,,,Vis.,OF,,,,,,,,V,,,,SX CYG,,STD,,,,
2438671.6,13.0,,,Vis.,HR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438672.8,12.5,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438675.6,12.4,,,Vis.,JM,,,,,,,,V,,,,SX CYG,,STD,,,,
2438675.7,12.4,,,Vis.,TB,,,,,,,,V,,,,SX CYG,,STD,,,,
2438681.6,11.9,,,Vis.,HR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438682.7,11.9,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438684.5,11.8,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438684.7,11.2,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438693.6,10.2,,,Vis.,HR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438694.6,10.3,,,Vis.,H,,,,,,,,V,,,,SX CYG,,STD,,,,
2438694.7,10.4,,,Vis.,JM,,,,,,,,V,,,,SX CYG,,STD,,,,
2438695.6,9.5,,,Vis.,HE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438699.6,9.8,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438699.8,9.6,,,Vis.,CR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438700.6,9.4,,,Vis.,HE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438701.6,10.0,,,Vis.,WW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438703.6,9.5,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438705.6,9.5,,,Vis.,HR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438705.7,9.2,,,Vis.,MP,,,,,,,,V,,,,SX CYG,,STD,,,,
2438707.5,9.6,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438707.5,9.3,,,Vis.,HE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438708.6,9.5,,,Vis.,HTI,,,,,,,,V,,,,SX CYG,,STD,,,,
2438708.6,9.5,,,Vis.,WTF,,,,,,,,V,,,,SX CYG,,STD,,,,
2438713.6,9.9,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438713.6,8.9,,,Vis.,HR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438714.5,9.1,,,Vis.,HE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438714.7,9.0,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438721.5,8.9,,,Vis.,HE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438723.5,8.8,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438723.6,8.9,,,Vis.,H,,,,,,,,V,,,,SX CYG,,STD,,,,
2438724.6,8.8,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438724.6,9.3,,,Vis.,HTI,,,,,,,,V,,,,SX CYG,,STD,,,,
2438724.6,9.2,,,Vis.,RCJ,,,,,,,,V,,,,SX CYG,,STD,,,,
2438725.625,9.2,,,Vis.,JM,,,,,,,,V,,,,SX CYG,,STD,,,,
2438726.6,8.8,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438726.6,9.6,,,Vis.,WW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438735.6,9.9,,,Vis.,KRS,,,,,,,,V,,,,SX CYG,,STD,,,,
2438737.5,9.4,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438737.5,9.2,,,Vis.,HE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438739.5,9.2,,,Vis.,HE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438741.6,9.0,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438743.6,9.0,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438743.6,9.3,,,Vis.,CR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438750.5,9.4,,,Vis.,HE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438756.6,9.4,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438758.5,9.6,,,Vis.,HE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438760.6,10.2,,,Vis.,WW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438761.6,9.6,,,Vis.,HE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438763.5,9.7,,,Vis.,HE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438764.6,9.8,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438765.5,10.3,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438768.7,9.9,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438771.6,10.0,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438780.5,10.0,,,Vis.,HE,,,,,,,,V,,,,SX CYG,,STD,,,,
2438851.8,12.8,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438872.0,13.8,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438880.8,13.2,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438880.9,13.2,,,Vis.,KRS,,,,,,,,V,,,,SX CYG,,STD,,,,
2438884.9,13.8,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438909.8,<14.0,,,Vis.,WI,,,,,,,,V,,,,SX CYG,,STD,,,,
2438920.8,14.0,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438938.7,14.5,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2438939.7,14.7,,,Vis.,P,,,,,,,,V,,,,SX CYG,,STD,,,,
2438940.7,13.6,,,Vis.,RCJ,,,,,,,,V,,,,SX CYG,,STD,,,,
2438949.8,14.2,,,Vis.,CR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438962.6,15.3,,,Vis.,P,,,,,,,,V,,,,SX CYG,,STD,,,,
2438962.7,15.5,,,Vis.,HR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438962.7,15.1,,,Vis.,SV,,,,,,,,V,,,,SX CYG,,STD,,,,
2438963.7,14.3,,,Vis.,MOR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438969.8,14.1,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2438970.7,<14.3,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2438992.6,14.3,,,Vis.,P,,,,,,,,V,,,,SX CYG,,STD,,,,
2438992.7,14.4,,,Vis.,MOR,,,,,,,,V,,,,SX CYG,,STD,,,,
2438993.7,14.5,,,Vis.,HR,,,,,,,,V,,,,SX CYG,,STD,,,,
2439008.7,<14.0,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2439021.7,13.7,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2439025.334,13.5,,,Vis.,OF,,,,,,,,V,,,,SX CYG,,STD,,,,
2439029.7,13.9,,,Vis.,MOR,,,,,,,,V,,,,SX CYG,,STD,,,,
2439030.7,13.5,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2439031.6,13.8,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2439032.8,13.8,,,Vis.,CR,,,,,,,,V,,,,SX CYG,,STD,,,,
2439034.7,13.5,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2439035.6,13.8,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2439047.6,13.3,,,Vis.,FD,,,,,,,,V,,,,SX CYG,,STD,,,,
2439049.6,13.6,,,Vis.,HR,,,,,,,,V,,,,SX CYG,,STD,,,,
2439050.6,13.3,,,Vis.,HZL,,,,,,,,V,,,,SX CYG,,STD,,,,
2439050.7,13.3,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2439051.5,13.0,,,Vis.,MOR,,,,,,,,V,,,,SX CYG,,STD,,,,
2439053.337,13.0,,,Vis.,OF,,,,,,,,V,,,,SX CYG,,STD,,,,
2439054.6,13.0,,,Vis.,AD,,,,,,,,V,,,,SX CYG,,STD,,,,
2439056.305,13.1,,,Vis.,OF,,,,,,,,V,,,,SX CYG,,STD,,,,
2439060.7,12.9,,,Vis.,LW,,,,,,,,V,,,,SX CYG,,STD,,,,
2439061.6,13.8,,,Vis.,CR,,,,,,,,V,,,,SX CYG,,STD,,,,
2439061.6,13.0,,,Vis.,FE,,,,,,,,V,,,,SX CYG,,STD,,,,
2439065.6,13.5,,,Vis.,AC,,,,,,,,V,,,,SX CYG,,STD,,,,
2439065.7,13.0,,,Vis.,RCJ,,,,,,,,V,,,,SX CYG,,STD,,,,
2439069.6,13.0,,,Vis.,MOR,,,,,,,,V,,,,SX CYG,,STD,,,,
