JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2440921.5,<14.0,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2440949.7,14.0,,,Vis.,CR,,,,,,,,V,,,,AU CYG,,STD,,,,
2441037.8,10.7,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2441045.9,10.6,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2441089.8,10.9,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2441114.8,11.4,,,Vis.,CR,,,,,,,,V,,,,AU CYG,,STD,,,,
2441118.7,11.9,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2441132.7,12.0,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2441137.8,11.9,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2441154.7,13.0,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2441177.7,13.3,,,Vis.,CR,,,,,,,,V,,,,AU CYG,,STD,,,,
2441180.7,12.8,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2441216.6,14.7,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2441243.6,<14.5,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2441245.8,14.2,,,Vis.,CR,,,,,,,,V,,,,AU CYG,,STD,,,,
2441264.6,<14.0,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2441273.7,14.5,,,Vis.,CR,,,,,,,,V,,,,AU CYG,,STD,,,,
2441297.5,14.5,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2441431.0,14.4,,,Vis.,CR,,,,,,,,V,,,,AU CYG,,STD,,,,
2441479.8,9.5,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2441485.7,10.3,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2441522.6,11.3,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2441522.7,11.2,,,Vis.,CR,,,,,,,,V,,,,AU CYG,,STD,,,,
2441542.71,11.2,,,Vis.,SCE,,,,,,,,V,,,,AU CYG,,STD,,,,
2441550.7,11.7,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2441560.79,11.3,,,Vis.,SCE,,,,,,,,V,,,,AU CYG,,STD,,,,
2441566.6,12.2,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2441571.7,12.6,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2441591.6,13.0,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2441608.6,13.3,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2441621.6,14.0,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2441650.7,14.9,,,Vis.,CR,,,,,,,,V,,,,AU CYG,,STD,,,,
2441844.8,14.7,,,Vis.,CR,,,,,,,,V,,,,AU CYG,,STD,,,,
2441856.7,<14.0,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2441888.6,11.5,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2441899.7,11.0,,,Vis.,CR,,,,,,,,V,,,,AU CYG,,STD,,,,
2441899.7,10.8,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2441906.69,10.2,,,Vis.,SCE,,,,,,,,V,,,,AU CYG,,STD,,,,
2441922.7,11.1,,,Vis.,SPN,,,,,,,,V,,,,AU CYG,,STD,,,,
2441922.72,11.0,,,Vis.,TMR,,,,,,,,V,,,,AU CYG,,STD,,,,
2441927.6,10.9,,,Vis.,MYR,,,,,,,,V,,,,AU CYG,,STD,,,,
2441929.5,11.0,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2441930.6,10.9,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2441933.62,11.0,,,Vis.,WNB,,,,,,,,V,,,,AU CYG,,STD,,,,
2441938.65,11.3,,,Vis.,SCE,,,,,,,,V,,,,AU CYG,,STD,,,,
2441938.7,11.0,,,Vis.,STU,,,,,,,,V,,,,AU CYG,,STD,,,,
2441947.58,11.3,,,Vis.,WNB,,,,,,,,V,,,,AU CYG,,STD,,,,
2441961.54,11.3,,,Vis.,WNB,,,,,,,,V,,,,AU CYG,,STD,,,,
2441970.6,11.9,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2441971.6,12.3,,,Vis.,SPN,,,,,,,,V,,,,AU CYG,,STD,,,,
2441972.54,11.5,,,Vis.,WNB,,,,,,,,V,,,,AU CYG,,STD,,,,
2441978.5,12.1,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2441988.6,12.2,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2441992.8,12.0,,,Vis.,CR,,,,,,,,V,,,,AU CYG,,STD,,,,
2442006.6,13.1,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2442017.6,<12.8,,,Vis.,SPN,,,,,,,,V,,,,AU CYG,,STD,,,,
2442192.8,15.3,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2442225.8,14.7,,,Vis.,CR,,,,,,,,V,,,,AU CYG,,STD,,,,
2442251.8,13.5,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2442258.7,12.7,,,Vis.,MYR,,,,,,,,V,,,,AU CYG,,STD,,,,
2442305.7,10.5,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2442309.6,10.8,,,Vis.,MYR,,,,,,,,V,,,,AU CYG,,STD,,,,
2442317.6,9.1,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2442325.6,9.6,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2442328.6,9.1,,,Vis.,MYR,,,,,,,,V,,,,AU CYG,,STD,,,,
2442328.7,9.5,,,Vis.,OCN,,,,,,,,V,,,,AU CYG,,STD,,,,
2442341.7,9.3,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2442341.7,9.2,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2442348.6,9.8,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2442354.5,9.8,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2442360.6,10.0,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2442369.5,10.3,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2442386.6,11.0,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2442396.5,11.6,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2442404.5,11.8,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2442417.5,12.7,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2442417.5,11.7,,,Vis.,SCE,,,,,,,,V,,,,AU CYG,,STD,,,,
2442520.0,<14.5,,,Vis.,ANN,,,,,,,,V,,,,AU CYG,,STD,,,,
2442522.9,14.5,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2442573.8,15.5,,,Vis.,BIL,,,,,,,,V,,,,AU CYG,,STD,,,,
2442573.8,15.5,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2442619.8,<13.5,,,Vis.,SCE,,,,,,,,V,,,,AU CYG,,STD,,,,
2442622.8,<14.6,,,Vis.,GRI,,,,,,,,V,,,,AU CYG,,STD,,,,
2442622.8,<14.6,,,Vis.,SCE,,,,,,,,V,,,,AU CYG,,STD,,,,
2442628.0,15.0,,,Vis.,BIL,,,,,,,,V,,,,AU CYG,,STD,,,,
2442632.6,<12.8,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2442652.7,<13.4,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2442653.8,15.5,,,Vis.,CR,,,,,,,,V,,,,AU CYG,,STD,,,,
2442660.1,<13.3,,,Vis.,HIK,,,,,,,,V,,,,AU CYG,,STD,,,,
2442670.6,<14.0,,,Vis.,MYR,,,,,,,,V,,,,AU CYG,,STD,,,,
2442684.5,<12.8,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2442684.6,<12.8,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2442688.7,<14.5,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2442691.0,<13.3,,,Vis.,HIK,,,,,,,,V,,,,AU CYG,,STD,,,,
2442710.7,15.5,,,Vis.,MYR,,,,,,,,V,,,,AU CYG,,STD,,,,
2442715.8,13.6,,,Vis.,CR,,,,,,,,V,,,,AU CYG,,STD,,,,
2442718.9,<13.3,,,Vis.,HIK,,,,,,,,V,,,,AU CYG,,STD,,,,
2442751.6,11.7,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2442763.6,11.5,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2442770.9,11.7,,,Vis.,HIK,,,,,,,,V,,,,AU CYG,,STD,,,,
2442775.5,11.7,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2442776.6,11.5,,,Vis.,CR,,,,,,,,V,,,,AU CYG,,STD,,,,
2442782.5,11.9,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2442788.5,12.1,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2442893.0,14.7,,,Vis.,ANN,,,,,,,,V,,,,AU CYG,,STD,,,,
2442902.8,<14.5,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2442978.7,<14.5,,,Vis.,ANN,,,,,,,,V,,,,AU CYG,,STD,,,,
2442981.6,<12.6,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2443010.7,<14.0,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2443019.6,<12.8,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2443041.7,<14.0,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2443042.6,<13.8,,,Vis.,ZT,,,,,,,,V,,,,AU CYG,,STD,,,,
2443056.8,<13.8,,,Vis.,ANN,,,,,,,,V,,,,AU CYG,,STD,,,,
2443080.5,<12.2,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2443088.7,<13.3,,,Vis.,ANN,,,,,,,,V,,,,AU CYG,,STD,,,,
2443094.9,<13.3,,,Vis.,HIK,,,,,,,,V,,,,AU CYG,,STD,,,,
2443098.7,<13.8,,,Vis.,ANN,,,,,,,,V,,,,AU CYG,,STD,,,,
2443108.7,<14.5,,,Vis.,ANN,,,,,,,,V,,,,AU CYG,,STD,,,,
2443119.6,<13.8,,,Vis.,ANN,,,,,,,,V,,,,AU CYG,,STD,,,,
2443234.0,11.3,,,Vis.,ANN,,,,,,,,V,,,,AU CYG,,STD,,,,
2443250.0,11.4,,,Vis.,ANN,,,,,,,,V,,,,AU CYG,,STD,,,,
2443262.9,12.3,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2443289.9,12.2,,,Vis.,ANN,,,,,,,,V,,,,AU CYG,,STD,,,,
2443305.6,12.9,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2443318.9,12.9,,,Vis.,ANN,,,,,,,,V,,,,AU CYG,,STD,,,,
2443336.7,13.0,,,Vis.,ANN,,,,,,,,V,,,,AU CYG,,STD,,,,
2443344.7,<13.7,,,Vis.,ARI,,,,,,,,V,,,,AU CYG,,STD,,,,
2443364.8,13.7,,,Vis.,ANN,,,,,,,,V,,,,AU CYG,,STD,,,,
2443374.7,<14.0,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2443396.6,14.5,,,Vis.,ZT,,,,,,,,V,,,,AU CYG,,STD,,,,
2443426.8,14.5,,,Vis.,HK,C,,,,,,,V,,,,AU CYG,,STD,,,,
2443437.6,15.0,,,Vis.,MYR,,,,,,,,V,,,,AU CYG,,STD,,,,
2443454.8,15.0,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2443642.9,11.3,,,Vis.,ANN,,,,,,,,V,,,,AU CYG,,STD,,,,
2443663.9,11.4,,,Vis.,ANN,,,,,,,,V,,,,AU CYG,,STD,,,,
2443671.7,11.9,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2443687.6,11.9,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2443696.6,11.9,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2443706.5,12.3,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2443714.6,12.0,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2443751.7,13.1,,,Vis.,HK,,,,,,,,V,,,,AU CYG,,STD,,,,
2443752.6,13.2,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2443752.6,12.8,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2443752.7,13.0,,,Vis.,ALG,,,,,,,,V,,,,AU CYG,,STD,,,,
2443752.9,13.0,,,Vis.,ANN,,,,,,,,V,,,,AU CYG,,STD,,,,
2443777.5,13.9,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2443806.7,14.2,,,Vis.,ANN,E,,,,,,,V,,,,AU CYG,,STD,,,,
2443983.0,<13.0,,,Vis.,ANN,,,,,,,,V,,,,AU CYG,,STD,,,,
2444044.5,12.9,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2444047.8,12.8,,,Vis.,HR,,,,,,,,V,,,,AU CYG,,STD,,,,
2444061.7,12.5,,,Vis.,WNB,,,,,,,,V,,,,AU CYG,,STD,,,,
2444062.7,12.4,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2444073.6,12.1,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2444074.7,11.9,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2444083.0,11.7,,,Vis.,BUO,,,,,,,,V,,,,AU CYG,,STD,,,,
2444095.8,11.6,,,Vis.,BUO,,,,,,,,V,,,,AU CYG,,STD,,,,
2444101.6,12.1,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2444102.7,11.9,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2444109.7,12.0,,,Vis.,BUO,,,,,,,,V,,,,AU CYG,,STD,,,,
2444128.7,12.2,,,Vis.,WNB,,,,,,,,V,,,,AU CYG,,STD,,,,
2444133.5,13.1,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2444133.6,13.0,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2444136.7,13.0,,,Vis.,HR,,,,,,,,V,,,,AU CYG,,STD,,,,
2444136.7,<11.7,,,Vis.,KRS,,,,,,,,V,,,,AU CYG,,STD,,,,
2444141.6,12.5,,,Vis.,WNB,,,,,,,,V,,,,AU CYG,,STD,,,,
2444143.5,13.2,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2444202.6,<14.0,,,Vis.,MYW,,,,,,,,V,,,,AU CYG,,STD,,,,
2444214.6,<11.4,,,Vis.,GA,,,,,,,,V,,,,AU CYG,,STD,,,,
2444227.6,14.4,,,Vis.,ANN,E,,,,,,,V,,,,AU CYG,,STD,,,,
2444411.9,13.5,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2444430.5,<13.4,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2444446.4,12.3,,,Vis.,VOL,,,,,,,,V,,,,AU CYG,AFOEV,STD,,,,
2444446.8,12.0,,,Vis.,BUO,,,,,,,,V,,,,AU CYG,,STD,,,,
2444456.4,12.9,,,Vis.,VOL,,,,,,,,V,,,,AU CYG,AFOEV,STD,,,,
2444460.8,12.7,,,Vis.,HSG,,,,,,,,V,,,,AU CYG,,STD,,,,
2444468.6,12.3,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2444471.7,12.0,,,Vis.,HR,,,,,,,,V,,,,AU CYG,,STD,,,,
2444486.4,11.2,,,Vis.,VOL,,,,,,,,V,,,,AU CYG,AFOEV,STD,,,,
2444488.6,10.8,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2444495.0,10.6,,,Vis.,ANN,,,,,,,,V,,,,AU CYG,,STD,,,,
2444499.6,9.8,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2444512.3,10.8,,,Vis.,VOL,,,,,,,,V,,,,AU CYG,AFOEV,STD,,,,
2444519.7,10.0,,,Vis.,FD,,,,,,,,V,,,,AU CYG,,STD,,,,
2444523.6,10.9,,,Vis.,ARI,,,,,,,,V,,,,AU CYG,,STD,,,,
2444574.6,11.7,,,Vis.,ARI,,,,,,,,V,,,,AU CYG,,STD,,,,
2444599.5,11.5,,,Vis.,SKS,C,,,,,,,V,,,,AU CYG,,STD,,,,
2444817.5,12.4,,,Vis.,TUB,,,,,,,,V,,,,AU CYG,MCSE,STD,,,,
2444823.0,<13.0,,,Vis.,KOA,,,,,,,,V,,,,AU CYG,,STD,,,,
2444840.8,<13.4,,,Vis.,HK,,,,,,,,V,,,,AU CYG,,STD,,,,
2444852.4,13.3,,,Vis.,WLP,,,,,,,,V,,,,AU CYG,KNVWS,STD,,,,
2444866.5,13.9,,,Vis.,WLP,,,,,,,,V,,,,AU CYG,KNVWS,STD,,,,
2444876.4,13.1,,,Vis.,WLP,,,,,,,,V,,,,AU CYG,KNVWS,STD,,,,
2444881.8,<13.1,,,Vis.,SKS,,,,,,,,V,,,,AU CYG,,STD,,,,
2444902.6,12.2,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2444952.5,10.9,,,Vis.,LX,,,,,,,,V,,,,AU CYG,,STD,,,,
2444972.5,11.2,,,Vis.,SCE,,,,,,,,V,,,,AU CYG,,STD,,,,
2445078.9,<13.0,,,Vis.,BWK,,,,,,,,V,,,,AU CYG,,STD,,,,
2445081.9,<13.0,,,Vis.,HK,,,,,,,,V,,,,AU CYG,,STD,,,,
2445132.5,<13.8,,,Vis.,WLP,,,,,,,,V,,,,AU CYG,KNVWS,STD,,,,
2445136.8,<13.0,,,Vis.,HK,,,,,,,,V,,,,AU CYG,,STD,,,,
2445161.6,<13.8,,,Vis.,CGF,,,,,,,,V,,,,AU CYG,,STD,,,,
2445161.7,<13.1,,,Vis.,MKJ,,,,,,,,V,,,,AU CYG,,STD,,,,
2445163.7,<13.0,,,Vis.,HK,,,,,,,,V,,,,AU CYG,,STD,,,,
2445166.7,<12.2,,,Vis.,BWK,,,,,,,,V,,,,AU CYG,,STD,,,,
2445172.5,<13.0,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2445174.499,<12.0,,,Vis.,CEA,,,,,,,,V,,,,AU CYG,AFOEV,STD,,,,
2445197.7,<13.0,,,Vis.,MKJ,,,,,,,,V,,,,AU CYG,,STD,,,,
2445198.9,<13.0,,,Vis.,BKY,,,,,,,,V,,,,AU CYG,,STD,,,,
2445198.9,<13.0,,,Vis.,HK,,,,,,,,V,,,,AU CYG,,STD,,,,
2445199.7,<14.1,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2445203.6,<13.7,,,Vis.,CGF,,,,,,,,V,,,,AU CYG,,STD,,,,
2445203.6,<13.4,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2445209.8,<14.0,,,Vis.,SKS,,,,,,,,V,,,,AU CYG,,STD,,,,
2445224.4,<13.4,,,Vis.,WLP,,,,,,,,V,,,,AU CYG,KNVWS,STD,,,,
2445231.7,<12.0,,,Vis.,TMR,,,,,,,,V,,,,AU CYG,,STD,,,,
2445249.7,<13.0,,,Vis.,HK,,,,,,,,V,,,,AU CYG,,STD,,,,
2445253.6,<14.1,,,Vis.,MKJ,,,,,,,,V,,,,AU CYG,,STD,,,,
2445254.7,<14.1,,,Vis.,SCE,,,,,,,,V,,,,AU CYG,,STD,,,,
2445255.6,<13.0,,,Vis.,BWK,,,,,,,,V,,,,AU CYG,,STD,,,,
2445256.7,<13.0,,,Vis.,HRI,,,,,,,,V,,,,AU CYG,,STD,,,,
2445257.7,<13.0,,,Vis.,HK,,,,,,,,V,,,,AU CYG,,STD,,,,
2445266.6,<13.0,,,Vis.,SLH,,,,,,,,V,,,,AU CYG,,STD,,,,
2445283.6,<13.8,,,Vis.,CGF,,,,,,,,V,,,,AU CYG,,STD,,,,
2445283.6,<13.0,,,Vis.,HK,,,,,,,,V,,,,AU CYG,,STD,,,,
2445290.7,<13.0,,,Vis.,HK,,,,,,,,V,,,,AU CYG,,STD,,,,
2445311.6,<13.0,,,Vis.,SLH,,,,,,,,V,,,,AU CYG,,STD,,,,
2445336.5,<12.9,,,Vis.,MKJ,,,,,,,,V,,,,AU CYG,,STD,,,,
2445490.5,<12.8,,,Vis.,GUN,,,,,,,,V,,,,AU CYG,AFOEV,STD,,,,
2445504.5,<13.0,,,Vis.,GUN,,,,,,,,V,,,,AU CYG,AFOEV,STD,,,,
2445507.7,<12.2,,,Vis.,TDM,,,,,,,,V,,,,AU CYG,,STD,,,,
2445511.8,<12.2,,,Vis.,TDM,,,,,,,,V,,,,AU CYG,,STD,,,,
2445519.7,<13.8,,,Vis.,BTY,,,,,,,,V,,,,AU CYG,,STD,,,,
2445520.7,<12.8,,,Vis.,TDM,,,,,,,,V,,,,AU CYG,,STD,,,,
2445525.8,<14.0,,,Vis.,HZL,,,,,,,,V,,,,AU CYG,,STD,,,,
2445528.7,<12.8,,,Vis.,TDM,,,,,,,,V,,,,AU CYG,,STD,,,,
2445541.7,<12.2,,,Vis.,TDM,,,,,,,,V,,,,AU CYG,,STD,,,,
2445542.7,13.0,,,Vis.,KRS,,NA,,NA,,,,Z,,,,AU CYG,AAVSO,STD,,,MQE,
2445548.6,<12.8,,,Vis.,TDM,,,,,,,,V,,,,AU CYG,,STD,,,,
2445553.9,<13.3,,,Vis.,HK,,,,,,,,V,,,,AU CYG,,STD,,,,
2445554.4,<13.0,,,Vis.,GUN,,,,,,,,V,,,,AU CYG,AFOEV,STD,,,,
2445554.8,<13.8,,,Vis.,HK,,,,,,,,V,,,,AU CYG,,STD,,,,
2445560.7,14.0,,,Vis.,SCE,,,,,,,,V,,,,AU CYG,,STD,,,,
2445566.7,<13.0,,,Vis.,SLH,,,,,,,,V,,,,AU CYG,,STD,,,,
2445578.7,13.1,,,Vis.,KRS,,NA,,NA,,,,Z,,,,AU CYG,AAVSO,STD,,,MQE,
2445579.7,<14.5,,,Vis.,SCE,,,,,,,,V,,,,AU CYG,,STD,,,,
2445581.6,<13.4,,,Vis.,SHS,,,,,,,,V,,,,AU CYG,,STD,,,,
2445582.6,<13.7,,,Vis.,SLH,,,,,,,,V,,,,AU CYG,,STD,,,,
2445582.7,<14.1,,,Vis.,BTY,,,,,,,,V,,,,AU CYG,,STD,,,,
2445585.4,<13.0,,,Vis.,GUN,,,,,,,,V,,,,AU CYG,AFOEV,STD,,,,
2445585.7,14.8,,,Vis.,SCE,,,,,,,,V,,,,AU CYG,,STD,,,,
2445586.7,13.3,,,Vis.,KRS,,NA,,NA,,,,Z,,,,AU CYG,AAVSO,STD,,,MQE,
2445588.7,<13.3,,,Vis.,MKJ,,,,,,,,V,,,,AU CYG,,STD,,,,
2445597.434,<13.0,,,Vis.,CEA,,,,,,,,V,,,,AU CYG,AFOEV,STD,,,,
2445607.3,<13.0,,,Vis.,GUN,,,,,,,,V,,,,AU CYG,AFOEV,STD,,,,
2445614.7,<12.9,,,Vis.,HK,,,,,,,,V,,,,AU CYG,,STD,,,,
