kepid,koi_period,koi_prad,koi_steff
7595157,3.383540239,1.65,5300.0
6685609,3.07155284,1.65,5918.0
7040629,7.46662068,1.65,5966.0
6705026,9.5084871,1.65,6144.0
7870390,5.169804269,1.66,3906.0
11389771,13.75129636,1.66,5814.0
10055126,9.17617167,1.66,5903.0
9015738,13.93291548,1.66,6026.0
2556650,2.852348262,1.66,3731.0
9827149,2.131945045,1.66,5845.0
9963524,2.79590004,1.66,5244.0
5956342,6.84619236,1.67,5839.0
8559644,3.341799486,1.67,5873.0
3245969,11.39102358,1.67,4983.0
9214942,18.75470238,1.67,3976.0
4736569,10.13200555,1.67,4777.0
5940165,9.30413878,1.67,4458.0
11342416,25.3690868,1.67,6126.0
10982872,41.8085031,1.67,5794.0
3217264,55.3291399,1.67,5376.0
5088400,8.82715783,1.67,5550.0
12055539,12.27057043,1.67,6075.0
9967771,0.53835407,1.67,5539.0
2849805,3.749105745,1.68,5751.0
9649706,1.569066598,1.68,5821.0
5384079,7.05675145,1.68,6388.0
4142847,2.888904439,1.68,4895.0
9205938,108.593113,1.68,5678.0
11125613,9.99115241,1.68,4838.0
10027247,86.829519,1.68,3576.0
5480640,14.4252635,1.68,5467.0
11807274,7.81285862,1.68,6237.0
5640085,10.13958818,1.68,3893.0
11810124,3.63898953,1.68,5533.0
8081239,10.35857039,1.68,5893.0
6948054,3.219814777,1.69,5103.0
3632418,2.785821236,1.69,6202.0
6924203,6.8833761,1.69,5679.0
10744335,4.59726613,1.69,5999.0
8950568,8.30537702,1.69,5435.0
9412760,9.38740646,1.69,4500.0
11923284,2.757977384,1.69,5919.0
10909127,3.17059731,1.69,5431.0
6768394,11.8984948,1.69,5862.0
11348997,5.132486123,1.69,3879.0
11415243,168.81133,1.69,4798.0
1724719,5.79179934,1.69,6174.0
11651712,14.53260546,1.69,6003.0
10601284,3.94105221,1.7,5185.0
10875245,4.90144976,1.7,5847.0
8689373,3.78402867,1.7,5196.0
5880320,4.75796103,1.7,6021.0
5219234,3.20539622,1.7,5103.0
10686864,2.97041801,1.7,5068.0
4932442,6.93365167,1.7,5861.0
6356207,3.76417012,1.7,5063.0
8321314,15.03366411,1.7,5523.0
11824786,12.94123564,1.7,6119.0
7769819,2.21571296,1.7,5417.0
9475552,0.843379985,1.7,4818.0
5520547,11.20058855,1.7,6038.0
3966801,25.69581456,1.7,3787.0
7091432,11.55532445,1.7,5149.0
8410727,25.2630467,1.71,6071.0
8564587,11.60908533,1.71,5320.0
9824805,4.4444826,1.71,6240.0
10190777,1.411230023,1.71,4575.0
10005788,10.99470891,1.71,4302.0
7542813,16.8600805,1.71,6205.0
8081905,3.27645723,1.71,5812.0
10656823,34.0963441,1.71,5320.0
3548044,67.968656,1.71,5670.0
7455287,8.01078456,1.72,3713.0
11512246,7.10695741,1.72,5761.0
10879038,4.8538404,1.72,5778.0
8959839,22.7082375,1.72,6170.0
8733898,5.14892346,1.72,3464.0
5775129,3.84822189,1.72,5927.0
9002278,122.3858681,1.72,4926.0
5941160,10.22215697,1.72,5675.0
6685609,1.61189046,1.72,5918.0
7040629,16.25951967,1.72,5966.0
8416523,0.341842017,1.72,5016.0
8653134,5.34264143,1.72,5101.0
6949607,5.912273234,1.73,4072.0
8692861,242.467406,1.73,5637.0
6871071,1.897828815,1.73,5640.0
10253547,25.7457957,1.73,6103.0
10730703,5.60013327,1.73,5288.0
8733898,1.565412613,1.73,3464.0
11508644,14.2563272,1.73,6140.0
7434875,3.336123113,1.74,5097.0
5880320,8.19345065,1.74,6021.0
7211469,11.29689442,1.74,6096.0
3442055,29.6193891,1.74,5618.0
9006449,33.8845825,1.74,5607.0
11853878,3.69298623,1.74,4402.0
9415108,4.51005082,1.74,5362.0
8380709,24.3344939,1.74,6091.0
5096590,29.6099055,1.74,5812.0
10878263,4.699652821,1.74,5497.0
8459663,174.510276,1.74,4367.0
8150320,10.19849255,1.75,4500.0
2854698,76.0498163,1.75,5251.0
1718189,21.85362905,1.75,5830.0
7449136,4.33643506,1.75,6180.0
7094486,11.35010642,1.75,3597.0
10978763,4.97760447,1.75,5353.0
10454632,20.16037858,1.75,4975.0
4857213,8.77425786,1.75,5146.0
3548044,34.7630543,1.75,5670.0
12058204,5.53533152,1.75,5588.0
9664142,13.5631157,1.75,5853.0
10059645,6.49441464,1.75,4769.0
5941160,8.59481851,1.75,5675.0
12066569,49.2768448,1.75,3899.0
8037038,4.09513876,1.75,5858.0
6690082,2.1395563,1.76,5534.0
4644952,4.36273233,1.76,5527.0
11358389,10.66489514,1.76,6014.0
6615511,25.1593389,1.76,5973.0
11014932,38.2856338,1.77,5616.0
4275721,8.18182189,1.77,6224.0
7626370,1.921437488,1.77,5238.0
9304101,13.24503482,1.77,5636.0
9351920,8.79618433,1.77,6142.0
12021625,15.9314412,1.77,5380.0
4832837,2.628117322,1.77,3939.0
7604328,2.936587946,1.77,5455.0
3433668,15.0219784,1.77,5831.0
7375348,25.30893566,1.77,5949.0
7678434,3.96996298,1.78,5121.0
9415172,5.71462396,1.78,5344.0
10350571,31.5925809,1.78,5676.0
4741126,20.4222447,1.78,6119.0
6034945,9.11500269,1.78,5962.0
4989057,7.23400381,1.78,5411.0
10001368,4.76831033,1.78,6237.0
8760040,18.2206024,1.78,5951.0
6289257,19.67409703,1.78,6023.0
6850504,3.696121272,1.78,5465.0
6347299,25.6613816,1.78,5815.0
9579641,7.12594387,1.79,5779.0
11401182,0.927859786,1.79,4815.0
6871071,3.2828024,1.79,5640.0
6767840,8.679037,1.79,6117.0
11572193,10.6761592,1.79,6460.0
3128552,4.02582434,1.79,5509.0
4725681,23.96793669,1.8,3747.0
10990917,11.04605365,1.8,6093.0
6382217,8.41100305,1.8,3757.0
8381204,8.32651854,1.8,6057.0
4483138,15.3626052,1.8,5011.0
9950612,9.034190783,1.8,4499.0
10858691,29.2214959,1.81,5576.0
4636578,11.1895709,1.81,6188.0
7672097,7.97033985,1.81,5774.0
6786037,6.21716039,1.81,5751.0
5281113,11.17931581,1.81,6292.0
4725681,8.29561738,1.82,3747.0
5438099,4.64622383,1.82,4955.0
11413812,5.65378163,1.82,5988.0
9946525,1.729367077,1.82,5227.0
5686174,14.28228147,1.82,4102.0
8409295,82.292865,1.82,5626.0
4139816,46.1842039,1.83,3950.0
9710326,28.59914031,1.83,3755.0
9787239,8.75209691,1.83,3731.0
6021193,11.93205399,1.83,5711.0
10018233,16.2959916,1.83,5495.0
7040629,4.22865217,1.83,5966.0
11401767,6.84978728,1.83,6056.0
6541920,10.30401132,1.84,5657.0
4650674,4.51436096,1.84,5940.0
4263293,32.1340014,1.84,4347.0
6768394,8.91901228,1.84,5862.0
6269070,2.7612237,1.84,6381.0
8753896,3.24417541,1.84,5094.0
12206313,14.3832267,1.84,6115.0
9716391,13.1829329,1.84,5382.0
9590976,8.58600968,1.84,6167.0
5977470,140.251943,1.84,4821.0
8150320,2.211116989,1.85,4500.0
8150320,42.1406089,1.85,4500.0
5735762,4.77800306,1.85,5192.0
3749134,11.30123036,1.85,5730.0
9277896,4.59489816,1.85,6056.0
7047363,31.0572947,1.85,5395.0
5088536,87.5177787,1.85,5903.0
11361646,7.97420583,1.85,5973.0
9458613,5.66815821,1.85,5900.0
6442340,13.13747785,1.85,5762.0
7747457,1.5184181,1.85,6302.0
7366258,2.382951591,1.86,5427.0
2715135,5.747711909,1.86,4252.0
12453581,11.94019101,1.86,5073.0
7289317,16.83203175,1.86,5518.0
6528464,33.67280658,1.86,5587.0
6665695,5.378868001,1.86,5077.0
11560897,110.978266,1.86,5883.0
3728432,3.90863457,1.86,4518.0
10166274,28.46464804,1.87,3789.0
10604335,92.7495777,1.87,4141.0
10027323,105.3582299,1.87,3883.0
4263293,8.45746636,1.87,4347.0
7668663,6.4980147,1.87,5727.0
12017109,9.75374033,1.87,5806.0
6287313,10.62788695,1.87,6082.0
10617017,13.15140223,1.87,6154.0
11308499,12.51610549,1.87,5859.0
12254378,2.032319072,1.87,6156.0
12302530,52.6615266,1.87,3984.0
8950568,12.51353325,1.88,5435.0
7747425,8.0103929,1.88,5616.0
12164564,3.35184041,1.88,6198.0
2692377,1.541676547,1.88,5533.0
6020753,16.28247625,1.88,4671.0
10717220,21.0907909,1.88,5723.0
12110942,3.689920099,1.89,5880.0
10136549,9.69315023,1.89,5683.0
11807274,9.37663713,1.89,6237.0
7269974,4.309381978,1.89,5541.0
4563268,7.75192755,1.89,5604.0
8150320,27.9541337,1.9,4500.0
11193263,6.91134223,1.9,5685.0
11356260,8.50698069,1.9,5822.0
9401997,32.2964275,1.9,5246.0
7815744,14.20442616,1.9,5350.0
8564674,12.2476121,1.9,5741.0
8478994,39.79220077,1.9,5437.0
9076971,9.06687613,1.9,5142.0
4847534,9.66857386,1.9,5288.0
5784777,5.33905606,1.9,5057.0
12066335,10.06524317,1.91,4077.0
3832474,29.1598615,1.91,5485.0
4043190,6.40087137,1.91,5426.0
3967760,8.77514782,1.91,5334.0
6196457,49.3567907,1.91,5862.0
11720424,23.9107056,1.91,6338.0
10290666,5.45849914,1.91,5914.0
2854698,8.18739443,1.92,5251.0
10468940,2.936527336,1.92,5359.0
8564674,5.92972237,1.92,5741.0
8164257,6.47539108,1.92,4954.0
6867555,5.19103699,1.92,6321.0
9139084,5.83599485,1.92,5423.0
9631762,10.35586478,1.92,4646.0
8030339,5.71668787,1.92,5638.0
12066335,19.27153892,1.93,4077.0
6773862,17.76076524,1.93,3826.0
8978528,18.6848377,1.93,4156.0
5036705,4.14789051,1.93,6150.0
9642292,15.1408916,1.93,5926.0
5184911,4.11585514,1.93,4827.0
6021275,18.01019956,1.93,5931.0
9020160,9.93962361,1.93,5105.0
9823519,4.49686066,1.93,3698.0
6435936,56.0560754,1.94,3593.0
9787239,5.90127815,1.94,3731.0
10426656,6.05729966,1.94,5334.0
8628758,14.37457572,1.94,5768.0
5629538,15.18727049,1.94,6136.0
9336200,1.755843555,1.94,5569.0
11962284,8.83929462,1.94,5330.0
11662184,27.5722144,1.94,5912.0
7050989,16.39926461,1.94,6156.0
10982872,2.024143568,1.94,5794.0
10924562,18.6052046,1.94,6572.0
11547513,5.317440164,1.94,5923.0
8008206,20.72904234,1.94,4979.0
12056139,13.2274753,1.94,6269.0
8826007,54.5091549,1.94,4406.0
9230021,8.74192361,1.94,5596.0
8229696,10.12805158,1.95,5676.0
9818462,25.9421582,1.95,5167.0
10022908,6.99130452,1.95,4847.0
8492026,4.30656389,1.95,6108.0
9364290,5.26211833,1.95,5587.0
11080405,25.1933989,1.95,5009.0
8738735,28.7796446,1.95,6000.0
5374854,8.50339249,1.95,5877.0
10714072,8.40693068,1.95,5365.0
4139816,20.06036336,1.96,3950.0
7045496,13.47472742,1.96,5395.0
9597058,12.05705659,1.96,5365.0
12008872,14.8877665,1.96,6143.0
9447166,62.869463,1.96,4762.0
7109675,6.76652928,1.97,5149.0
5438757,10.35078415,1.97,5534.0
4633570,28.55158187,1.97,4621.0
5807769,7.99022379,1.97,5689.0
6693640,13.71938426,1.98,6387.0
6200235,1.078389713,1.98,5325.0
4831728,10.10773789,1.98,5480.0
9002278,18.16407304,1.98,4926.0
11177676,47.0320478,1.98,5370.0
11754553,36.4454001,1.99,4126.0
11853255,2.243380573,1.99,4149.0
4770365,9.51220046,1.99,4224.0
2307415,13.12162167,1.99,6140.0
11444514,66.373298,1.99,6143.0
11754553,16.38489988,2.0,4126.0
3438507,8.39842977,2.0,6309.0
5735762,42.89645024,2.0,5192.0
10468940,8.01500821,2.0,5359.0
12252424,4.75400072,2.0,4728.0
8242434,44.96407458,2.0,4827.0
3661886,27.0142622,2.0,5949.0
4249725,6.312508525,2.0,4090.0
9995771,25.4337864,2.0,5806.0
3554031,8.70798309,2.01,4362.0
1725016,7.40742502,2.01,5922.0
6026438,5.47665801,2.01,4650.0
11498128,106.247882,2.01,5679.0
10404582,37.8658964,2.01,5757.0
12302530,5.931196562,2.01,3984.0
6037187,41.8059544,2.02,5907.0
6387542,2.53475568,2.02,5662.0
9112931,10.71253475,2.02,4175.0
7510820,29.3493852,2.02,4987.0
4139816,3.340218842,2.03,3950.0
3116412,12.99204853,2.03,5765.0
8644288,3.504691252,2.03,5356.0
6936909,5.70070626,2.03,5993.0
5009743,41.6980186,2.03,5997.0
7747425,42.4729078,2.03,5616.0
8218379,16.57099265,2.03,5483.0
6871071,5.02818253,2.03,5640.0
3848275,5.19492747,2.03,6415.0
11905011,5.65178922,2.03,6085.0
2557816,9.3789167,2.03,5684.0
8036287,1.44445234,2.03,5305.0
8125580,17.31711739,2.04,4719.0
10963242,6.1469956,2.04,6110.0
4263293,17.28116957,2.04,4347.0
8167996,13.96950181,2.04,3716.0
7747425,27.6666375,2.04,5616.0
5706595,19.0231361,2.04,5569.0
8107225,5.63252508,2.04,5216.0
4914566,22.2420032,2.04,5979.0
10933561,8.12999858,2.04,5611.0
9076513,2.437029217,2.04,5573.0
11669239,13.81733587,2.04,5735.0
9873254,14.70749512,2.04,5676.0
10166274,6.877446033,2.05,3789.0
10024701,14.37504582,2.05,5931.0
9071593,32.5635249,2.05,5225.0
7504778,17.1369408,2.05,6218.0
5640085,43.5859419,2.05,3893.0
8738735,15.66057688,2.05,6000.0
2713049,2.539183147,2.06,5519.0
9466668,5.83909761,2.06,5553.0
3839488,11.13127159,2.06,5800.0
10158729,58.601926,2.06,6250.0
7050989,11.57890926,2.06,6156.0
3234843,10.61368712,2.06,5815.0
11656721,13.64617478,2.06,5569.0
10600261,2.09227115,2.06,5565.0
5531694,5.16949729,2.06,6011.0
3231341,4.24439049,2.07,5896.0
8410727,11.47609015,2.07,6071.0
11337833,51.3011844,2.07,6032.0
5972334,38.6520796,2.07,5422.0
9395719,2.607545159,2.07,6147.0
3102384,10.573751447,2.07,5720.0
9886361,54.2811949,2.07,6170.0
6878240,22.2508509,2.07,5307.0
9907129,9.705693,2.07,5808.0
7288306,96.169569,2.07,5340.0
11176127,22.92886314,2.08,4463.0
11288505,19.80787763,2.08,5775.0
6851425,11.1199028,2.08,5078.0
10925104,11.776132317,2.08,3980.0
5289854,9.69501146,2.08,5896.0
2985767,14.07969236,2.08,5821.0
6037581,9.59993246,2.08,5865.0
4644952,31.7821117,2.08,5527.0
10266615,10.94026745,2.08,5749.0
3847138,11.72291212,2.08,5550.0
8753896,14.5123622,2.08,5094.0
8611781,76.957056,2.09,5878.0
3964109,21.41624083,2.09,6156.0
8017703,13.98177862,2.09,4859.0
4556468,114.336052,2.09,5802.0
9285265,16.5860329,2.09,5626.0
11153539,4.49876511,2.1,6075.0
4913852,8.11437482,2.1,3692.0
12206313,47.3186631,2.1,6115.0
9837661,2.226496196,2.1,3640.0
5209845,11.95401876,2.1,4359.0
7419318,18.73577127,2.1,5188.0
10545066,19.7830259,2.1,5747.0
10587105,1.980356674,2.1,6078.0
2571238,9.286964466,2.1,5546.0
10577994,8.1808949,2.1,5081.0
7047824,24.7543849,2.1,4852.0
5252423,8.10363271,2.11,4861.0
9466668,3.388012244,2.11,5553.0
11176127,10.47548084,2.11,4463.0
6962977,11.97884409,2.11,5296.0
5375194,13.52252364,2.11,5338.0
9973109,27.495634,2.11,5657.0
9349482,110.9643706,2.11,4441.0
7286911,11.55562042,2.11,5420.0
12116380,4.3394569,2.11,5330.0
6429812,94.289223,2.11,5632.0
9570741,15.77980122,2.11,5941.0
6587002,20.73989406,2.11,5132.0
11018648,91.7732862,2.12,5586.0
8956206,6.17998508,2.12,5149.0
11760231,49.6075771,2.12,5187.0
3546060,9.69310837,2.12,4818.0
6345732,20.2642023,2.12,5937.0
9530945,7.69363627,2.12,6086.0
9590976,5.37493289,2.12,6167.0
9027909,64.6589166,2.12,5821.0
9388479,9.467821474,2.13,3582.0
6962977,7.0556584,2.13,5296.0
6205228,3.770590654,2.13,5714.0
10329469,55.8224775,2.13,5162.0
6751874,6.89226333,2.13,5862.0
9757613,46.82767725,2.13,3879.0
5364071,10.91274065,2.13,3834.0
12120484,17.2922631,2.13,5936.0
5695396,16.09196369,2.13,5680.0
9964801,13.72462702,2.13,5817.0
5438099,7.24022418,2.14,4955.0
5289854,15.3825394,2.14,5896.0
5599774,8.49640437,2.14,5093.0
9351316,18.78429232,2.14,4243.0
10132832,16.07673148,2.14,5957.0
6029239,8.512037736,2.14,5767.0
6071903,24.30784323,2.14,5313.0
7440748,4.9213639,2.14,5076.0
10271806,18.64349986,2.14,5016.0
9896558,153.348739,2.14,6127.0
10604335,11.00817635,2.15,4141.0
9726659,3.148661555,2.15,5258.0
10656823,8.30783912,2.15,5320.0
5860968,122.358116,2.15,5998.0
11754553,7.8774163,2.16,4126.0
8609450,24.8056775,2.16,5600.0
11623629,81.737872,2.16,5559.0
4852528,7.053527145,2.16,4041.0
4852528,9.521644639,2.16,4041.0
7445445,20.30303506,2.16,5788.0
8805348,29.90721859,2.16,5739.0
7033671,9.48965527,2.16,5672.0
9787239,22.78078241,2.17,3731.0
11512246,15.27443889,2.17,5761.0
6949061,8.96847034,2.17,5808.0
8826168,11.55103848,2.17,5907.0
11074178,9.18189122,2.17,5741.0
8611257,99.2532336,2.17,5010.0
5794570,5.448321078,2.17,5721.0
9962455,5.77721259,2.17,5416.0
8494142,22.95062278,2.17,6143.0
3745690,13.54057461,2.17,5767.0
9578686,21.3851584,2.17,5376.0
7287995,12.03987488,2.18,4261.0
2302548,10.38122447,2.18,5095.0
2165002,47.3329299,2.18,4987.0
6936909,3.546531809,2.18,5993.0
11037335,10.44635944,2.18,5968.0
6383821,27.07237655,2.18,5936.0
8680979,15.95541913,2.18,4891.0
4833421,21.58752788,2.18,6038.0
12456601,15.64588656,2.18,5896.0
4645174,15.0330623,2.18,5849.0
7517261,23.2385587,2.18,6602.0
6960913,59.8780258,2.19,4016.0
9573539,10.04556377,2.19,5632.0
7955580,55.673582,2.19,4998.0
8612275,7.18644594,2.19,5463.0
6921944,4.421566535,2.19,4299.0
12834874,7.65880048,2.19,5657.0
4282191,41.7084063,2.19,6434.0
6803855,71.4523167,2.19,6148.0
3447722,10.30067919,2.2,6157.0
11037335,40.7150498,2.2,5968.0
2441495,12.49340725,2.2,5207.0
6786348,26.964501,2.2,5754.0
11551692,3.005156911,2.2,4920.0
8240797,13.09390911,2.2,5772.0
11288051,13.82142084,2.2,4983.0
10122538,5.53609368,2.2,3891.0
8884274,10.65275054,2.2,5602.0
9349757,36.4337867,2.2,5566.0
10122255,27.6652847,2.21,6036.0
8973129,24.1738244,2.21,5468.0
11295426,5.398752862,2.21,5790.0
10122538,12.2854718,2.21,3891.0
6428794,169.135056,2.21,5171.0
6105462,89.7224125,2.21,6429.0
8630788,14.64613058,2.22,5717.0
4455231,6.09747233,2.22,5661.0
3326377,13.22714056,2.22,5180.0
4833421,56.2590881,2.22,6038.0
12061222,17.20522898,2.22,5211.0
3833007,16.21774917,2.22,5837.0
6381846,39.6034,2.22,5456.0
8557374,4.822969318,2.22,5736.0
8047428,92.263742,2.22,6084.0
7870390,9.7704486,2.23,3906.0
5438099,17.32670445,2.23,4955.0
8692861,13.7223682,2.23,5637.0
3969687,16.3583482,2.23,6133.0
8962094,30.86436512,2.23,5677.0
11754430,39.818832,2.23,5710.0
9034103,7.13969705,2.24,6014.0
5689351,13.76710058,2.24,5001.0
10599206,18.42794957,2.24,4768.0
6755944,0.692978457,2.24,6105.0
8151055,29.9632816,2.24,4463.0
5280587,35.6225528,2.24,5799.0
8636333,82.175197,2.24,6247.0
5531576,7.953547,2.25,4768.0
7870390,20.09017037,2.25,3906.0
3967760,5.52418625,2.25,5334.0
9790806,1.93155546,2.25,5461.0
10676014,16.78175788,2.25,4925.0
5364071,7.203855862,2.25,3834.0
6779260,3.833087643,2.25,5397.0
4141376,11.87290814,2.25,6147.0
11401767,30.0899459,2.25,6056.0
8142787,178.139072,2.25,5431.0
10989274,16.17803,2.25,5929.0
10122538,37.6333868,2.25,3891.0
10797460,9.48803557,2.26,5455.0
6359320,5.32667299,2.26,5831.0
6962977,20.8341497,2.26,5296.0
9347009,19.32945602,2.26,5026.0
10464050,4.469754641,2.26,5988.0
8233702,41.6977582,2.26,5730.0
6105462,25.0823402,2.26,6429.0
6521045,12.81590421,2.26,5788.0
11904151,45.29422297,2.26,5676.0
7447200,2.453236139,2.26,3912.0
4833421,5.766165573,2.27,6038.0
11568987,15.95995611,2.27,5936.0
8037145,25.75274977,2.27,4963.0
4633570,16.70920628,2.27,4621.0
6587280,20.0261412,2.28,5237.0
3859079,53.5292702,2.28,4736.0
7626506,8.408878137,2.28,5551.0
4135665,4.16811839,2.28,5689.0
10779233,201.118319,2.28,5646.0
3867615,62.7843981,2.28,6053.0
5340644,8.22241355,2.28,4213.0
3531558,24.99324319,2.29,5718.0
5301750,44.5520266,2.29,6036.0
8017703,247.354914,2.29,4859.0
6365156,10.21418792,2.29,5843.0
11460018,4.280963604,2.3,5644.0
9466668,10.6816951,2.3,5553.0
5511081,24.3110031,2.3,5951.0
11192998,7.650243513,2.3,5409.0
4165473,13.02363236,2.3,5627.0
5794379,12.71809866,2.31,4702.0
9513865,3.601465336,2.31,5052.0
11153121,32.2753853,2.31,5726.0
5269467,33.8677783,2.31,4564.0
6962109,17.13263125,2.31,5477.0
10549023,14.36270451,2.31,6643.0
9466429,44.616751,2.31,6763.0
6196457,26.723169,2.31,5862.0
10934674,16.54295261,2.31,5215.0
4476123,22.36646466,2.32,5395.0
5436502,6.15560285,2.32,5739.0
6948054,17.46087931,2.32,5103.0
7626506,28.5742692,2.32,5551.0
7102227,14.58932429,2.32,5142.0
9589323,3.949627144,2.32,5155.0
6206214,13.53953595,2.32,6109.0
9845898,45.126216,2.32,6499.0
6267535,6.07972016,2.32,5460.0
6678383,23.66834635,2.32,5979.0
11757451,177.668663,2.32,4721.0
7287995,5.95489993,2.33,4261.0
4077526,10.21864532,2.33,6100.0
5371776,5.315954488,2.33,4723.0
12602568,8.04727721,2.33,5840.0
5022828,23.5541012,2.33,9565.0
11569782,2.787874175,2.33,4827.0
7047207,19.1187425,2.33,5862.0
3642289,6.002548291,2.33,6204.0
9279669,3.722158895,2.33,5617.0
5791986,24.67458244,2.33,5456.0
10340423,18.79418506,2.33,4126.0
6587002,47.4277116,2.33,5132.0
7429240,196.436796,2.33,5462.0
6619815,65.9407869,2.33,5982.0
11918099,2.337437946,2.34,5005.0
8505670,10.8484518,2.34,4201.0
7207061,12.33087921,2.34,5376.0
4770617,5.18560081,2.34,6172.0
8110767,20.49041,2.34,5681.0
11701407,18.8262877,2.34,5215.0
10593626,289.864067,2.34,5516.0
10577994,15.31296388,2.34,5081.0
5456651,11.76307164,2.35,4959.0
7134976,4.601811819,2.35,4986.0
7841925,14.16400071,2.35,5440.0
9641481,42.1918331,2.35,5520.0
5609593,136.205112,2.35,4648.0
2438264,15.90688891,2.35,5097.0
6678383,11.427550984,2.35,5979.0
5965819,8.23983041,2.35,5794.0
12470844,60.4189369,2.36,5354.0
7118364,4.347288783,2.36,5754.0
8158127,4.08897299,2.36,5897.0
10337517,7.053934488,2.36,5357.0
12252424,8.925079516,2.36,4728.0
6451936,8.00579096,2.36,6032.0
8738775,48.0506878,2.36,5332.0
11709124,33.0405509,2.36,5688.0
5456651,56.2279271,2.37,4959.0
9761882,24.58716355,2.37,5474.0
10657406,34.1732156,2.37,5201.0
2693736,12.12401737,2.37,5094.0
7286173,56.4349933,2.37,5534.0
9651234,96.9151707,2.37,5162.0
11621223,4.903321801,2.37,6045.0
7440748,7.064252021,2.37,5076.0
4271474,21.8634638,2.37,5383.0
9527915,13.22175358,2.38,5211.0
9411166,1.954525966,2.38,5741.0
5511081,13.72710334,2.38,5951.0
8676148,28.6253502,2.38,5774.0
10122538,20.9569985,2.38,3891.0
5956342,67.8321638,2.39,5839.0
5956342,43.1312147,2.39,5839.0
3342794,14.17222858,2.39,5845.0
4833421,37.9962369,2.39,6038.0
9893318,18.0161227,2.39,6245.0
10842192,9.33648141,2.39,4442.0
10718726,3.595769013,2.39,5762.0
10271806,11.34934848,2.39,5016.0
4939346,34.9168399,2.39,6194.0
9529744,8.37159554,2.39,6426.0
9605514,25.8474958,2.4,6297.0
5470739,19.17893976,2.4,5767.0
8543100,7.56052209,2.4,5895.0
8804397,60.0853848,2.4,6028.0
9839821,34.8536903,2.4,5818.0
11133306,41.74598855,2.4,5978.0
10586004,15.79196594,2.4,5758.0
7119481,25.85499978,2.4,6122.0
1432789,9.93146307,2.41,5782.0
10426656,10.93725572,2.41,5334.0
8564587,5.729317577,2.41,5320.0
5371776,9.65349016,2.41,4723.0
5561278,20.31047472,2.41,6065.0
8197343,11.79161234,2.41,5619.0
10854546,2.168451063,2.41,6153.0
7515762,40.9905002,2.41,5842.0
11192998,34.25951418,2.41,5409.0
8822216,151.863949,2.41,5713.0
9607164,14.03490255,2.41,5258.0
3747817,184.77271,2.41,5273.0
8105398,224.150923,2.41,6072.0
6869184,43.3167427,2.42,5654.0
6037581,20.67876365,2.42,5865.0
5959753,8.30865307,2.42,5022.0
8007644,25.2034128,2.42,5831.0
1995519,19.9401211,2.42,5623.0
8004903,11.25401871,2.42,5995.0
11134879,4.30165843,2.42,5480.0
10227020,7.38443269,2.42,5814.0
6949061,23.2218115,2.42,5808.0
7366258,5.902245782,2.43,5427.0
8226994,17.64830851,2.43,5029.0
9895006,10.56137217,2.43,5610.0
3728701,51.1319346,2.43,6071.0
8866102,17.83367834,2.43,6407.0
6291033,3.705991661,2.43,6187.0
5121511,30.99664113,2.43,5324.0
5272878,6.365839713,2.44,5776.0
8226050,34.2685741,2.44,5083.0
11614617,24.7577652,2.44,6106.0
10187159,7.96431492,2.44,5185.0
8164012,1.252753881,2.44,5907.0
11403389,45.0909201,2.44,5790.0
11129258,25.384175,2.44,6137.0
10395381,17.6717714,2.44,4869.0
6026924,56.644452,2.44,6237.0
9730163,8.15275885,2.44,3327.0
7458762,7.41113177,2.45,5849.0
9825625,7.03902016,2.45,6321.0
8609450,44.3471936,2.45,5600.0
10384798,38.505224,2.45,5974.0
8802693,26.41044199,2.45,5448.0
11622600,82.5341188,2.45,4316.0
8260902,38.6715843,2.45,5432.0
4454934,33.4698571,2.45,5912.0
2716801,42.5217006,2.45,5911.0
4143755,19.55662003,2.45,5671.0
4478168,14.58649856,2.45,6063.0
3733628,13.89963233,2.46,4538.0
10990886,11.023474798,2.46,3744.0
2438264,4.973455252,2.46,5097.0
11823054,4.302139338,2.46,5041.0
9702072,4.182001885,2.46,5328.0
6587796,33.4203001,2.46,5731.0
10526549,9.27358173,2.47,4856.0
6276477,10.35533116,2.47,5501.0
6587280,5.715425977,2.47,5237.0
8226994,7.15681552,2.47,5029.0
3240158,7.42608123,2.47,6049.0
7831264,13.07141889,2.47,6122.0
9892816,15.17026921,2.47,6297.0
9904006,55.1866213,2.47,6178.0
7021681,27.52194772,2.47,3780.0
9837685,13.71218522,2.47,5550.0
9881077,24.4004378,2.47,4583.0
9020160,17.73842886,2.47,5105.0
5966154,151.8851881,2.47,6034.0
5094751,21.22261195,2.48,5945.0
2854914,25.93406406,2.48,5952.0
12266636,33.3856176,2.48,5833.0
7960980,9.98970266,2.48,5265.0
9451706,48.6303805,2.48,6075.0
10187017,16.145671932,2.48,4900.0
8463346,64.0019669,2.48,4652.0
11043167,44.9306706,2.49,6121.0
11656246,18.11473813,2.49,6109.0
8164257,49.5004725,2.49,4954.0
10010440,53.5991459,2.49,6319.0
12459913,12.91385906,2.49,6253.0
5202905,14.8444836,2.49,6642.0
9765975,18.45848388,2.5,5311.0
9662811,43.0343364,2.5,5550.0
9834040,6.77408984,2.5,6246.0
10965588,62.8917493,2.5,5052.0
8495415,11.08507658,2.5,5080.0
10723367,12.12580644,2.5,5500.0
9011825,37.3331165,2.5,5623.0
9451706,29.39337161,2.5,6075.0
