kepid,koi_period,koi_prad,koi_steff
8164257,16.85825609,2.51,4954.0
8292840,100.2830675,2.51,6214.0
8210018,132.9955503,2.51,4523.0
7534267,39.4420781,2.51,5430.0
11497977,4.79860021,2.51,5631.0
11391957,8.35389523,2.52,5592.0
6541920,46.6856205,2.52,5657.0
12020218,21.3588236,2.52,6170.0
10554999,6.400157105,2.52,5299.0
4770617,8.45805119,2.52,6172.0
10407482,6.30558387,2.52,4934.0
6880517,65.6491001,2.52,5436.0
7102316,142.545,2.52,5642.0
8689373,10.28194593,2.53,5196.0
9813499,5.03257009,2.53,5970.0
11153121,14.97031664,2.53,5726.0
4349452,6.238535444,2.53,6267.0
3354846,18.5525162,2.53,5569.0
11802615,28.86236571,2.53,5725.0
10717241,12.37646897,2.53,4200.0
11073351,2.820190603,2.53,5831.0
5084171,153.979362,2.53,5858.0
5094751,6.481633073,2.54,5945.0
5956342,17.02902786,2.54,5839.0
2165002,16.56806842,2.54,4987.0
9455556,6.62643441,2.54,5616.0
9455325,9.76785911,2.54,5371.0
7870032,16.87725775,2.54,5497.0
4254466,42.3006282,2.54,5852.0
4473226,14.83340944,2.54,5570.0
10489206,4.164384505,2.54,3808.0
11394027,14.38682567,2.54,5725.0
8625925,6.521209629,2.54,5822.0
8015907,2.752359689,2.54,5461.0
6062088,5.370639542,2.54,5821.0
9366617,26.5487294,2.54,5456.0
10601284,5.349553819,2.55,5185.0
4813563,36.5157639,2.55,4847.0
9225395,81.3153052,2.55,5325.0
3749978,28.5057217,2.55,5712.0
10587105,12.8344771,2.55,6078.0
5774349,15.65563866,2.55,5185.0
7445445,29.02235217,2.55,5788.0
10788461,2.5903958,2.55,5678.0
6948054,7.49018305,2.56,5103.0
5219234,16.73869035,2.56,5103.0
5301750,27.4345973,2.56,6036.0
3128552,8.67890312,2.56,5509.0
12154526,56.1886436,2.56,5700.0
6432345,234.635652,2.56,5422.0
5866724,5.859935955,2.56,6181.0
8022244,11.90352088,2.56,6063.0
7115785,16.08786246,2.56,5506.0
11086270,12.69104387,2.57,5869.0
9650808,21.96401646,2.57,5774.0
10586004,82.2001239,2.57,5758.0
9455677,124.827797,2.57,5349.0
3732035,138.944022,2.57,6014.0
12206313,184.262741,2.57,6115.0
9334289,12.41216347,2.58,5561.0
7549209,27.5071114,2.58,5783.0
11402995,10.06083238,2.58,5705.0
11499228,19.7919389,2.58,6285.0
8037145,12.75934489,2.58,4963.0
10653179,47.1607932,2.58,5936.0
11853878,7.68433346,2.58,4402.0
2581554,47.1484324,2.58,4975.0
12470844,8.47237911,2.59,5354.0
2721030,6.10027621,2.59,5957.0
10810838,56.35407916,2.59,4802.0
5770074,63.0380366,2.59,5798.0
8570333,84.5733346,2.59,5418.0
12314973,15.4130812,2.59,6206.0
6422155,2.940304817,2.59,5527.0
6850504,77.6114427,2.59,5465.0
8689031,21.80451611,2.6,5481.0
9271752,11.36113254,2.6,6244.0
11601584,51.8098276,2.6,5191.0
8041216,8.508333104,2.6,5767.0
10843590,46.9026431,2.6,5402.0
8890783,5.350156114,2.6,5592.0
2995392,30.4544418,2.6,6283.0
4157325,12.20951755,2.61,5670.0
5511081,44.4304059,2.61,5951.0
2442448,76.6139446,2.61,6173.0
9962455,23.1985852,2.61,5416.0
6678383,51.75530504,2.61,5979.0
6062088,3.162692075,2.61,5821.0
3348082,11.63486009,2.61,5570.0
6784235,3.167893418,2.62,5895.0
10538176,12.69905011,2.62,5291.0
6975129,19.74733983,2.62,6243.0
11709244,38.7149617,2.62,5445.0
4544907,46.8776724,2.62,5504.0
7207061,15.94248453,2.62,5376.0
8008067,15.77111067,2.62,5620.0
11100383,12.92489803,2.62,5103.0
11442793,91.9401253,2.62,5970.0
7978202,509.997402,2.62,5037.0
5735762,9.673958488,2.63,5192.0
11176127,77.4740991,2.63,4463.0
11401767,20.0545282,2.63,6056.0
5514383,6.88341278,2.63,6139.0
8008067,157.0659976,2.63,5620.0
9146018,21.22349325,2.63,5475.0
8395660,13.57078281,2.64,5854.0
5794379,36.06588163,2.64,4702.0
8247638,99.6415962,2.64,5527.0
10004738,92.8747294,2.64,5497.0
4545187,41.0081117,2.64,5303.0
5602588,11.01819178,2.64,6075.0
9757613,17.25121397,2.64,3879.0
7183745,28.4750006,2.64,4996.0
11187837,17.60461401,2.64,3744.0
7098355,29.00789166,2.64,5295.0
7445445,10.68758211,2.64,5788.0
9085563,54.6493679,2.64,5751.0
11176166,9.8788502,2.64,6477.0
10910878,6.252962249,2.65,5031.0
11923270,11.59822233,2.65,3688.0
6776401,26.85323647,2.65,5329.0
4545187,3.177414601,2.65,5303.0
9101496,67.844689,2.65,5878.0
12070811,12.3935651,2.66,5557.0
6422070,3.76181843,2.66,5653.0
7685981,4.40841331,2.66,6007.0
7265298,25.7626846,2.66,5739.0
6226290,14.08826442,2.66,5853.0
5562090,28.8431751,2.66,5151.0
12058931,9.82578495,2.66,6246.0
9965439,46.40626,2.66,6086.0
5436502,50.4467417,2.67,5739.0
6849310,9.76734503,2.67,5527.0
7303287,34.5439452,2.67,5933.0
10094670,22.06402,2.67,6232.0
3458028,1.442592305,2.67,7216.0
3219995,18.87058705,2.67,6103.0
5461440,40.606895,2.67,5538.0
8282846,133.303247,2.67,5064.0
8414716,5.392026903,2.68,5198.0
11014932,6.88595222,2.68,5616.0
5084942,3.105507835,2.68,4989.0
10538176,37.5142128,2.68,5291.0
8806123,36.8567758,2.68,5768.0
10189546,117.033521,2.68,5312.0
10227020,9.84824649,2.68,5814.0
5966154,25.6721559,2.68,6034.0
3937814,214.881456,2.68,5323.0
6849310,20.0504494,2.69,5527.0
8561231,28.6853212,2.69,5726.0
9532052,15.72585941,2.69,5332.0
5480640,26.6757818,2.69,5467.0
9020160,5.945043548,2.69,5105.0
9597345,124.5245224,2.69,5497.0
10788461,5.3235335,2.69,5678.0
9605514,40.715561,2.7,6297.0
2716853,18.82744023,2.7,5687.0
11769890,122.8799543,2.7,5413.0
6707833,15.28467725,2.7,5763.0
6422155,14.62709685,2.7,5527.0
10460984,28.9869016,2.7,5888.0
3541946,17.79001678,2.7,5569.0
3732821,13.73474071,2.71,5196.0
5299459,13.08424286,2.71,5511.0
4157325,6.31943553,2.71,5670.0
11126381,33.7888028,2.71,6202.0
5613330,23.44970494,2.71,6188.0
6347299,14.40090414,2.71,5815.0
8247638,16.51410989,2.72,5527.0
6604328,31.0033072,2.72,6090.0
9763348,15.77382794,2.72,6283.0
8099138,66.1843646,2.72,5640.0
8168187,18.3027235,2.72,5528.0
5871985,213.258526,2.72,4477.0
10933561,31.51779463,2.72,5611.0
6707835,22.24814617,2.72,5629.0
2854914,83.4463485,2.73,5952.0
3962243,14.12847677,2.73,5779.0
5526527,16.7364755,2.73,4334.0
10878263,7.170710381,2.73,5497.0
9406990,20.83426731,2.74,5537.0
9480189,2.382652873,2.74,5188.0
11254382,2.05388477,2.74,5632.0
7629518,15.59466045,2.74,5900.0
9527334,8.31377304,2.74,5900.0
6381846,4.16696628,2.74,5456.0
5351250,12.56096618,2.74,5559.0
4850961,24.4972683,2.74,6392.0
10854555,2.525591777,2.75,6031.0
5438099,44.8411168,2.75,4955.0
5438757,62.9224936,2.75,5534.0
6774880,34.3511339,2.75,6091.0
9549648,5.99185827,2.75,6157.0
8463346,16.79716262,2.75,4652.0
10982872,4.761705895,2.75,5794.0
6786037,21.05349939,2.75,5751.0
10984090,51.07926451,2.75,5833.0
10360722,163.692336,2.75,4999.0
5358241,9.75192101,2.76,5775.0
5383248,16.23847733,2.76,5683.0
9146018,9.9267215,2.76,5475.0
4270253,5.68798675,2.76,5576.0
6501635,23.67513153,2.76,5309.0
8022244,34.0350605,2.76,6063.0
9892816,26.2347447,2.76,6297.0
10872983,4.13443512,2.77,6046.0
3114167,6.770300385,2.77,5653.0
10330115,13.21409607,2.77,5333.0
9391506,15.74958583,2.77,6191.0
10682541,4.99677968,2.78,5339.0
8972058,8.99088621,2.78,5881.0
9992325,24.08632177,2.78,4973.0
11179076,48.4313003,2.78,4891.0
5966322,60.92818866,2.78,5638.0
11259686,34.4359387,2.78,5929.0
12404305,22.18332255,2.78,5565.0
6838050,6.51003001,2.78,5638.0
10358759,13.28689997,2.78,5730.0
9945370,37.9456138,2.79,5861.0
7219825,17.23232894,2.79,6086.0
8505920,198.680859,2.79,5330.0
7522911,20.4998763,2.8,6249.0
9892816,39.4576228,2.8,6297.0
4636578,26.1363443,2.8,6188.0
8367113,24.31574009,2.8,6242.0
9529744,17.9346606,2.8,6426.0
11122894,38.86848956,2.81,5618.0
5371776,3.295701024,2.81,4723.0
8009350,13.75207851,2.81,4802.0
7047922,19.76169247,2.81,6327.0
10253547,59.9809868,2.81,6103.0
11074541,29.88487723,2.81,4883.0
8780959,5.1117547,2.81,6432.0
11507101,38.3775486,2.82,5481.0
2302548,24.5709023,2.82,5095.0
4175630,28.227413,2.82,5858.0
10843590,18.87022157,2.82,5402.0
9958962,9.99760285,2.82,6004.0
9458613,13.17555999,2.82,5900.0
10797460,54.4183827,2.83,5455.0
7102227,36.7704935,2.83,5142.0
9757613,12.282998287,2.83,3879.0
8480285,29.66631669,2.83,5956.0
9597806,5.101375725,2.84,5869.0
11298298,5.248667607,2.84,5807.0
5865654,23.9553986,2.84,5011.0
11442793,59.7371443,2.84,5970.0
10460984,10.94577783,2.84,5888.0
9031209,47.0568476,2.84,5288.0
4472818,70.9672087,2.84,5818.0
10583066,6.02930329,2.85,4537.0
8490993,4.093578461,2.85,6077.0
4072526,33.1996355,2.85,5102.0
6616218,5.960400011,2.85,5418.0
9967771,9.91724268,2.85,5539.0
8686097,172.7046083,2.85,5851.0
10973664,5.40426917,2.85,6122.0
6266741,16.6658994,2.85,5674.0
8832512,9.97682072,2.85,5500.0
8222813,8.70420525,2.86,5074.0
11666881,4.919584997,2.86,6236.0
5301750,8.72585478,2.86,6036.0
5444548,13.24931848,2.86,5799.0
8395660,43.84439721,2.87,5854.0
11015108,39.30944096,2.87,5607.0
10454313,4.221626193,2.87,6123.0
8193178,10.64021008,2.87,6112.0
9450647,9.940666412,2.87,6215.0
10973814,20.34237838,2.88,5514.0
6541920,13.02493307,2.88,5657.0
11450414,12.7983174,2.88,5592.0
11069176,21.1285655,2.88,5817.0
7778767,13.0313583,2.88,5514.0
5688910,25.8730914,2.88,6036.0
11565924,13.32191461,2.88,6995.0
9941859,9.57665962,2.88,5386.0
4644604,14.48584765,2.88,5784.0
9351316,161.515617,2.88,4243.0
10875245,14.74914825,2.89,5847.0
9650808,125.602323,2.89,5774.0
5546761,17.6700291,2.89,5795.0
9654468,47.7052566,2.89,4551.0
9157634,2.104721971,2.89,5703.0
6422155,6.38899658,2.89,5527.0
5120087,17.97979816,2.89,6141.0
7131760,92.436978,2.89,5595.0
9280239,364.751562,2.89,4386.0
9512687,11.51517167,2.9,5177.0
5474613,20.4074846,2.9,5823.0
3559935,29.9111886,2.9,5275.0
4270253,11.6370303,2.9,5576.0
5113822,23.6421965,2.9,5750.0
11968463,56.4148314,2.9,6325.0
3541946,49.5674085,2.91,5569.0
7434875,20.47748843,2.92,5097.0
4077526,40.1015561,2.92,6100.0
12254792,40.4286676,2.92,5813.0
9729691,8.689301216,2.92,5211.0
5526717,52.069002,2.92,5565.0
6436029,59.4969009,2.92,4817.0
4035640,28.26727385,2.93,5132.0
9579641,5.412203927,2.94,5779.0
8826878,5.15448142,2.94,5431.0
4077526,15.573637,2.94,6100.0
9391208,16.56062577,2.94,5818.0
9735426,8.08801663,2.94,5269.0
11069176,15.3789014,2.94,5817.0
6941084,85.7357202,2.94,6096.0
4346178,16.1289679,2.94,5392.0
11968463,10.04378351,2.94,6325.0
4757437,13.19322809,2.94,5946.0
10353968,9.07098164,2.94,5672.0
7115785,41.74938613,2.94,5506.0
10662202,21.67699193,2.95,4954.0
8689373,18.11993039,2.95,5196.0
7008211,187.746606,2.95,5303.0
11560897,35.9682692,2.95,5883.0
10864531,83.4887405,2.95,5910.0
10513530,16.54967098,2.95,5372.0
5689351,87.0912594,2.95,5001.0
9530945,17.40665216,2.95,6086.0
7825899,6.308201629,2.96,5191.0
5880320,20.4972755,2.96,6021.0
6690082,4.807103254,2.96,5534.0
4644952,6.94135824,2.96,5527.0
10864531,34.0607677,2.96,5910.0
8344004,5.996533443,2.96,5622.0
6508221,88.2553729,2.96,5176.0
3645438,386.370512,2.96,5119.0
11015323,34.18884323,2.97,5515.0
11090765,21.21712312,2.97,6191.0
9963524,10.04157214,2.97,5244.0
7742408,33.4969115,2.97,4928.0
5880320,12.10968709,2.98,6021.0
8240904,6.61836309,2.98,5529.0
9636135,5.83376197,2.98,6213.0
3942670,33.4160553,2.98,6007.0
5088536,27.50871575,2.98,5903.0
10189546,42.949522,2.98,5312.0
8355239,20.13490007,2.98,4963.0
10358759,10.3392408,2.98,5730.0
10004519,9.80321143,2.99,6170.0
9941859,20.55280311,2.99,5386.0
12600735,21.30020491,2.99,6008.0
6850504,10.854095934,2.99,5465.0
7515212,31.80475991,2.99,5867.0
10329196,85.7567919,2.99,5037.0
11521793,16.00747237,2.99,5857.0
10586208,23.58444746,3.0,5655.0
11709244,4.544436472,3.0,5445.0
6381846,11.46347165,3.0,5456.0
5791986,15.22895514,3.0,5456.0
6428700,8.20396958,3.01,5015.0
6428700,14.49645186,3.01,5015.0
9823457,36.9250409,3.01,5926.0
8394721,81.0637895,3.01,6198.0
8822366,30.8639476,3.01,5977.0
5299459,10.41572666,3.01,5511.0
11075429,23.9210408,3.01,7121.0
3447722,35.6757453,3.02,6157.0
8612847,14.13175309,3.02,5616.0
8121310,22.20809549,3.02,6336.0
3234843,29.72722,3.02,5815.0
6948054,36.2761238,3.03,5103.0
6932987,19.25404023,3.04,5798.0
8950853,37.8145252,3.04,5988.0
9661979,69.8956789,3.04,5390.0
9782691,11.38840217,3.04,5876.0
9334289,18.74649011,3.05,5561.0
9775938,33.6528474,3.05,4954.0
7690844,22.0459163,3.05,5900.0
11074178,14.30517579,3.05,5741.0
6266741,7.930583519,3.05,5674.0
9597345,44.6996563,3.05,5497.0
11709124,62.3026877,3.05,5688.0
5436502,13.23352214,3.06,5739.0
11512246,10.74241765,3.06,5761.0
7939330,144.551628,3.06,5510.0
10709622,51.3283527,3.06,6119.0
8934103,175.13892,3.06,5497.0
6184894,7.20281185,3.06,5388.0
12404086,26.39432897,3.07,5129.0
7373451,21.02250608,3.07,5067.0
4180280,4.176254191,3.07,4957.0
10854768,10.1171684,3.07,6306.0
9101496,6.56226483,3.07,5878.0
5709725,86.4943704,3.07,5252.0
7764367,3.173914037,3.07,6432.0
10528068,158.6850022,3.08,5751.0
3656121,76.7324556,3.08,5951.0
6508221,18.20795835,3.08,5176.0
10272442,24.5434566,3.08,5955.0
11086270,31.71981013,3.09,5869.0
11337372,6.53194024,3.09,5301.0
9518318,6.51112385,3.09,6032.0
7810483,29.92208104,3.09,6127.0
10987985,16.01308419,3.1,5015.0
9823457,8.11528727,3.1,5926.0
7456001,40.0686713,3.1,6026.0
7212184,36.292017,3.1,5843.0
9963524,5.69059163,3.1,5244.0
6849310,4.311780262,3.11,5527.0
8107380,14.00640392,3.11,5788.0
10006581,40.1097817,3.11,5509.0
5088591,14.5324483,3.11,5345.0
7347246,86.1160885,3.11,6161.0
8802165,17.42115972,3.11,5679.0
3342970,2.711504086,3.12,6214.0
5358241,18.64932728,3.12,5775.0
9415172,9.94602357,3.12,5344.0
9836149,17.8159689,3.12,5964.0
11968463,15.1622287,3.12,6325.0
8349582,11.523067458,3.13,5644.0
8883593,5.743469797,3.13,5897.0
3939150,33.0063185,3.13,5968.0
10724369,55.6391882,3.13,5949.0
8866137,33.4178173,3.13,5136.0
8247638,30.1329298,3.14,5527.0
3939150,17.32419108,3.14,5968.0
9965957,5.75321539,3.14,5445.0
9364290,12.1628195,3.14,5587.0
8711794,8.981014925,3.14,5666.0
5938970,125.4132302,3.14,4641.0
5301750,12.88291395,3.15,6036.0
10271806,5.924993927,3.15,5016.0
7303253,23.58917143,3.16,4919.0
7512982,20.38174802,3.16,4883.0
10123064,4.243748097,3.16,5873.0
9479273,6.104849417,3.18,5085.0
11709244,12.76220558,3.18,5445.0
9520838,105.3035093,3.18,5534.0
5351250,30.8261043,3.18,5559.0
9589524,22.18431824,3.18,5157.0
12418724,20.55331441,3.19,6325.0
7102316,57.2488518,3.19,5642.0
7102316,37.0551726,3.19,5642.0
3120904,42.9136635,3.19,6049.0
7678434,10.37168928,3.2,5121.0
6541920,22.687155,3.2,5657.0
6677841,54.4205407,3.2,6781.0
9022166,26.8475962,3.2,5508.0
6103377,20.0708757,3.2,5902.0
10019643,21.34736612,3.2,5395.0
4656049,40.6992062,3.2,6419.0
9715631,425.483539,3.2,5977.0
5219234,8.29084167,3.21,5103.0
9044228,0.934885365,3.21,4777.0
9517393,56.7769831,3.21,6063.0
10289119,16.10474503,3.21,5822.0
5480640,58.0337426,3.21,5467.0
8822216,6.996926239,3.21,5713.0
3348082,33.1981761,3.21,5570.0
10004738,56.4758069,3.22,5497.0
7447200,7.972510087,3.22,3912.0
5213404,20.7057153,3.22,5668.0
4142847,210.631486,3.23,4895.0
9766437,12.53248222,3.24,5997.0
8174625,17.44486016,3.24,5568.0
8030148,5.660669429,3.24,5746.0
5219234,5.48711441,3.24,5103.0
6124512,8.38395796,3.24,5405.0
7977197,19.44639139,3.24,5815.0
6349881,198.088873,3.24,5275.0
9141355,469.61309,3.24,5474.0
12366084,4.431238488,3.25,5714.0
5631630,25.96190067,3.25,6369.0
11521793,27.08239734,3.25,5857.0
4841374,161.4746786,3.25,5761.0
10318874,2.508057497,3.25,4780.0
7831264,5.968724048,3.26,6122.0
3657758,3.609313059,3.26,5668.0
10663396,23.8990075,3.26,5511.0
8160953,116.3311739,3.26,5354.0
6422155,35.1184432,3.26,5527.0
7503885,91.078624,3.26,5915.0
8491277,9.61375316,3.27,5997.0
11194032,28.51117639,3.27,4687.0
9072190,49.1011093,3.28,5393.0
5857540,13.62801048,3.28,5052.0
11669239,41.8854433,3.28,5735.0
12058931,20.68420772,3.28,6246.0
8636434,308.544422,3.28,6325.0
10214162,17.42393582,3.29,6018.0
4636578,17.84850835,3.29,6188.0
9941859,96.6781852,3.29,5386.0
9884104,4.585466941,3.29,5788.0
8082001,6.33855946,3.31,6108.0
3342970,7.21203748,3.32,6214.0
9264949,11.41911886,3.32,6311.0
11253827,42.9923284,3.32,5593.0
7430034,49.6220669,3.33,5938.0
3239671,147.97391,3.33,5578.0
10600261,52.8148051,3.33,5565.0
4914423,15.96532718,3.33,5880.0
8367644,22.08551599,3.34,3828.0
11074835,6.03355539,3.34,4924.0
5812960,18.49234792,3.34,5289.0
10973814,44.8520997,3.35,5514.0
5768816,47.9869119,3.35,5641.0
11018648,32.62876672,3.36,5586.0
5202905,22.8245144,3.36,6642.0
4370527,61.6174528,3.36,5480.0
12306058,7.41683033,3.36,4938.0
10002866,3.936993144,3.36,5431.0
9518318,23.85163321,3.37,6032.0
3120355,78.0998908,3.37,5779.0
8056665,84.6877524,3.37,6688.0
11442793,124.922516,3.37,5970.0
5021899,21.81295996,3.38,5601.0
5183357,61.0373591,3.38,6309.0
8394721,13.48457668,3.39,6198.0
9896558,67.6690554,3.39,6127.0
5128673,87.9724227,3.39,5837.0
6541920,118.3786735,3.4,5657.0
9656252,16.92342126,3.4,5786.0
4049131,20.50588921,3.41,4905.0
6343170,9.95667035,3.41,6165.0
9009953,234.240739,3.41,5814.0
3447722,16.08832318,3.42,6157.0
1871056,140.10765,3.42,6207.0
5351250,7.381980206,3.42,5559.0
8490993,105.145959,3.43,6077.0
3231341,8.14515981,3.43,5896.0
8806072,40.05881661,3.43,5668.0
6468138,134.2520474,3.43,5818.0
3118797,66.4159789,3.44,5383.0
9946525,4.180048081,3.44,5227.0
3962357,14.55387488,3.45,6143.0
10873260,5.852968845,3.46,6050.0
10227020,14.78767172,3.46,5814.0
11551692,58.0198583,3.46,4920.0
11551692,7.834433676,3.47,4920.0
9909735,11.8150174,3.48,5729.0
6442377,30.22910274,3.49,6325.0
3114811,11.08956602,3.51,6353.0
5113822,67.0930642,3.51,5750.0
7663691,10.00653012,3.52,6063.0
8429314,115.6863392,3.52,5800.0
6587105,33.878639,3.52,5533.0
11250587,7.256962446,3.53,5858.0
9030537,62.5613879,3.54,5662.0
11401755,16.23191704,3.54,5919.0
8161561,3.275821982,3.54,6185.0
7132798,2.422084188,3.55,5598.0
9458613,31.7848157,3.55,5900.0
9884104,47.903427,3.55,5788.0
3656121,31.1588249,3.56,5951.0
10600261,17.30795548,3.56,5565.0
3326377,198.7106251,3.56,5180.0
10227020,19.7243672,3.57,5814.0
10265898,1.260258822,3.57,5550.0
9782691,50.6985408,3.58,5876.0
9963524,18.36974658,3.58,5244.0
6685609,5.868066282,3.6,5918.0
12306058,20.4853893,3.6,4938.0
8257205,148.4601819,3.61,5159.0
8494142,42.88247951,3.61,6143.0
11450414,27.3214242,3.61,5592.0
8878187,3.032147946,3.62,5827.0
8394721,27.40229859,3.63,6198.0
10213902,59.6222627,3.63,6108.0
6196457,13.74883059,3.63,5862.0
10002866,28.08185982,3.63,5431.0
10203349,17.14648756,3.64,5559.0
10285631,18.68405716,3.64,5548.0
7898352,30.1837021,3.65,5733.0
5780930,16.7525077,3.65,4807.0
3640905,51.0771048,3.66,5010.0
9875711,8.360870704,3.67,4743.0
6863998,16.08518937,3.68,5239.0
4455231,56.637918,3.68,5661.0
10019065,52.6298542,3.68,5339.0
3962243,31.8841473,3.7,5779.0
11360571,77.2550726,3.7,6564.0
1871056,40.8065333,3.71,6207.0
7755636,16.00496657,3.71,6384.0
3103227,225.585245,3.71,5929.0
6761777,47.3128645,3.71,5749.0
6462863,10.423677439,3.72,6181.0
6041734,76.5369531,3.73,5596.0
6221385,32.657035,3.73,6486.0
6032497,16.3297527,3.75,5878.0
5007345,7.01074295,3.76,5814.0
10858832,5.263415218,3.77,6099.0
6226908,19.597317,3.78,5569.0
9886255,105.9566815,3.79,5327.0
8352537,6.010383339,3.8,4882.0
9077124,3.166353562,3.82,6007.0
6677841,12.30971679,3.82,6366.0
7269974,13.69942266,3.85,5541.0
3629330,85.272459,3.85,5922.0
10910878,41.19725502,3.86,5031.0
9909735,4.66271902,3.86,5729.0
6932987,54.1558384,3.88,5798.0
8583696,50.28635977,3.88,5900.0
8565266,6.412512953,3.89,6026.0
10872983,11.09432054,3.9,6046.0
7366258,26.44439337,3.91,5427.0
9458613,41.0283424,3.92,5900.0
5446285,10.916108342,3.93,5575.0
5856571,9.59068586,3.93,5476.0
10600955,65.6480892,3.93,5565.0
8628973,3.314947362,3.94,5609.0
11875734,99.7468804,3.94,5620.0
11455428,22.1270885,3.94,5312.0
12366084,11.37936986,3.95,5714.0
3353050,5.0800579,3.95,6049.0
12116489,25.30291816,3.95,5121.0
7124613,4.41746257,3.95,6570.0
9958962,90.4117992,3.96,6004.0
3338885,1.970340203,3.97,4883.0
9347899,87.6476068,4.0,6035.0
4455231,19.30581662,4.0,5661.0
6696580,25.5638626,4.0,6228.0
7703955,96.109323,4.01,5792.0
9884104,22.71443351,4.01,5788.0
12156174,56.6746666,4.01,5541.0
5358241,38.5576546,4.02,5775.0
10337258,13.28536452,4.03,6534.0
8043638,17.58751692,4.03,5433.0
9837661,11.12827427,4.04,3640.0
11709124,20.5498184,4.04,5688.0
6221385,19.672324,4.07,6486.0
9334289,5.826657508,4.09,5561.0
3231341,12.33343853,4.12,5896.0
6541920,31.99552485,4.12,5657.0
11853905,3.213668926,4.13,5795.0
7825899,16.23947096,4.14,5191.0
3962243,48.6478543,4.14,5779.0
8026752,4.286866229,4.14,6228.0
3217264,29.19899219,4.15,5376.0
7434875,9.439459486,4.16,5097.0
10616679,8.600099313,4.17,5246.0
6937692,35.18105723,4.17,6520.0
10881457,84.704139,4.17,6085.0
9775938,13.19720694,4.18,4954.0
7703955,265.47847,4.2,5792.0
9022166,72.3826983,4.21,5508.0
10723367,19.9865916,4.22,5500.0
9411166,105.6552651,4.22,5741.0
10964440,19.12947603,4.23,5372.0
9663113,20.74028645,4.24,6226.0
10585852,8.57504983,4.26,4986.0
8891684,374.878133,4.27,5636.0
3217264,160.0191598,4.28,5376.0
9480310,15.43400996,4.3,5900.0
3835670,14.55730897,4.32,5774.0
6022556,3.709870784,4.35,5727.0
11337372,100.8276725,4.35,5301.0
5124667,150.8783198,4.37,5504.0
8158127,9.42889884,4.39,5897.0
8426567,18.93055119,4.41,5015.0
4282872,10.035381809,4.42,5813.0
11403044,4.125543472,4.43,6174.0
5796675,16.080657264,4.43,5303.0
12470954,1.902208647,4.45,5400.0
4454752,1.616883373,4.47,4868.0
11860395,82.303914,4.47,5602.0
10937029,4.030466786,4.48,5234.0
4815520,31.578651216,4.52,5733.0
8056665,207.5829306,4.52,6688.0
7373451,226.8904775,4.53,5067.0
8800954,704.962626,4.53,5305.0
2439243,26.0203329,4.53,5624.0
3640905,30.1599411,4.54,5010.0
10063802,120.0183551,4.54,6469.0
8552719,88.40678718,4.55,5611.0
9480189,6.581477136,4.56,5188.0
6383785,5.640676975,4.59,5794.0
12400538,150.2412582,4.6,5604.0
9844088,3.750832927,4.61,5776.0
11189311,81.4160138,4.63,6352.0
7869917,7.71467686,4.65,6900.0
9820483,3.584101048,4.66,5739.0
7765528,7.03932913,4.67,5846.0
11253827,88.5122014,4.7,5593.0
10965008,81.1701587,4.71,5460.0
10002866,10.08881066,4.71,5431.0
8240904,107.7214092,4.75,5529.0
4349452,12.720370263,4.75,6267.0
9458613,21.77568158,4.76,5900.0
12403119,76.13622222,4.78,5591.0
7908367,6.6513189,4.81,5254.0
10748390,4.887803076,4.82,4778.0
5881813,109.6469948,4.85,5332.0
12020329,7.275040844,4.86,5485.0
8644288,7.641567589,4.91,5356.0
1873513,3.290304098,4.91,3386.0
4939346,71.3116598,4.94,6194.0
9026749,66.5576728,4.96,5734.0
9583881,18.00932214,4.96,5815.0
12735830,31.827649,4.98,4774.0
5792202,15.33528675,5.0,5251.0
3561464,7.31945294,5.05,5745.0
6041734,24.3398202,5.09,5596.0
11187436,5.90741476,5.1,4963.0
6185331,49.7700907,5.12,5774.0
9872283,3.126861192,5.12,4854.0
11656918,62.1385979,5.14,5123.0
6696580,57.6896212,5.14,6228.0
8892303,5.424749327,5.15,4137.0
5786676,11.95474513,5.15,5059.0
5780460,35.61760233,5.17,5123.0
9347899,42.63427848,5.22,6035.0
8630788,36.33750453,5.3,5717.0
11960862,6.575315881,5.31,5992.0
9480189,24.66461416,5.34,5188.0
4262581,37.6468519,5.37,5443.0
9897364,64.2729088,5.38,6341.0
6392727,4.583520948,5.39,5815.0
7908367,12.2064304,5.41,5254.0
6677841,35.7353616,5.47,6366.0
4914423,179.609803,5.47,5880.0
11304958,41.43958662,5.5,5468.0
9347899,20.86021229,5.5,6035.0
7366258,51.53997972,5.51,5427.0
4664847,7.748094239,5.52,5973.0
10905239,3.487688776,5.64,5576.0
4833421,12.466004437,5.65,6038.0
6448890,10.5007712,5.68,4838.0
11554435,9.43414171,5.73,5578.0
6543893,10.29674097,5.75,6068.0
10910878,16.06864674,5.76,5031.0
2975770,71.52543938,5.76,4855.0
9663113,572.376632,5.8,6226.0
3847907,3.573202801,5.81,5646.0
5184584,53.44944498,5.82,5919.0
5629353,7.5844241,5.83,6264.0
6125481,23.20579353,5.86,5460.0
3218908,1.475323222,5.88,4941.0
9244508,40.5289885,5.92,6443.0
8644288,14.85890852,5.94,5356.0
5437945,220.142913,5.94,6340.0
11624249,1.82708193,5.95,5311.0
3869014,8.63847391,5.99,5684.0
6878240,135.4978256,6.01,5307.0
11812062,3.728732147,6.02,5497.0
11037818,259.34304,6.04,5490.0
6462863,54.31996151,6.07,6181.0
