source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,teff_val,a_g_val,radius_val,lum_val
69896783108268544,55.83275635022922,0.032772316445795646,25.273433691442133,0.021135486531898787,2.8048226344982243,0.03509783046952969,9.731191248514083,-14.053191454052811,14.719177,15.466183,13.8852415,1.5809412,,,NOT_AVAILABLE,4345.92,0.643,0.7236276,0.1682875
69821294763201024,56.42839402974584,0.026447653162471694,24.990009249574307,0.016076054277360686,1.3061381502304064,0.027911995253090332,4.4924627363790535,-13.658349319452956,14.157352,14.643776,13.51663,1.1271458,,,NOT_AVAILABLE,4995.0,0.8243,1.3671378,1.0482413
69853489838109056,56.8180852500773,0.06261115442401675,25.293274942062677,0.030960863400049034,1.6365643111386687,0.06809135027652087,4.386773997625294,-11.90154214234267,8.623372,9.302635,7.862876,1.4397593,-9.651837766028635,0.2326386993766857,NOT_AVAILABLE,4504.5596,0.5117,18.471884,126.568726
69865648889501184,56.40956896966166,0.081004055837783,25.347809648480524,0.05041326223237559,3.0010167382932886,0.09244732448761347,22.95612450198497,-15.479490791697591,16.307005,17.422405,15.239303,2.1831026,,,NOT_AVAILABLE,4441.83,0.5113,,
69854447614724608,56.660667846359026,0.2516353233346064,25.230846832140507,0.13820840347243943,3.3979385191768015,0.3057083281477982,9.87442341424797,-14.595436330829646,18.34589,19.926502,17.066303,2.860199,,,NOT_AVAILABLE,,,,
69832766619097984,56.30033169104652,0.08130782252365099,25.019501741195995,0.05663289446405163,1.2442802288207095,0.08989425210206457,-3.7808914452168905,-5.139545789655981,16.867926,17.686155,15.99204,1.6941156,,,NOT_AVAILABLE,4163.8335,0.9323,0.6927823,0.12997556
69834763780637312,56.31945301029814,0.03424143277144565,25.080726420354654,0.022597147206326235,2.023401426466719,0.037380431483878755,-2.0163306318902987,-9.662862780959927,14.793758,15.374168,14.077958,1.2962103,,,NOT_AVAILABLE,5010.28,0.3315,0.6532385,0.24226247
69871833642446464,56.50011121017641,0.07427594512249548,25.390800581490677,0.04350973654753225,1.7302730874684247,0.08347175587406915,4.416349760899511,-12.407949391925959,16.4051,17.24611,15.485484,1.7606268,,,NOT_AVAILABLE,4030.3926,0.7615,0.6855455,0.111726634
69896847531326464,55.81882971693992,0.05073932736435071,25.28536439908094,0.03593643084745044,0.8847584751560499,0.05633810338669277,1.0609948092883223,1.2045555801646932,15.887437,16.4854,15.148548,1.3368511,,,NOT_AVAILABLE,4683.42,1.0768,1.0789874,0.5046379
69822325555351168,56.38987635987024,0.02292319780383861,25.017761081164714,0.01387636695896065,0.9790090582957001,0.023881732540522258,2.8461820667285553,1.805594262913011,13.294418,13.757437,12.673921,1.0835161,30.404488112655653,2.4830888732320737,NOT_AVAILABLE,5048.457,,2.6419377,4.084835
69838302833692160,56.15605129873356,0.04381256673910181,25.137590963324847,0.02524108158621168,7.565130093731612,0.04917861796107667,22.09928553608684,-46.67834546395846,12.802538,13.514833,11.998975,1.5158587,6.814513372972476,1.3691205758347373,NOT_AVAILABLE,4484.3364,0.2205,0.59084153,0.12718314
69849877769483520,56.77008589412309,0.18449031454504858,25.148554960717412,0.10590826077044412,2.4626844523149494,0.20917570815976327,-19.76926049286656,-0.13757759314775803,17.92247,19.239119,16.745272,2.493847,,,NOT_AVAILABLE,,,,
69818511624389888,56.50374140670497,0.06109723755937429,24.977884750817815,0.03960755270729647,2.553805398201038,0.06920392608535875,-0.026321809353365477,11.366061548917935,16.28908,17.274765,15.292551,1.982214,,,NOT_AVAILABLE,3728.5,0.3155,0.6330058,0.06976646
69821363482675712,56.454039613849446,0.08039856162375385,24.9938785143629,0.05258440066090413,0.9929556040954046,0.08562909899404983,-3.110723892030975,-6.1622557854623246,16.919857,17.676968,16.055803,1.6211643,,,NOT_AVAILABLE,4356.2437,1.1195,0.7366086,0.17604226
69849877769482496,56.77238814991354,0.14344888976465164,25.145922696420712,0.081705322432443,2.181476515957675,0.16240684100830405,-19.451598324586254,1.0347625662559286,17.577377,18.877796,16.432987,2.444809,,,NOT_AVAILABLE,,,,
69825727169480448,56.18294420472436,0.03266041109411973,24.904850762553593,0.018524503176077966,0.9014760228326535,0.036326930962059925,1.9468137946001836,-2.802613236558088,14.095043,14.462418,13.560339,0.9020786,,,NOT_AVAILABLE,5509.9336,,1.6104443,2.1536326
69879736381506304,55.923205778971585,0.04677274887602929,25.11133331710817,0.02812910317455044,3.215102503917297,0.04780704595052115,1.2835250564268434,-11.775043415260033,15.458323,16.364147,14.517971,1.8461761,,,NOT_AVAILABLE,3908.5,0.3772,0.63092375,0.08369296
69837134602589952,56.214727095029566,0.12664529165804397,25.087781008593357,0.10225903076674928,6.996506852151961,0.1415555043399054,19.851148096368753,-45.76725779649895,17.007547,18.82131,15.702021,3.1192894,,,NOT_AVAILABLE,3894.0352,0.7522,,
69873521565442176,56.507074018495885,0.08408851209158885,25.48015816755594,0.04836554409075478,1.0969860992739406,0.09474933970129028,22.24182627742087,-11.214663394338764,16.639448,17.376196,15.8012705,1.5749254,,,NOT_AVAILABLE,4354.57,,0.75954163,0.18688692
69826925463541632,56.14167297165776,0.08248036603714183,24.957772889011316,0.04930847115944316,0.9544636048054932,0.09107734717993984,6.175635061557962,-6.680737010967538,16.647287,17.402632,15.796,1.6066322,,,NOT_AVAILABLE,4263.9834,,0.92765623,0.25628954
69834214024827648,56.234264389491855,0.05023683870624241,25.087729867029214,0.03192779222075893,1.7454243903105595,0.056185381680871574,2.130994420999307,-9.190655865512811,15.831836,16.543789,15.012303,1.5314856,,,NOT_AVAILABLE,4253.065,0.4277,0.74438196,0.16334073
69818786502295808,56.47788308868411,0.028170222961393872,25.001045038053064,0.017879044664587947,1.0133093167969518,0.030401851501768502,-2.789590121889177,-5.823432559357778,14.32605,14.715903,13.764323,0.95158005,,,NOT_AVAILABLE,5330.0,0.6295,1.3910415,1.4069663
69839471064779520,56.3077013983993,0.03545144977338353,25.189230727420174,0.025692255731587753,0.8355714905838657,0.03849983258147418,-2.9459663656727653,-15.92366538301339,14.836395,15.219552,14.275407,0.9441452,,,NOT_AVAILABLE,5263.0,,1.3742572,1.3054619
69838131035001856,56.13412078669038,0.12485439189795611,25.136600953942622,0.08379163973918671,7.575432002710872,0.1395586607899137,21.742459788682073,-48.11732998574834,17.456938,19.235891,16.13666,3.0992317,,,NOT_AVAILABLE,,,,
69833183232675840,56.30547724185602,0.11887983008382441,25.058663617448754,0.08465581487399396,3.924350392844528,0.1279577301210038,20.0698487971923,-19.464088821483806,17.374264,18.972483,16.140663,2.8318195,,,NOT_AVAILABLE,,,,
69833251952152704,56.29060848031114,0.03482405543776467,25.065637335556335,0.02137746898254384,0.5275371778998613,0.03892093356125005,3.3341362295588315,-4.643663214030429,14.538328,14.858236,14.046751,0.8114853,,,NOT_AVAILABLE,5787.0,,2.011992,4.090356
69818133667269632,56.48942609837851,0.04962076006508421,24.971002255268342,0.03163793163223669,0.871431072864733,0.055207588407124954,-4.21160051753008,-1.13743155328466,15.768855,16.243238,15.130521,1.1127176,,,NOT_AVAILABLE,4992.0,,0.97708297,0.53414094
