JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458349.39801,15.610,0.014,,CV,FRGA,,139,,X23129LL,,0,1.043,Z,-13.964,,2458349.40132,V1655 CYG,AAVSO,STD,,,,
2458349.39880,15.610,0.014,,CV,FRGA,,139,,X23129LL,,0,1.042,Z,-13.944,,2458349.40211,V1655 CYG,AAVSO,STD,,,,
2458349.39957,15.601,0.015,,CV,FRGA,,139,,X23129LL,,0,1.040,Z,-13.805,,2458349.40288,V1655 CYG,AAVSO,STD,,,,
2458349.40035,15.582,0.014,,CV,FRGA,,139,,X23129LL,,0,1.039,Z,-13.916,,2458349.40366,V1655 CYG,AAVSO,STD,,,,
2458349.40112,15.576,0.014,,CV,FRGA,,139,,X23129LL,,0,1.038,Z,-13.815,,2458349.40443,V1655 CYG,AAVSO,STD,,,,
2458349.40190,15.595,0.014,,CV,FRGA,,139,,X23129LL,,0,1.037,Z,-13.933,,2458349.40521,V1655 CYG,AAVSO,STD,,,,
2458349.40266,15.567,0.014,,CV,FRGA,,139,,X23129LL,,0,1.036,Z,-13.912,,2458349.40597,V1655 CYG,AAVSO,STD,,,,
2458349.40345,15.589,0.014,,CV,FRGA,,139,,X23129LL,,0,1.035,Z,-13.835,,2458349.40676,V1655 CYG,AAVSO,STD,,,,
2458349.40422,15.543,0.014,,CV,FRGA,,139,,X23129LL,,0,1.034,Z,-13.766,,2458349.40753,V1655 CYG,AAVSO,STD,,,,
2458349.40499,15.578,0.014,,CV,FRGA,,139,,X23129LL,,0,1.033,Z,-13.909,,2458349.40830,V1655 CYG,AAVSO,STD,,,,
2458349.40576,15.560,0.016,,CV,FRGA,,139,,X23129LL,,0,1.032,Z,-13.618,,2458349.40907,V1655 CYG,AAVSO,STD,,,,
2458349.75988,<17.5,0.3,,V,DKS,,ENSEMBLE,000-BMS-466,X23185BBA,,0,1.144,Z,13.368,15.156,,V1655 CYG,AAVSO,STD,,,,
2458350.739,12.449,0.040,,I,APAA,,ENSEMBLE,000-BMS-453,X23199EZ,|VMAGINS=-5.485|VERR=0.018|CREFMAG=10.142|CREFERR=0.033|KREFMAG=11.678|KREFERR=0.054|VX=0.0000|CX=0.0000|KX=0.0000|TVI=0.9670|TVIERR=0.0210|TAVER=2.49,1,1.006,Z,,-6.3,,V1655 CYG,RASC,STD,101,,,
2458350.739,<15.2,,,V,APAA,,ENSEMBLE,000-BMS-453,X23199EZ,|VMAGINS=-4.021|VERR=0.001|CREFMAG=10.894|CREFERR=0.022|KREFMAG=12.419|KREFERR=0.037|VX=0.0000|CX=0.0000|KX=0.0000|TV_VI=-0.0600|TV_VIERR=0.0200|TAVER=2.49,1,1.006,Z,,-6.189,,V1655 CYG,RASC,STD,101,,,
2458362.31381,<14.3,0.5,,TG,PJED,,12.9,10.9,X23185GJA,average of 3 picture on 60 sec. fainter than star 14.3 visible on the picture. ,0,,Z,12.99,10.89,,V1655 CYG,AAVSO,STD,,,,
2458365.761,12.541,0.041,,I,APAA,,ENSEMBLE,000-BMS-453,X23199EZ,|VMAGINS=-5.454|VERR=0.019|CREFMAG=10.142|CREFERR=0.033|KREFMAG=11.678|KREFERR=0.054|VX=0.0000|CX=0.0000|KX=0.0000|TVI=0.9670|TVIERR=0.0210|TAVER=2.49,1,1.071,Z,,-6.388,,V1655 CYG,RASC,STD,101,,,
2458365.761,17.366,0.023,,V,APAA,,ENSEMBLE,000-BMS-453,X23199EZ,|VMAGINS=-1.222|VERR=0.246|CREFMAG=10.894|CREFERR=0.022|KREFMAG=12.419|KREFERR=0.037|VX=0.0000|CX=0.0000|KX=0.0000|TV_VI=-0.0600|TV_VIERR=0.0200|TAVER=2.49,1,1.071,Z,,-6.368,,V1655 CYG,RASC,STD,101,,,
2458370.30928,<14.3,0.121,,TG,PJED,,116,109,X23185GJA,average of 3 60sec pictures.  star is fainter than star 143 mag(14.3) visible on the pictures ,0,,Z,11.67,10.87,,V1655 CYG,AAVSO,STD,,,,
2458371.72010,<16.954,0.049,,V,KNAA,,139,141,X23250GFW,,0,1.004,Z,-7.907,-7.668,,V1655 CYG,AAVSO,STD,1,,,
2458371.72459,<16.565,0.063,,R,KNAA,,139,141,X23250GFW,,0,1.005,Z,-8.245,-7.998,,V1655 CYG,AAVSO,STD,2,,,
2458371.72907,13.065,0.011,,I,KNAA,,139,141,X23250GFW,,0,1.007,Z,-7.674,-7.321,,V1655 CYG,AAVSO,STD,3,,,
2458374.54301,<18.3,0.3,,V,DKS,,ENSEMBLE,000-BMS-466,X23185BBA,,0,1.067,Z,13.368,15.354,,V1655 CYG,AAVSO,STD,,,,
2458379.54954,<18.2,0.3,,V,DKS,,ENSEMBLE,000-BMS-466,X23185BBA,,0,1.038,Z,13.368,15.151,,V1655 CYG,AAVSO,STD,,,,
2458380.74692,13.136,0.012,,I,KNAA,,139,141,X23250GFW,,0,1.053,Z,-7.709,-7.345,,V1655 CYG,AAVSO,STD,7,,,
2458384.30554,<14.3,0.047,,TG,PJED,,116,109,X23185GJA,average of 3 60sec pitures. star i fainter than 14.3mag star,0,,Z,11.68,10.86,,V1655 CYG,AAVSO,STD,,,,
2458396.29931,<14.3,0.325,,TG,PJED,,11.6,10.9,X23185GJA,average of 3 60sec pictures,0,,Z,11.67,10.87,,V1655 CYG,AAVSO,STD,,,,
2458397.54753,<18.2,0.3,,V,DKS,,ENSEMBLE,000-BMS-466,X23185BBA,,0,1.017,Z,13.368,15.165,,V1655 CYG,AAVSO,STD,,,,
2458404.52331,<17.9,0.3,,V,DKS,,ENSEMBLE,000-BMS-466,X23185BBA,,0,1.017,Z,13.368,15.167,,V1655 CYG,AAVSO,STD,,,,
2458405.28463,<14.3,0.075,,TG,PJED,,116,109,X23185GJA,average of 3 60ec pictures  fainter than visible star at 14.3 ,0,,Z,11.69,10.86,,V1655 CYG,AAVSO,STD,,,,
2458409.64911,<17.192,0.094,,V,KNAA,,ENSEMBLE,150,X23381BS,,0,1.027,Z,,14.963,,V1655 CYG,AAVSO,STD,1,,,
2458409.65279,<16.800,0.072,,R,KNAA,,ENSEMBLE,150,X23381EK,,0,1.032,Z,,14.427,,V1655 CYG,AAVSO,STD,2,,,
2458409.65648,13.493,0.016,,I,KNAA,,139,141,X23381EO,,0,1.036,Z,-7.683,-7.343,,V1655 CYG,AAVSO,STD,3,,,
2458412.23384,<14.3,0.165,,TG,PJED,,116,109,X23185GJA,"""average of 3 60sec pictures.,star is fainter than 14.3 """,0,,Z,11.7,10.85,,V1655 CYG,AAVSO,STD,,,,
2458413.52994,<18.3,0.3,,V,DKS,,ENSEMBLE,000-BMS-466,X23185BBA,,0,1.033,Z,13.368,15.182,,V1655 CYG,AAVSO,STD,,,,
2458416.67666,13.616,0.013,,I,KNAA,,139,141,X23250GFW,,0,1.114,Z,-7.646,-7.305,,V1655 CYG,AAVSO,STD,6,,,
2458428.62933,17.273,0.602,,V,DDJ,,109,111,X23570CA,,0,1.186,Z,-6.304,-6.106,,V1655 CYG,AAVSO,STD,,,,
2458435.23112,<14.3,0.011,,TG,PJED,,116,109,X23185GJA,average of 3 60sec picture,0,,Z,11.57,10.91,,V1655 CYG,AAVSO,STD,,,,
2458442.58860,16.505,0.364,,V,DDJ,,ENSEMBLE,109,X23555GP,AAVSOnet-bsm_nm,0,1.179,Z,,10.873,,V1655 Cyg,AAVSO,STD,,,,
2458462.56825,<17.297,0.863,,V,KWIA,,ENSEMBLE,155,X23649AT,,0,1.327,Z,,15.615,,V1655 CYG,AAVSO,STD,,,,
2458464.23360,<14.3,0.063,,TG,PJED,,116,109,X23185GJA,average of 3 60sec picture ,0,,Z,11.66,10.87,,V1655 CYG,AAVSO,STD,,,,
2458469.49017,<18.3,0.3,,V,DKS,,ENSEMBLE,000-BMS-466,X23185BBA,,0,1.411,Z,13.368,15.151,,V1655 CYG,AAVSO,STD,,,,
2458473.56485,14.953,0.041,,I,KWIA,,ENSEMBLE,155,X23756S,,0,1.508,Z,,14.376,,V1655 CYG,AAVSO,STD,,,,
2458487.23236,<14.3,0.168,,TG,PJED,,116,109,X23185GJA,average of 3 60sec pictures,0,,Z,11.67,10.87,,V1655  CYG,AAVSO,STD,,,,
2458496.54653,<14.8,,,Vis.,CKB,,143,148,X23138O,,,,Z,,,,V1655 CYG,AAVSO,STD,,,,
2458541.92597,<15.883,0.160,,V,DDJ,,108,111,X24212MX,,0,1.551,Z,10.8,11.1,,V1655 CYG,AAVSO,STD,,,,
2458549.90446,<15.486,0.182,,V,DDJ,,108,106,X24249NL,AAVSonet-BSM_NH2,0,1.547,Z,-6.903,-6.903,,V1655 Cyg,AAVSO,STD,,,,
2458553.69260,17.879,0.536,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.84,Z,18.560,18.813,2458553.68966,V1655 CYG,VVS,STD,,,,
2458553.69334,<17.41,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.83,Z,18.553,18.802,2458553.69040,V1655 CYG,VVS,STD,,,,
2458553.69409,<17.44,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.82,Z,18.564,18.818,2458553.69115,V1655 CYG,VVS,STD,,,,
2458571.65766,<17.79,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.68,Z,17.817,18.057,2458571.65528,V1655 CYG,VVS,STD,,,,
2458571.65841,<17.72,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.67,Z,17.819,18.063,2458571.65603,V1655 CYG,VVS,STD,,,,
2458571.65916,<17.70,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.66,Z,17.809,18.060,2458571.65678,V1655 CYG,VVS,STD,,,,
2458575.88193,<15.018,0.099,,V,DDJ,,90,84,X24324BF,AAVSOnet-BSM_NH2,0,1.527,Z,8.559,8.423,,V1655 CYG,AAVSO,STD,,,,
2458577.66133,<17.96,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.50,Z,17.917,18.177,2458577.65919,V1655 CYG,VVS,STD,,,,
2458577.66207,<18.06,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.49,Z,17.824,18.083,2458577.65993,V1655 CYG,VVS,STD,,,,
2458586.61384,<16.00,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.71,Z,19.774,20.017,2458586.61210,V1655 CYG,VVS,STD,,,,
2458586.61460,<15.89,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.70,Z,20.032,20.312,2458586.61286,V1655 CYG,VVS,STD,,,,
2458586.61534,<15.59,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.69,Z,20.268,20.490,2458586.61360,V1655 CYG,VVS,STD,,,,
2458591.78979,15.819,0.188,,V,DDJ,,111,109,X24403SZ,AAVSONET-BSM_NH2,0,1.545,Z,-6.385,-6.622,,V1655 CYG,AAVSO,STD,,,,
2458595.89216,<10.863,0.059,,V,DDJ,,56,70,X24324BF,1.521,0,,Z,5.620,6.954,,V1655 CYG,AAVSO,STD,,,,
2458601.78885,<17.8,0.3,,V,DKS,,ENSEMBLE,000-BMS-466,X23185BBA,,0,1.824,Z,13.368,15.190,,V1655 CYG,AAVSO,STD,,,,
2458605.96418,17.712,0.194,,R,KNAA,,139,141,X23250GFW,,0,1.155,Z,-8.174,-7.931,,V1655 CYG,AAVSO,STD,6,,,
2458605.96660,13.137,0.028,,I,KNAA,,139,141,X23250GFW,,0,1.147,Z,-7.696,-7.340,,V1655 CYG,AAVSO,STD,6,,,
2458607.91044,<15.341,0.084,,V,DDJ,,90,84,X244415EA,AAVSOnet-BSM_NM,0,1.267,Z,-8.764,-8.764,,V1655 CYG,AAVSO,STD,,,,
2458610.77492,<17.9,0.3,,V,DKS,,ENSEMBLE,000-BMS-466,X23185BBA,,0,1.694,Z,13.368,15.149,,V1655 CYG,AAVSO,STD,,,,
2458625.77081,<12.371,0.078,,V,DDJ,,70,56,X24432BZ,AAVSDnet-BSM__NH2,0,1.166,Z,6.954,5.620,,V1655 CYG,AAVSO,STD,,,,
2458629.80780,<15.076,0.092,,V,DDJ,,84,70,X24443BVZ,AAVSOnet-BSM_NM/ COMPARED IT TO MAGNITUDE OF V1323 CYG,0,1.432,Z,8.423,7.078,,V1655 CYG,AAVSO,STD,,,,
2458630.71465,<13.895,0.065,,V,DDJ,,84,90,X24443BSY,AAVSOnet-BSM_NH2,0,1.344,Z,8.423,9.043,,V1655 CYG,AAVSO,STD,,,,
2458632.59034,<17.50,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.12,Z,17.352,17.621,2458632.59106,V1655 CYG,VVS,STD,,,,
2458632.59109,<17.53,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.12,Z,17.351,17.612,2458632.59181,V1655 CYG,VVS,STD,,,,
2458632.59183,<17.54,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.12,Z,17.345,17.609,2458632.59255,V1655 CYG,VVS,STD,,,,
2458634.57667,<18.83,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.14,Z,16.631,16.896,2458634.57750,V1655 CYG,VVS,STD,,,,
2458634.57811,<18.85,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.14,Z,16.625,16.891,2458634.57894,V1655 CYG,VVS,STD,,,,
2458634.57956,<18.87,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.13,Z,16.623,16.892,2458634.58039,V1655 CYG,VVS,STD,,,,
2458636.60686,<18.62,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.06,Z,16.673,16.941,2458636.60780,V1655 CYG,VVS,STD,,,,
2458636.60831,<18.86,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.06,Z,16.667,16.938,2458636.60925,V1655 CYG,VVS,STD,,,,
2458636.60975,<18.79,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.05,Z,16.661,16.935,2458636.61069,V1655 CYG,VVS,STD,,,,
2458640.59595,<18.75,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.06,Z,16.746,17.018,2458640.59710,V1655 CYG,VVS,STD,,,,
2458640.59738,<18.96,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.06,Z,16.736,17.003,2458640.59853,V1655 CYG,VVS,STD,,,,
2458640.59883,<18.91,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.05,Z,16.751,17.016,2458640.59998,V1655 CYG,VVS,STD,,,,
2458660.51001,<19.13,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.13,Z,16.664,16.906,2458660.51211,V1655 CYG,VVS,STD,,,,
2458660.51145,<19.12,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.13,Z,16.649,16.890,2458660.51355,V1655 CYG,VVS,STD,,,,
2458660.51289,<19.13,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.12,Z,16.654,16.885,2458660.51499,V1655 CYG,VVS,STD,,,,
2458671.60065,<19.02,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.01,Z,16.777,17.040,2458671.60319,V1655 CYG,VVS,STD,,,,
2458678.62143,19.149,0.461,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.05,Z,16.840,17.105,2458678.62421,V1655 CYG,VVS,STD,,,,
2458690.62334,<18.62,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.12,Z,16.914,17.179,,V1655 CYG,VVS,STD,,,,
2458692.68292,<18.3,0.3,,V,DKS,,ENSEMBLE,000-BMS-466,X23185BBA,,0,1.049,Z,13.368,15.152,,V1655 CYG,AAVSO,STD,,,,
2458697.61735,<18.76,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.16,Z,16.816,17.054,,V1655 CYG,VVS,STD,,,,
2458717.39006,<18.71,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.05,Z,16.960,17.208,,V1655 CYG,VVS,STD,,,,
2458727.67141,<18.1,0.3,,V,DKS,,ENSEMBLE,000-BMS-466,X23185BBA,,0,1.035,Z,13.368,15.152,,V1655 CYG,AAVSO,STD,,,,
2458733.54466,<17.8,0.3,,V,DKS,,ENSEMBLE,000-BMS-466,X23185BBA,,0,1.098,Z,13.368,15.183,,V1655 CYG,AAVSO,STD,,,,
2458735.58793,19.296,0.670,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.576,Z,17.109,17.361,,V1655 CYG,VVS,STD,,,,
2458747.37020,18.603,0.376,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.000,Z,16.891,17.111,,V1655 CYG,VVS,STD,,,,
2458750.44185,19.662,0.555,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.079,Z,16.995,17.210,,V1655 CYG,VVS,STD,,,,
2458765.48321,19.498,0.773,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.405,Z,17.126,17.373,,V1655 CYG,VVS,STD,,,,
2458775.40951,<18.58,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.180,Z,16.968,17.192,,V1655 CYG,VVS,STD,,,,
2458778.40616,<18.47,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.197,Z,17.054,17.291,,V1655 CYG,VVS,STD,,,,
2458793.37475,<18.37,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.236,Z,16.968,17.197,,V1655 CYG,VVS,STD,,,,
2458795.37786,<16.21,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.274,Z,18.585,18.838,,V1655 CYG,VVS,STD,,,,
2458796.37351,18.949,0.746,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.267,Z,16.967,17.201,,V1655 CYG,VVS,STD,,,,
2458803.35213,<17.80,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.256,Z,17.453,17.687,,V1655 CYG,VVS,STD,,,,
2458806.36914,<18.14,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.391,Z,17.372,17.582,,V1655 CYG,VVS,STD,,,,
2458811.36767,19.314,0.677,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.474,Z,17.015,17.252,,V1655 CYG,VVS,STD,,,,
2458821.37747,<18.18,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.831,Z,17.077,17.298,,V1655 CYG,VVS,STD,,,,
2458823.35508,18.711,0.586,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.645,Z,17.077,17.295,,V1655 CYG,VVS,STD,,,,
2458824.31944,<13.9,,,Vis.,OJR,,139,,X23133QB,,,,Z,,,,V1655 CYG,,STD,,,,
2458824.35422,<18.19,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,1.663,Z,17.093,17.321,,V1655 CYG,VVS,STD,,,,
2458841.34245,19.096,0.705,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,2.116,Z,17.072,17.291,,V1655 CYG,VVS,STD,,,,
2458845.34240,<18.23,,,V,DFS,,000-BMS-453,000-BMS-460,X23870CV,STANDARD MAG: C = 12.419  K = 12.641,0,2.320,Z,17.216,17.434,,V1655 CYG,VVS,STD,,,,
