tphys,kstar_1,mass_1,lum_1,deltam_1,RRLO_1,kstar_2,mass_2,lum_2,deltam_2,RRLO_2,porb,sep,bin_state,merger_type,bin_num
0.0,1.0,19.520245882213775,38825.871356125215,0.0,0.01315732801802486,1.0,15.83391639416788,22194.31641774939,0.0,0.012748871226582942,1608.5799902134247,1895.5148234249873,0,-001,1001792
11.13397732482287,14.0,6.415885316475418,1e-10,-6.904763499251548e-07,9.999999999999999e-05,1.0,18.875505202385394,64998.595318380605,1.7247921069385653e-07,0.0001,-1.0,-1.0,2,-001,1001792
11.14397732482287,14.0,6.415885316475418,1e-10,0.0,9.999999999999999e-05,1.0,18.87549269470231,65068.93019837991,-1.250768308505951e-09,9.999999999999999e-05,-1.0,-1.0,2,-001,1001792
11.15397732482287,14.0,6.415885316475418,1e-10,0.0,9.999999999999999e-05,1.0,18.87548016232552,65139.38972805318,-1.253237679084118e-09,0.0001,-1.0,-1.0,2,-001,1001792
11.16397732482287,14.0,6.415885316475418,1e-10,0.0,9.999999999999999e-05,1.0,18.875467605218905,65209.974147018635,-1.25571066138471e-09,0.0001,-1.0,-1.0,2,-001,1001792
11.17397732482287,14.0,6.415885316475418,1e-10,0.0,9.999999999999999e-05,1.0,18.87545502334661,65280.68369543433,-1.2581872293702747e-09,9.999999999999999e-05,-1.0,-1.0,2,-001,1001792
11.18397732482287,14.0,6.415885316475418,1e-10,0.0,9.999999999999999e-05,1.0,18.875442416673046,65351.518613999266,-1.2606673564810864e-09,0.0001,-1.0,-1.0,2,-001,1001792
11.19397732482287,14.0,6.415885316475418,1e-10,0.0,9.999999999999999e-05,1.0,18.87542978516289,65422.47914395507,-1.2631510156280125e-09,0.0001,-1.0,-1.0,2,-001,1001792
11.20397732482287,14.0,6.415885316475418,1e-10,0.0,9.999999999999999e-05,1.0,18.8754171287811,65493.565527087,-1.2656381791853805e-09,0.0001,-1.0,-1.0,2,-001,1001792
11.213977324822869,14.0,6.415885316475418,1e-10,0.0,9.999999999999999e-05,1.0,18.875404447492908,65564.77800572557,-1.2681288189835952e-09,0.0001,-1.0,-1.0,2,-001,1001792
11.223977324822869,14.0,6.415885316475418,1e-10,0.0,9.999999999999999e-05,1.0,18.875391741263844,65636.1168227478,-1.2706229063018858e-09,0.0001,-1.0,-1.0,2,-001,1001792
11.233977324822868,14.0,6.415885316475418,1e-10,0.0,9.999999999999999e-05,1.0,18.875379010059724,65707.58222157869,-1.273120411860744e-09,0.0001,-1.0,-1.0,2,-001,1001792
11.243977324822868,14.0,6.415885316475418,1e-10,0.0,9.999999999999999e-05,1.0,18.875366253846668,65779.17444619251,-1.275621305814433e-09,9.999999999999999e-05,-1.0,-1.0,2,-001,1001792
11.253977324822868,14.0,6.415885316475418,1e-10,0.0,9.999999999999999e-05,1.0,18.87535347259109,65850.89374111415,-1.2781255577432996e-09,9.999999999999999e-05,-1.0,-1.0,2,-001,1001792
