# INSTRUMENT_ID: 1
# OBS_GROUP_ID: 55
# UNIT_ID: None
# RA: 220.041800051771
# DEC: 42.777619435527
# OBS_DATE: 2021-01-11 00:00:00+00:00
# REDSHIFT: 0.00838532
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 58684
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

wavelength,flux,fluxerr
3851.927,1.85349e-01,2.66944e-02
3854.460,2.23130e-01,2.64009e-02
3856.993,1.72038e-01,2.45464e-02
3859.527,1.18741e-01,2.42227e-02
3862.060,1.10338e-01,2.73133e-02
3864.593,1.31374e-01,2.36764e-02
3867.127,1.77566e-01,2.32308e-02
3869.660,1.43632e-01,2.11861e-02
3872.193,1.24939e-01,2.37863e-02
3874.726,1.14978e-01,2.67024e-02
3877.260,1.01695e-01,2.59796e-02
3879.793,8.70940e-02,2.35390e-02
3882.326,1.07617e-01,2.23915e-02
3884.860,1.34915e-01,2.39148e-02
3887.393,9.80598e-02,2.58710e-02
3889.926,1.51574e-01,2.71360e-02
3892.460,1.64066e-01,2.51657e-02
3894.993,1.95102e-01,2.49524e-02
3897.526,2.43009e-01,2.62024e-02
3900.059,4.01019e-01,3.14671e-02
3902.593,2.72107e-01,3.22402e-02
3905.126,2.30556e-01,3.02240e-02
3907.659,1.51129e-01,2.87219e-02
3910.193,1.49698e-01,2.83505e-02
3912.726,1.53406e-01,2.84226e-02
3915.259,1.41132e-01,2.89908e-02
3917.793,2.12020e-01,2.83552e-02
3920.326,2.61230e-01,2.68213e-02
3922.859,2.02156e-01,2.42509e-02
3925.392,1.58340e-01,2.32650e-02
3927.926,1.14166e-01,2.30630e-02
3930.459,9.15875e-02,2.26608e-02
3932.992,1.49792e-01,2.36498e-02
3935.526,1.52463e-01,2.19072e-02
3938.059,1.46885e-01,2.18834e-02
3940.592,1.52540e-01,2.30446e-02
3943.125,1.64422e-01,2.63792e-02
3945.659,1.83950e-01,2.71770e-02
3948.192,1.74847e-01,2.39015e-02
3950.725,2.29032e-01,2.51206e-02
3953.259,1.49239e-01,2.31473e-02
3955.792,1.76680e-01,2.54122e-02
3958.325,1.70269e-01,2.61686e-02
3960.859,1.28665e-01,2.34140e-02
3963.392,1.30296e-01,2.18087e-02
3965.925,1.37219e-01,2.07276e-02
3968.458,1.33747e-01,2.09402e-02
3970.992,9.73624e-02,2.22375e-02
3973.525,1.32941e-01,2.19079e-02
3976.058,1.60615e-01,2.21559e-02
3978.592,1.53878e-01,2.19454e-02
3981.125,1.60304e-01,2.35939e-02
3983.658,1.75511e-01,2.46590e-02
3986.192,1.86591e-01,2.43584e-02
3988.725,2.06342e-01,2.27983e-02
3991.258,2.01784e-01,2.29000e-02
3993.791,1.41126e-01,2.26341e-02
3996.325,1.63016e-01,2.48973e-02
3998.858,2.41264e-01,2.59335e-02
4001.391,3.01010e-01,2.49448e-02
4003.925,2.95638e-01,2.41632e-02
4006.458,2.07752e-01,2.26070e-02
4008.991,2.17290e-01,2.40714e-02
4011.525,1.88352e-01,2.51033e-02
4014.058,1.94441e-01,2.44810e-02
4016.591,1.83870e-01,2.35594e-02
4019.124,1.68791e-01,2.48903e-02
4021.658,1.87721e-01,2.80779e-02
4024.191,1.86341e-01,2.94963e-02
4026.724,1.54424e-01,2.77638e-02
4029.258,1.97396e-01,2.50612e-02
4031.791,1.76712e-01,2.22589e-02
4034.324,1.69724e-01,2.41756e-02
4036.857,1.90014e-01,2.56337e-02
4039.391,2.14526e-01,2.67413e-02
4041.924,2.33055e-01,2.74345e-02
4044.457,2.39983e-01,3.75635e-02
4046.991,2.40675e-01,4.18694e-02
4049.524,2.20363e-01,3.87122e-02
4052.057,2.00078e-01,2.89150e-02
4054.591,1.94640e-01,2.63211e-02
4057.124,2.11741e-01,2.47641e-02
4059.657,2.06416e-01,2.36851e-02
4062.190,1.83696e-01,2.37534e-02
4064.724,2.64234e-01,2.59367e-02
4067.257,2.18212e-01,2.54261e-02
4069.790,1.74281e-01,2.49956e-02
4072.324,2.15589e-01,2.30690e-02
4074.857,2.48015e-01,2.51604e-02
4077.390,1.37722e-01,2.71835e-02
4079.924,2.26437e-01,2.86478e-02
4082.457,2.05119e-01,2.58379e-02
4084.990,1.59279e-01,2.36898e-02
4087.523,1.48431e-01,2.28849e-02
4090.057,1.84874e-01,2.48852e-02
4092.590,1.76326e-01,2.42957e-02
4095.123,1.44773e-01,2.20210e-02
4097.657,1.64732e-01,2.14944e-02
4100.190,2.08471e-01,2.16014e-02
4102.723,1.79154e-01,2.23630e-02
4105.256,1.30361e-01,2.36025e-02
4107.790,1.32925e-01,2.27419e-02
4110.323,1.94904e-01,2.24814e-02
4112.856,2.07905e-01,2.16024e-02
4115.390,2.07676e-01,2.25170e-02
4117.923,1.70428e-01,2.28986e-02
4120.456,2.00625e-01,2.38406e-02
4122.990,1.93734e-01,2.23403e-02
4125.523,2.19123e-01,2.15137e-02
4128.056,1.99257e-01,2.12214e-02
4130.589,2.37086e-01,2.33829e-02
4133.123,3.25205e-01,2.64947e-02
4135.656,4.04612e-01,2.72455e-02
4138.189,3.47331e-01,2.48015e-02
4140.723,2.17843e-01,2.24331e-02
4143.256,2.40199e-01,2.24629e-02
4145.789,2.67753e-01,2.45071e-02
4148.323,1.88690e-01,2.36215e-02
4150.856,2.32489e-01,2.33535e-02
4153.389,2.31848e-01,2.29037e-02
4155.922,2.33955e-01,2.22559e-02
4158.456,2.31068e-01,2.33173e-02
4160.989,2.22683e-01,2.49474e-02
4163.522,2.63111e-01,2.46668e-02
4166.056,2.40585e-01,2.34213e-02
4168.589,2.19922e-01,2.25832e-02
4171.122,2.40552e-01,2.35200e-02
4173.655,2.63180e-01,2.49589e-02
4176.189,2.10050e-01,2.35135e-02
4178.722,2.56828e-01,2.29877e-02
4181.255,2.43287e-01,2.14878e-02
4183.789,2.28136e-01,2.18464e-02
4186.322,2.10378e-01,2.34691e-02
4188.855,1.58709e-01,2.29079e-02
4191.389,1.96191e-01,2.20625e-02
4193.922,1.70982e-01,2.09942e-02
4196.455,2.22832e-01,2.14269e-02
4198.988,2.77950e-01,2.37385e-02
4201.522,2.49812e-01,2.43273e-02
4204.055,1.94910e-01,2.27306e-02
4206.588,2.51568e-01,2.25572e-02
4209.122,2.37730e-01,2.20671e-02
4211.655,2.37710e-01,2.31373e-02
4214.188,2.09441e-01,2.43818e-02
4216.722,1.83738e-01,2.32640e-02
4219.255,2.27426e-01,2.34823e-02
4221.788,2.04166e-01,2.17204e-02
4224.321,1.79658e-01,2.15016e-02
4226.855,1.45663e-01,2.34808e-02
4229.388,2.19419e-01,2.45022e-02
4231.921,2.03533e-01,2.31744e-02
4234.455,1.85768e-01,2.26162e-02
4236.988,1.37552e-01,2.19838e-02
4239.521,1.81135e-01,2.40046e-02
4242.055,1.70401e-01,2.50159e-02
4244.588,1.94732e-01,2.53997e-02
4247.121,1.89525e-01,2.45784e-02
4249.654,1.80783e-01,2.49077e-02
4252.188,1.55491e-01,2.29982e-02
4254.721,1.53582e-01,2.46233e-02
4257.254,2.23284e-01,2.54352e-02
4259.788,2.48505e-01,2.39401e-02
4262.321,2.10718e-01,2.28703e-02
4264.854,1.99783e-01,2.38654e-02
4267.387,2.11520e-01,2.54996e-02
4269.921,2.16386e-01,2.60722e-02
4272.454,2.06254e-01,2.46145e-02
4274.987,2.13354e-01,2.38360e-02
4277.521,2.02736e-01,2.40752e-02
4280.054,2.21243e-01,2.55858e-02
4282.587,2.04424e-01,2.72801e-02
4285.121,1.99386e-01,2.58903e-02
4287.654,2.21207e-01,2.51701e-02
4290.187,2.13575e-01,2.43782e-02
4292.720,1.85567e-01,2.51815e-02
4295.254,1.76339e-01,2.69337e-02
4297.787,1.59001e-01,2.67204e-02
4300.320,1.54189e-01,2.50505e-02
4302.854,1.59446e-01,2.46997e-02
4305.387,1.60985e-01,2.51683e-02
4307.920,1.58783e-01,2.65814e-02
4310.454,1.57351e-01,2.76711e-02
