# INSTRUMENT_ID: 18
# OBS_GROUP_ID: 2
# UNIT_ID: None
# RA: 23.56025
# DEC: -29.4402777777778
# OBS_DATE: 2016-09-21 21:16:20+00:00
# REDSHIFT: 0.0049
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 2275
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

wavelength,flux,fluxerr
3787.705,5.87767e-15,-9.90000e+01
3788.639,5.86001e-15,-9.90000e+01
3789.572,5.80776e-15,-9.90000e+01
3790.506,5.75735e-15,-9.90000e+01
3791.440,5.73446e-15,-9.90000e+01
3792.373,5.74888e-15,-9.90000e+01
3793.307,5.77380e-15,-9.90000e+01
3794.241,5.70734e-15,-9.90000e+01
3795.174,5.73602e-15,-9.90000e+01
3796.108,5.80794e-15,-9.90000e+01
3797.042,5.78751e-15,-9.90000e+01
3797.975,5.76969e-15,-9.90000e+01
3798.909,5.77311e-15,-9.90000e+01
3799.843,5.77611e-15,-9.90000e+01
3800.777,5.77582e-15,-9.90000e+01
3801.710,5.73561e-15,-9.90000e+01
3802.644,5.73240e-15,-9.90000e+01
3803.578,5.74140e-15,-9.90000e+01
3804.511,5.69090e-15,-9.90000e+01
3805.445,5.69770e-15,-9.90000e+01
3806.379,5.76082e-15,-9.90000e+01
3807.312,5.75147e-15,-9.90000e+01
3808.246,5.72383e-15,-9.90000e+01
3809.180,5.75156e-15,-9.90000e+01
3810.113,5.75356e-15,-9.90000e+01
3811.047,5.71606e-15,-9.90000e+01
3811.981,5.75584e-15,-9.90000e+01
3812.914,5.67100e-15,-9.90000e+01
3813.848,5.76004e-15,-9.90000e+01
3814.782,5.77901e-15,-9.90000e+01
3815.715,5.82419e-15,-9.90000e+01
3816.649,5.76158e-15,-9.90000e+01
3817.583,5.77766e-15,-9.90000e+01
3818.516,5.83686e-15,-9.90000e+01
3819.450,5.83787e-15,-9.90000e+01
3820.384,5.83658e-15,-9.90000e+01
3821.317,5.79682e-15,-9.90000e+01
3822.251,5.84461e-15,-9.90000e+01
3823.185,5.90166e-15,-9.90000e+01
3824.118,5.89090e-15,-9.90000e+01
3825.052,5.76708e-15,-9.90000e+01
3825.986,5.67737e-15,-9.90000e+01
3826.919,5.74215e-15,-9.90000e+01
3827.853,5.79432e-15,-9.90000e+01
3828.787,5.81471e-15,-9.90000e+01
3829.720,5.81096e-15,-9.90000e+01
3830.654,5.78455e-15,-9.90000e+01
3831.588,5.79547e-15,-9.90000e+01
3832.521,5.75493e-15,-9.90000e+01
3833.455,5.71767e-15,-9.90000e+01
3834.389,5.73005e-15,-9.90000e+01
3835.322,5.71126e-15,-9.90000e+01
3836.256,5.67438e-15,-9.90000e+01
3837.190,5.66196e-15,-9.90000e+01
3838.123,5.66847e-15,-9.90000e+01
3839.057,5.66509e-15,-9.90000e+01
3839.991,5.69081e-15,-9.90000e+01
3840.924,5.70661e-15,-9.90000e+01
3841.858,5.71117e-15,-9.90000e+01
3842.792,5.66682e-15,-9.90000e+01
3843.725,5.58992e-15,-9.90000e+01
3844.659,5.58648e-15,-9.90000e+01
3845.593,5.66262e-15,-9.90000e+01
3846.526,5.67278e-15,-9.90000e+01
3847.460,5.62097e-15,-9.90000e+01
3848.394,5.66145e-15,-9.90000e+01
