,kstar_1,kstar_2,mass_1,mass_2,porb,ecc
0,1.0,1.0,0.8812125511893291,0.7768048621854924,62861.595903645706,0.020686721791839082
1,1.0,1.0,1.7703936019375925,1.3434242536515286,14714.515752802896,0.47069469143976345
2,1.0,0.0,0.9928011995782989,0.5669016499959258,25052.43759135527,0.824416116746023
3,1.0,1.0,2.561172864970682,1.5649232164670341,15225.02365029407,0.5572902083276983
4,1.0,1.0,3.5279928926494835,1.0248890500773653,882.9078313339367,0.5329849290092684
5,1.0,1.0,1.7807380013349465,0.8294664892057908,11139.311413505808,0.22130661314016276
6,1.0,1.0,7.325697785904864,4.4066453313001315,61.41429236500295,0.636331385539449
7,0.0,0.0,0.5793442819084205,0.5622374538305268,2646.0189264771666,0.22846413153569262
8,1.0,1.0,4.5382565213354145,1.9250815250539028,3703.7792664976546,0.8277069513616758
9,1.0,1.0,1.8856614755184309,1.691593512292508,364724.65925160726,0.04769864265459894
10,1.0,0.0,1.228037701673625,0.6153533228748786,676116.4185828139,0.2632350978643051
11,1.0,1.0,2.5126324686089623,2.1257574639419894,105883.04007556936,0.8934184239976188
12,1.0,1.0,9.987689712413477,5.602163150328877,287.1528276531113,0.49254982974985073
13,1.0,1.0,0.7031684143733751,0.7004746614537776,1587.2035458252756,0.13697898353286878
14,1.0,1.0,7.463601612298816,0.8526833621230906,106770.8966303315,0.522776014393898
15,1.0,1.0,3.508412187685413,2.7498244936701735,10372.724232910554,0.37994839188707463
16,1.0,1.0,4.114386231313839,1.7556689417843971,88220.64919417101,0.6651856016102484
17,0.0,0.0,0.6573208908713754,0.5960791103848997,43095.3022500508,0.8404076312316672
18,1.0,1.0,8.020083522765704,3.068293823793007,13.951408209138357,0.46582999619810833
19,1.0,1.0,21.315103980147065,18.24025184681194,222.32841446834823,0.734674413366632
20,1.0,1.0,1.7219026227686962,1.203863373159172,288989.05791921006,0.5631934183985676
21,0.0,0.0,0.5567544100680626,0.5440031072762685,2556.441280646349,0.8013405037441808
22,1.0,0.0,1.048242356528438,0.6987089484923723,190170.47282399924,0.26141892530611627
23,1.0,1.0,2.4145535502944493,1.8714261280004418,693.2793956008264,0.10610294439849544
24,1.0,1.0,0.9683944048175024,0.7715047570688112,8734.72772598709,0.30701778239490307
25,1.0,0.0,0.9896132369099853,0.503068107966992,2.189029924335281,0.004154432046395544
26,1.0,1.0,1.8853475031981006,0.9494978318511724,284867.4001122269,0.6126512732554797
27,1.0,1.0,6.878742100902257,1.3111841423381487,3358.7010017954576,0.3334515853876195
28,1.0,1.0,2.845058733720635,0.9864403110922313,289037.068761174,0.27744635485931424
29,1.0,1.0,2.6013667333735264,2.55151196323524,6.102021212865027,0.023708349384750436
30,1.0,1.0,1.8963271687213898,0.7199709948556148,7.658009998767853,0.0919835444009012
31,1.0,1.0,2.6087641190672395,1.6323279958127155,1534846.9124188158,0.8063243149541248
32,1.0,1.0,29.874430047919653,10.972678055469537,17.965674853991644,0.579354813912739
33,1.0,1.0,0.9286602413761339,0.8962307434445144,1021.1367606945926,0.4514675946929995
34,1.0,1.0,10.542079076769422,5.7278107750053495,27.02723046494677,0.7285247556817327
35,1.0,1.0,0.9054140054814582,0.8668883342813943,6089045.07460435,0.12776953887216688
36,1.0,1.0,15.819615189307745,12.76458768501716,8.311669951723665,0.27399933578435093
37,1.0,0.0,1.0830249594553671,0.5124093446621916,3343155.904391009,0.6850140463574083
38,1.0,0.0,0.9062938227776627,0.5482341639449577,2461.6970614610336,0.7231102627653172
39,1.0,1.0,3.5675670242652875,3.3111601259127226,5206.281232725779,0.6484515744046012
40,0.0,0.0,0.663740445295009,0.5596464777742842,875.3555613362578,0.34962133086606206
41,1.0,1.0,6.740595604740954,1.295349616682532,854.9122480914078,0.8277489341890353
42,1.0,1.0,4.004561849066306,3.1466305400968024,136.4160332704301,0.7583137129063461
43,1.0,1.0,4.780450231038661,1.638168785757127,472822.4688860342,0.33959370752066037
44,1.0,1.0,8.201756551425952,5.120119572321624,2.6043685110377712,0.1042154751197767
45,1.0,0.0,1.6757254418710779,0.68645324177436,7097111.082008793,0.3738312961667445
46,1.0,1.0,1.8442536473664444,1.1589446644335326,4183.42251068936,0.6272682357716761
47,1.0,1.0,0.7680343911250158,0.7440578016392037,10460.440697881953,0.6994236620151751
48,1.0,1.0,4.34176439612612,1.8893032896901216,95.57548227514046,0.7383303683740627
49,1.0,1.0,4.125636386091216,1.1945099115911535,525.6160316552177,0.6532531617721702
50,1.0,1.0,4.177752136949681,2.0327323239800426,14.459725170492426,0.4253423370087679
51,1.0,1.0,1.347934208537823,1.2550050798644699,5984.815817504198,0.6807411216536429
52,1.0,1.0,63.97121983076745,26.207484055725878,1.9182412258899633,0.03194359462483827
53,1.0,1.0,1.435454040991526,0.7137737550079276,10605139.392685115,0.4193285179937924
54,1.0,1.0,3.562781588784382,1.1813383976300935,151028.60815927878,0.7730991139429118
55,1.0,1.0,8.270277401988192,3.529440919832496,10.734304723148655,0.4784074892082568
56,1.0,1.0,14.275748329964934,6.507690566829459,2064.585194834699,0.6389736091755807
57,1.0,0.0,0.8316658564072963,0.5823639909512922,6357482.660928707,0.6766861675991171
58,1.0,1.0,11.515690624515205,7.880969260717429,192749.0105838461,0.379498059461392
59,1.0,1.0,2.0316975757253593,1.0287195773886062,59929849.01768026,0.6378334619005007
60,1.0,1.0,3.57665303401536,0.835986506658817,1454028.9431153575,0.9028879207422873
61,1.0,1.0,6.647142046334729,1.057272964467784,76.41964261070396,0.2574684625998825
62,1.0,0.0,0.8718077430290376,0.5371911268131325,4.46197984378503,0.005204071993820281
63,1.0,1.0,3.3350065132590445,1.0829067219708863,325591.7969665684,0.20101551300824766
