,Designation,Abs Mag,Slope Param,Epoch,Mean anom (deg),Argument of Perihelion (deg),Longitude of Ascending Node (deg),Inclination to Ecliptic (deg),Eccentricity,Mean daily motion (deg/day),Semimajor Axis (AU),Reference,N observation,N oppositions,Readable Designation,Date of last observation
1757,K22U65J,21.98,0.15,K232P,10.24105,245.02697,250.63327,9.90448,0.5951479,0.37448284,1.9062569,MPO727066,26,1,2022 UJ65,2022-12-20
1758,K22V02X,21.62,0.15,K232P,67.92417,136.17852,207.93404,12.23714,0.4466352,0.45035591,1.6856425,MPO727249,46,1,2022 VX2,2022-12-24
1759,K22W04E,19.81,0.15,K232P,31.29267,184.56043,230.84892,17.74008,0.4447518,0.3980524,1.8302449,E2023-BI1,82,1,2022 WE4,2023-01-28
1760,K22W04N,21.76,0.15,K232P,309.28755,125.75654,81.61067,27.94472,0.1527479,0.85162736,1.1023081,MPO727289,108,1,2022 WN4,2023-01-12
1761,K22W04S,20.12,0.15,K232P,3.69411,54.71323,87.7814,6.18133,0.6813883,0.20531114,2.8457345,MPO727290,299,1,2022 WS4,2023-01-11
1762,K22X00Q,21.99,0.15,K232P,14.13012,72.29611,79.51723,46.46045,0.5156281,0.47064635,1.6368401,MPO727370,21,1,2022 XQ,2022-12-10
1763,K22Y04B,21.8,0.15,K232P,353.26061,112.11527,68.27477,3.10424,0.3906441,0.52971423,1.5127771,E2023-C50,107,1,2022 YB4,2023-02-08
1764,K22Y04U,19.81,0.15,K232P,333.87957,140.76086,54.78305,5.20356,0.5307807,0.34215167,2.0245271,MPO727405,19,1,2022 YU4,2023-01-10
1765,K22Y05U,21.46,0.15,K232P,31.74222,53.93844,325.9102,12.92653,0.6596833,0.23297255,2.61577,E2023-BL1,25,1,2022 YU5,2023-01-24
1766,K22Y06O,21.75,0.15,K232P,349.08204,238.71811,320.22863,7.77904,0.5275775,0.4565716,1.6703089,E2023-C43,233,1,2022 YO6,2023-02-05
1767,K22Y06R,21.79,0.15,K232P,23.7533,278.64539,61.5088,2.65744,0.8117287,0.21163847,2.7887289,MPO727413,29,1,2022 YR6,2023-01-13
1768,K22Y09K,21.54,0.15,K232P,352.48236,150.92374,39.24125,9.23238,0.6466147,0.20791757,2.821902,E2023-BK5,20,1,2022 YK9,2023-01-29
1769,K23A01B,21.3,0.15,K232P,357.98322,90.44102,121.94257,28.17489,0.8309065,0.18470717,3.0536099,MPO727427,127,1,2023 AB1,2023-01-23
1770,K23A01J,20.4,0.15,K232P,357.33239,245.40564,289.15872,66.25534,0.5352851,0.44425159,1.7010486,E2023-C50,144,1,2023 AJ1,2023-02-07
1771,K23B02U,20.94,0.15,K232P,33.1284,277.26946,117.62011,8.48528,0.7061046,0.28919488,2.2646912,E2023-C29,22,1,2023 BU2,2023-02-02
1772,K23B09Y,21.13,0.15,K232P,192.59698,347.27768,330.45061,44.36624,0.0559352,0.8595991,1.0954824,E2023-C50,41,1,2023 BY9,2023-02-08
1773,K23B10A,19.86,0.15,K232P,346.32392,285.53246,343.66978,12.03165,0.8063925,0.2435866,2.5392207,E2023-C50,21,1,2023 BA10,2023-02-08
1774,K23C00M,21.36,0.15,K232P,344.30434,301.83842,284.27379,1.4783,0.622999,0.2911802,2.2543854,E2023-C40,17,1,2023 CM,2023-02-04
1775,K2683,19.78,0.15,K232P,174.46099,56.40753,193.26846,3.44202,0.5623378,1.93823591,0.6370863,MPO695314,89,7,(202683) 2006 US216,2017-01-07
1776,K5744,18.27,0.15,K232P,353.76389,103.94217,156.13493,11.93512,0.7472737,0.28275559,2.298945,E2023-C19,387,7,(205744) 2002 BK25,2023-02-01
1777,K6378,18.76,0.15,K232P,39.69854,44.04125,317.14164,6.72462,0.4391956,0.41225953,1.7879509,MPO695383,1367,10,(206378) 2003 RB,2021-02-12
1778,K6910,17.28,0.15,K232P,159.02564,278.06806,150.94038,5.01627,0.7152677,0.23852464,2.5750197,MPO695393,510,8,(206910) 2004 NL8,2017-05-17
1779,K7398,20.38,0.15,K232P,214.34196,79.8025,125.76655,2.59244,0.6409606,0.32584225,2.0915317,MPO695403,446,11,(207398) 2006 AS2,2021-08-10
1780,K7945,19.6,0.15,K232P,253.81244,301.95613,53.85509,8.7098,0.118603,0.93050514,1.0390988,MPO695413,321,5,(207945) 1991 JW,2011-05-23
1781,K8023,20.52,0.15,K232P,97.89178,300.5561,326.97867,6.49965,0.2353279,1.09196668,0.9339633,MPO695414,436,5,(208023) 1999 AQ10,2018-02-26
1782,K8115,20.84,0.15,K232P,239.39996,292.41592,135.55956,23.29793,0.354687,0.66550943,1.2992715,MPO695416,75,7,(208115) 2000 CT101,2018-06-10
1783,L2546,17.71,0.15,K232P,127.32814,182.58233,116.20594,7.35527,0.5154761,0.3165994,2.1320431,MPO695500,357,9,(212546) 2006 SV19,2021-02-08
1784,L4869,16.51,0.15,K232P,52.88315,293.80324,141.32636,1.99727,0.6528078,0.2049755,2.8488402,MPO695544,700,8,(214869) 2007 PA8,2021-07-08
1785,L5588,19.44,0.15,K232P,52.35262,231.02536,189.88578,3.05674,0.6754478,0.83831382,1.1139481,MPO695557,347,13,(215588) 2003 HF2,2021-07-04
1786,L6115,18.98,0.15,K232P,139.47066,10.59696,152.24797,2.09414,0.5867849,0.52259414,1.5264867,MPO695567,197,9,(216115) 2006 SU19,2021-10-06
1787,L6258,20.33,0.15,K232P,151.88095,263.68206,240.33958,2.63286,0.4852075,0.4562421,1.671113,MPO729746,940,7,(216258) 2006 WH1,2022-05-26
1788,L6523,20.7,0.15,K232P,132.92198,211.27662,205.07662,5.21125,0.4121007,1.12829043,0.913809,MPO721480,330,9,(216523) 2001 HY7,2022-06-16
1789,L6985,21.34,0.15,K232P,257.1299,66.35223,173.81811,4.71957,0.2618377,0.76851783,1.1804115,MPO729752,227,8,(216985) 2000 QK130,2022-11-30
1790,L7430,19.71,0.15,K232P,47.70888,45.1497,168.30394,13.01193,0.2706108,0.72258746,1.2299169,MPO695592,290,7,(217430) 2005 SN25,2020-11-04
1791,L7628,16.69,0.15,K232P,13.33925,316.15411,177.77687,4.4362,0.7111599,0.24520674,2.5280235,MPO729757,432,11,(217628) Lugh,2022-12-04
1792,M0839,17.46,0.15,K232P,315.08688,43.49403,109.44786,3.68849,0.594754,0.37593129,1.9013573,MPO729783,694,17,(220839) 2004 VA,2022-11-19
1793,M1455,19.52,0.15,K232P,296.05315,233.9955,21.25781,0.9278,0.6579011,0.34460894,2.0148916,MPO695668,375,6,(221455) 2006 BC10,2012-10-21
1794,M1980,19.11,0.15,K232P,192.93581,64.69023,356.47466,21.59283,0.4006916,0.6343765,1.3414402,MPO695678,122,7,(221980) 1996 EO,2020-09-07
1795,M6514,20.2,0.15,K232P,85.16498,218.52078,4.34133,2.56319,0.6158714,0.86005411,1.095096,MPO695763,287,12,(226514) 2003 UX34,2019-11-17
1796,M6554,19.64,0.15,K232P,343.04036,108.09035,85.77598,9.26489,0.2616161,0.83336507,1.1183537,MPO729831,448,9,(226554) 2003 WR21,2023-01-15
1797,M8368,18.63,0.15,K232P,182.12734,244.52269,57.94138,14.73451,0.7019253,0.54799807,1.4789382,MPO695798,214,11,(228368) 2000 WK10,2020-04-25
1798,N0111,19.27,0.15,K232P,330.2463,30.60099,297.75597,17.50594,0.3692153,1.31991863,0.8230722,MPO721577,769,8,(230111) 2001 BE10,2022-03-22
1799,N0549,20.79,0.15,K232P,182.14166,313.39549,119.76685,13.11321,0.3560491,0.56076414,1.4564063,MPO695840,152,5,(230549) 2003 BH,2019-05-08
1800,N1937,17.6,0.15,K232P,295.04878,123.36917,181.71772,39.00551,0.8257791,0.44497161,1.6992131,MPO729872,247,9,(231937) 2001 FO32,2022-12-01
1801,N2691,19.88,0.15,K232P,267.77893,50.28751,336.51798,9.077,0.4696314,0.4981845,1.5759505,MPO695880,329,15,(232691) 2004 AR1,2022-03-05
1802,N4145,21.58,0.15,K232P,3.1028,125.78085,178.03953,5.428,0.3212167,1.08567325,0.9375691,MPO695907,393,6,(234145) 2000 EW70,2019-03-09
1803,N5756,18.57,0.15,K232P,127.70685,94.18279,194.16051,39.14672,0.2588481,0.816846,1.133381,MPO721618,346,9,(235756) 2004 VC,2022-10-21
1804,O2216,15.63,0.15,K232P,311.53294,4.61659,267.19769,39.62269,0.5407885,0.29574834,2.231111,E2023-C19,457,16,(242216) 2003 RN10,2023-02-01
1805,O2450,14.6,0.15,K232P,70.69412,104.9666,295.28575,37.0304,0.4771999,0.87338291,1.0839259,E2023-C50,865,16,(242450) 2004 QY2,2023-02-07
1806,O2643,17.49,0.15,K232P,359.37481,48.95222,38.80371,8.41563,0.8650343,0.39694728,1.8336404,MPO696068,609,8,(242643) 2005 NZ6,2020-07-18
1807,O2708,18.12,0.15,K232P,88.74198,345.93255,180.32296,0.79089,0.6954177,0.24922016,2.5008095,MPO721668,538,10,(242708) 2005 UK1,2022-06-03
1808,O3566,17.37,0.15,K232P,103.5342,52.93886,170.28161,19.90716,0.6414869,0.25501563,2.4627757,MPO721674,544,13,(243566) 1995 SA,2022-10-24
1809,O4977,18.47,0.15,K232P,90.43071,191.24234,210.88386,15.73766,0.4445118,0.42184434,1.7607643,MPO696112,319,10,(244977) 2004 BE68,2021-05-13
1810,O7360,19.36,0.15,K232P,38.17857,285.98843,261.05669,19.07487,0.836934,0.23874975,2.5734008,MPO696157,117,5,(247360) 2001 XU,2014-09-02
1811,P0620,18.07,0.15,K232P,3.75198,242.99254,194.75336,16.07913,0.6023062,0.32186942,2.108707,MPO696218,616,11,(250620) 2005 GE59,2020-05-22
1812,P0680,19.63,0.15,K232P,84.00873,108.71531,48.05415,9.45009,0.3645746,1.16805514,0.89295,MPO721721,116,8,(250680) 2005 QC5,2022-09-01
1813,P0706,18.55,0.15,K232P,142.08334,59.91327,27.30179,6.93324,0.7005364,0.19371647,2.9581829,MPO696220,392,6,(250706) 2005 RR6,2021-02-11
1814,P1346,16.89,0.15,K232P,64.27142,175.25442,306.76622,8.17843,0.5328344,0.3445298,2.0152002,MPO696232,960,14,(251346) 2007 SJ,2021-09-25
1815,P1722,19.86,0.15,K232P,202.85946,100.31608,65.90977,3.17037,0.6612156,0.45468126,1.6749352,MPO696239,166,6,(251722) 1997 US2,2013-07-19
1816,P2399,19.45,0.15,K232P,259.75614,136.0339,57.76657,15.21262,0.5460205,1.2046228,0.8747863,MPO730036,277,9,(252399) 2001 TX44,2020-09-29
1817,P3841,17.28,0.15,K232P,159.32046,232.71822,348.06214,8.06685,0.6435145,0.2851138,2.2862509,MPO721738,508,15,(253841) 2003 YG118,2022-10-02
1818,P5071,18.36,0.15,K232P,183.25598,200.21885,19.30628,2.63912,0.632503,0.98383631,1.0012,MPO730055,144,16,(255071) 2005 UH6,2022-11-22
1819,PLS6344,20.4,0.15,K232P,88.67304,234.96027,182.81265,4.6798,0.6616632,0.20801987,2.8209767,MPO681822,129,4,6344 P-L,2021-08-04
1820,Q0141,18.32,0.15,K232P,0.1076,76.64866,36.10153,17.74697,0.251835,0.81750118,1.1327754,MPO730093,641,7,(260141) 2004 QT24,2023-01-19
1821,Q3976,18.41,0.15,K232P,194.27832,294.33793,104.49746,13.4729,0.2614664,0.92100407,1.0462328,MPO696470,746,6,(263976) 2009 KD5,2013-04-22
1822,Q4357,21.17,0.15,K232P,114.88324,8.15893,277.33382,8.58572,0.3599527,1.52695137,0.746883,MPO696477,151,6,(264357) 2000 AZ93,2021-12-02
1823,Q4993,20.41,0.15,K232P,88.87402,193.87972,61.90063,3.14544,0.4107143,0.61074684,1.3758209,MPO696489,219,9,(264993) 2003 DX10,2019-09-20
1824,Q5196,18.84,0.15,K232P,351.2193,301.81729,132.62567,15.21183,0.3785273,0.56170226,1.4547843,MPO696493,372,8,(265196) 2004 BW58,2020-05-29
1825,Q5482,21.21,0.15,K232P,81.27342,284.72438,110.7867,6.17117,0.3277908,0.82200698,1.128632,E2023-C08,411,8,(265482) 2005 EE,2023-01-31
1826,Q7131,18.21,0.15,K232P,82.70648,305.48465,126.43617,15.63958,0.6570647,0.26340523,2.4102002,MPO696530,78,6,(267131) 2000 EK26,2015-04-01
1827,Q7221,19.85,0.15,K232P,37.82851,111.95073,210.54361,1.64361,0.6598807,0.92908073,1.0401606,MPO696531,429,13,(267221) 2001 AD2,2020-02-08
1828,Q7337,18.07,0.15,K232P,11.0294,263.94861,54.21888,19.43178,0.5140431,0.68945749,1.2690081,MPO696534,730,13,(267337) 2001 VK5,2021-12-30
1829,Q7494,16.18,0.15,K232P,209.49761,277.98764,70.23528,46.74939,0.7846047,0.21987321,2.7186575,MPO696537,547,10,(267494) 2002 JB9,2021-01-06
1830,Q7720,18.98,0.15,K232P,180.67119,234.79882,126.18435,21.14881,0.7197141,0.60842799,1.3793144,MPO696541,325,10,(267720) 2003 CA,2021-03-10
1831,Q7729,18.46,0.15,K232P,201.94299,271.2596,188.76224,5.82985,0.608577,0.37146341,1.916573,MPO696541,790,10,(267729) 2003 FC5,2019-05-21
1832,Q9690,18.47,0.15,K232P,88.4187,300.24237,158.06344,3.57731,0.6033324,0.34809658,2.0014107,MPO696578,232,8,(269690) 1996 RG3,2017-05-18
1833,R5677,19.23,0.15,K232P,97.89308,301.70087,172.16624,17.10012,0.3204879,0.68045478,1.2801766,MPO696691,381,9,(275677) 2000 RS11,2019-08-09
1834,R6033,18.8,0.15,K232P,76.86221,211.01655,138.03525,15.45341,0.9150164,0.61437382,1.3704007,MPO730200,471,12,(276033) 2002 AJ129,2022-11-27
1835,R7475,20.22,0.15,K232P,221.21004,74.11139,138.1227,9.84311,0.2373726,0.97014983,1.0105943,MPO696725,302,10,(277475) 2005 WK4,2014-08-14
1836,R7570,19.34,0.15,K232P,268.80614,92.43436,288.92656,4.11064,0.6171581,0.613093,1.3723087,MPO696727,229,10,(277570) 2005 YP180,2022-02-23
1837,R9744,19.91,0.15,K232P,124.03751,85.31703,263.04627,4.65706,0.611052,0.4563622,1.6708198,MPO696768,100,7,(279744) 1998 KM3,2014-01-10
1838,R9816,19.27,0.15,K232P,132.77932,285.17163,41.22848,50.74149,0.4006024,0.71537946,1.2381647,MPO721898,181,7,(279816) 2000 JE5,2022-11-06
1839,S1375,20.81,0.15,K232P,146.58835,310.60967,141.96417,7.22595,0.2484829,1.00735773,0.9855536,MPO696798,594,10,(281375) 2008 JV19,2017-08-03
1840,S5263,17.28,0.15,K232P,212.29652,345.67546,250.07139,12.87165,0.5722659,0.2615496,2.4215866,MPO696872,1880,11,(285263) 1998 QE2,2021-11-01
1841,S6080,21.24,0.15,K232P,255.20771,354.1827,159.16471,2.80204,0.4825487,0.91942201,1.0474327,MPO696887,157,11,(286080) 2001 TX1,2021-08-03
1842,S9315,18.53,0.15,K232P,71.59322,208.45119,175.80037,4.92087,0.6381018,0.27905455,2.3192273,MPO696948,116,7,(289315) 2005 AN26,2019-02-11
1843,T0772,17.47,0.15,K232P,191.4295,290.34328,227.86291,4.48377,0.5939229,0.32753042,2.0843387,MPO696976,79,7,(290772) 2005 VC,2019-07-25
1844,T2220,19.5,0.15,K232P,161.46641,199.05148,303.10436,2.51811,0.3121445,0.58722283,1.4123232,MPO697003,286,9,(292220) 2006 SU49,2021-09-27
1845,T4739,17.09,0.15,K232P,255.07743,130.66788,279.54911,36.01234,0.408098,0.50301483,1.5658453,MPO730339,1483,9,(294739) 2008 CM,2021-12-05
1846,T7274,16.93,0.15,K232P,318.93816,286.3278,195.52096,1.97267,0.7904058,0.25774467,2.4453607,MPO712392,452,10,(297274) 1996 SK,2022-09-06
1847,T7300,19.29,0.15,K232P,285.84513,277.49134,198.68191,16.08241,0.4143724,0.6861774,1.273049,MPO730357,550,12,(297300) 1998 SC15,2022-08-18
1848,T7418,18.52,0.15,K232P,341.58423,224.43807,350.54604,10.34435,0.4669103,1.34831544,0.8114748,MPO730358,1152,13,(297418) 2000 SP43,2022-12-27
1849,U1844,19.71,0.15,K232P,166.51169,202.59253,104.2727,0.92858,0.5260861,0.46843334,1.6419913,MPO697185,170,6,(301844) 1990 UA,2011-11-18
1850,U2169,19.89,0.15,K232P,88.22764,212.45065,30.25954,25.38868,0.7774688,1.38585587,0.7967535,MPO730398,112,11,(302169) 2001 TD45,2021-11-13
1851,U2831,19.12,0.15,K232P,3.81048,274.3824,24.12483,25.79899,0.5405373,0.60201497,1.3890926,MPO730404,396,11,(302831) 2003 FH,2021-11-26
1852,U3450,20.55,0.15,K232P,186.8283,130.26169,74.44773,7.29105,0.330637,0.68934165,1.2691502,MPO697215,182,8,(303450) 2005 BY2,2021-12-02
1853,U4330,18.89,0.15,K232P,100.23226,176.17441,32.6107,21.04463,0.3101753,0.58766761,1.4116105,MPO697232,282,9,(304330) 2006 SX217,2021-11-27
1854,U6383,21.49,0.15,K232P,4.65815,254.21903,2.18299,2.06712,0.5514019,1.20246158,0.8758342,MPO697270,158,10,(306383) 1993 VD,2022-01-04
1855,U7005,18.14,0.15,K232P,95.04576,246.33793,268.05049,39.20626,0.7524505,0.20049299,2.8911453,MPO697282,197,5,(307005) 2001 XP1,2011-12-09
1856,U7493,18.6,0.15,K232P,279.39598,324.17508,78.55496,23.11685,0.5861376,0.32876155,2.0791319,MPO697291,296,10,(307493) 2002 XP90,2021-04-13
1857,U8242,16.35,0.15,K232P,339.65639,156.63327,272.67956,24.92616,0.3399658,1.50768792,0.7532314,MPO697305,211,12,(308242) 2005 GO21,2021-10-03
1858,U8635,21.91,0.15,K232P,74.10423,273.55618,35.94289,0.34012,0.4304751,0.7920419,1.1569216,MPO697313,3944,5,(308635) 2005 YU55,2022-01-06
1859,V0442,19.92,0.15,K232P,68.32006,109.57233,213.60506,3.25969,0.4232417,1.22991988,0.8627497,MPO697347,457,8,(310442) 2000 CH59,2021-02-11
1860,V0560,17.8,0.15,K232P,77.42645,72.119,165.57417,26.60722,0.4990341,0.91676613,1.0494546,MPO697349,202,12,(310560) 2001 QL142,2017-09-20
1861,V1044,17.11,0.15,K232P,107.67513,71.48653,271.09232,55.86035,0.6222532,0.37420621,1.9071963,MPO730477,301,10,(311044) 2004 BB103,2022-10-29
1862,V1066,18.27,0.15,K232P,13.1492,156.22847,74.9266,19.45039,0.3995648,0.47202176,1.6336588,MPO697359,291,10,(311066) 2004 DC,2021-11-25
1863,V2070,19.42,0.15,K232P,261.74553,58.03453,181.18867,22.62857,0.5095438,1.05794289,0.9538818,MPO730486,184,8,(312070) 2007 TA19,2022-11-12
1864,V4082,17.5,0.15,K232P,95.48654,139.41377,116.75382,16.14434,0.5749125,0.2944073,2.237881,MPO730505,279,9,(314082) Dryope,2022-11-24
1865,V4212,18.57,0.15,K232P,215.84353,82.56633,316.18679,6.46322,0.6509071,0.31649389,2.132517,MPO697418,172,5,(314212) 2005 NJ1,2012-01-29
1866,V7255,19.87,0.15,K232P,164.55273,296.16077,347.89752,6.43079,0.5676801,0.59460607,1.4006076,MPO722150,433,7,(317255) 2002 DJ5,2022-03-28
1867,W5395,17.44,0.15,K232P,251.28273,118.23726,278.66031,18.68349,0.0915065,1.09412334,0.9327355,MPO730580,487,8,(325395) 2009 CQ5,2021-09-13
1868,W6290,21.83,0.15,K232P,307.56514,309.34524,53.44399,3.37877,0.44027,1.19610578,0.8789341,MPO697646,327,8,(326290) Akhenaten,2021-04-19
1869,W9437,19.41,0.15,K232P,42.11382,318.63928,174.04945,6.88561,0.2431099,1.08921374,0.9355363,MPO722208,910,8,(329437) 2002 OA22,2022-09-16
1870,W9614,17.79,0.15,K232P,138.0242,246.76093,105.25607,5.40026,0.6774476,0.22353938,2.6888507,MPO697709,317,7,(329614) 2003 KU2,2022-02-08
1871,X0233,18.82,0.15,K232P,142.26966,153.8475,220.04531,37.07852,0.3740189,0.51409932,1.5432562,MPO697720,123,5,(330233) 2006 KV86,2014-12-12
1872,X1876,20.56,0.15,K232P,77.21277,274.64707,109.40874,13.30546,0.5362822,0.67689214,1.2846645,E2023-C34,151,8,(331876) 2004 CL,2023-02-03
1873,X2446,19.69,0.15,K232P,141.90185,293.32452,109.31729,8.931,0.41003,0.6078431,1.380199,MPO712544,1138,11,(332446) 2008 AF4,2021-04-02
1874,X3521,20.08,0.15,K232P,284.43148,249.52801,300.49454,12.51079,0.373244,0.70341255,1.2521681,MPO722228,150,8,(333521) 2005 PO,2022-10-19
1875,X3578,20.2,0.15,K232P,96.04929,196.99555,169.46247,11.68191,0.3766885,0.49945453,1.5732778,MPO730625,332,10,(333578) 2006 KM103,2023-01-20
1876,X7075,19.82,0.15,K232P,250.0615,115.43907,308.35354,9.65086,0.5900502,0.35289132,1.9832406,MPO697849,180,5,(337075) 1998 QC1,2013-04-07
1877,X7558,19.33,0.15,K232P,260.50952,100.25805,359.04151,4.82046,0.5829572,0.35885177,1.9612185,MPO697859,93,6,(337558) 2001 SG262,2020-09-14
1878,Y1843,20.07,0.15,K232P,154.94352,235.04693,93.36538,7.43687,0.0834705,1.05068959,0.9582668,MPO730675,990,4,(341843) 2008 EV5,2022-11-17
1879,Y2866,20.24,0.15,K232P,192.39164,83.98236,232.57776,3.41012,0.5954919,0.51711144,1.5372575,MPO697959,170,5,(342866) 2008 YU32,2014-05-08
1880,Y4076,18.95,0.15,K232P,286.18168,94.21136,223.55843,6.56444,0.7462466,0.35207356,1.9863104,MPO697982,143,4,(344076) 1998 HJ3,2012-11-17
1881,Y8306,21.55,0.15,K232P,323.39772,155.93254,117.49035,5.88336,0.5701174,1.2087846,0.8727773,MPO698061,232,8,(348306) 2005 AY28,2022-01-07
1882,Y8314,17.9,0.15,K232P,28.02381,84.18334,292.45531,30.12176,0.2781445,0.75950526,1.1897312,MPO722312,695,8,(348314) 2005 BC,2022-02-24
1883,Y8400,17.35,0.15,K232P,92.11867,206.12732,132.19655,10.84796,0.5356277,0.29695717,2.225052,MPO730716,1218,12,(348400) 2005 JF21,2023-01-12
1884,Y9068,18.34,0.15,K232P,176.29645,105.43899,116.70432,38.24029,0.4258077,0.64787026,1.3227487,MPO730722,399,10,(349068) 2006 YT13,2022-08-29
1885,Y9507,18.55,0.15,K232P,229.78565,254.82993,1.94245,13.57716,0.5814789,0.78133398,1.1674678,MPO730725,482,11,(349507) 2008 QY,2022-12-11
1886,Z0523,21.16,0.15,K232P,258.61957,206.05622,203.83076,3.55578,0.2025744,0.83493958,1.1169473,MPO698103,185,5,(350523) 2000 EA14,2019-06-05
1887,Z0751,20.83,0.15,K232P,229.1707,119.18097,161.96277,0.57286,0.2564125,0.88860144,1.0715145,MPO730734,542,7,(350751) 2002 AW,2022-12-25
1888,Z2102,19.4,0.15,K232P,159.30868,68.19878,305.42179,41.97411,0.6565637,0.32610632,2.0904025,MPO730745,179,7,(352102) 2007 AG12,2022-02-06
1889,Z4182,20.79,0.15,K232P,339.96242,245.52223,0.6764,8.70094,0.2382249,0.80409547,1.1453309,MPO698172,150,5,(354182) 2002 DU3,2019-01-11
1890,Z6991,19.08,0.15,K232P,30.05119,333.02212,299.0037,8.16969,0.5322711,0.32295111,2.1039958,MPO698225,195,6,(356991) 1998 QA1,2016-02-28
1891,Z7022,19.07,0.15,K232P,272.39671,250.24634,293.25944,34.51296,0.3296158,0.67685112,1.2847164,MPO730789,317,11,(357022) 1999 YG3,2022-07-06
1892,Z7024,19.47,0.15,K232P,7.10397,9.68428,2.98735,3.72668,0.4002683,0.46445388,1.6513571,MPO698226,1247,11,(357024) 1999 YR14,2022-04-29
1893,Z7028,19.46,0.15,K232P,343.87382,285.91759,10.48227,9.22809,0.6146052,0.60617886,1.3827241,MPO698226,137,9,(357028) 2000 EJ26,2021-11-13
1894,Z7439,19.29,0.15,K232P,159.75803,311.5033,126.6599,23.78188,0.4024244,0.53525643,1.5023165,MPO698234,1040,10,(357439) 2004 BL86,2021-06-28
1895,Z7594,19.64,0.15,K232P,196.0123,356.19508,73.75445,27.29888,0.2784289,0.62458342,1.3554258,MPO698237,173,7,(357594) 2004 XL35,2021-06-09
1896,Z7622,20.34,0.15,K232P,33.39244,342.06868,72.90582,3.1696,0.538357,0.87382158,1.0835631,MPO730794,276,12,(357622) 2005 EY95,2022-05-26
1897,Z8471,19.18,0.15,K232P,342.92859,47.54388,10.9721,5.78381,0.5971852,0.38399725,1.8746375,MPO698253,83,4,(358471) 2007 NS4,2013-03-06
1898,Z8744,18.96,0.15,K232P,303.78667,157.03504,121.53933,3.92298,0.5107272,0.39481876,1.8402247,E2023-C19,255,7,(358744) 2008 CR118,2023-02-01
1899,Z9170,19.95,0.15,K232P,149.84616,53.22732,349.71748,11.90606,0.4654435,0.51318181,1.5450951,MPO698266,83,5,(359170) 2009 CN5,2015-03-29
1900,Z9369,18.52,0.15,K232P,49.93782,67.46406,138.86311,3.38793,0.6979666,0.31338149,2.1466133,MPO698270,165,8,(359369) 2009 YG,2018-11-14
1901,a0191,21.08,0.15,K232P,19.95743,105.29392,194.65203,2.53232,0.4785092,0.51559485,1.5402705,MPO698286,287,4,(360191) 1988 TA,2013-05-09
1902,a1754,19.12,0.15,K232P,194.31546,321.86009,59.30184,21.88301,0.3568262,0.61242145,1.3733117,MPO698315,112,7,(361754) 2007 YV29,2021-03-22
1903,a3024,19.44,0.15,K232P,146.49672,298.61603,109.6536,13.98741,0.4292253,0.62411062,1.3561103,MPO698339,252,9,(363024) 1998 OK1,2021-05-04
1904,a3027,19.64,0.15,K232P,199.90172,322.4872,197.52904,21.06405,0.5299299,1.32877862,0.8194094,MPO698339,558,9,(363027) 1998 ST27,2021-10-14
1905,a3067,19.21,0.15,K232P,315.75015,64.91924,353.0379,15.32252,0.0901038,0.88254072,1.0764145,MPO698340,891,3,(363067) 2000 CO101,2020-04-22
1906,a3084,20.21,0.15,K232P,136.86471,192.79886,175.95411,9.28334,0.4279091,0.41263013,1.7868801,MPO698340,352,4,(363084) 2000 RD53,2019-07-25
1907,a3116,20.32,0.15,K232P,71.26769,280.31441,37.11589,21.82295,0.5030709,0.73645706,1.2144261,MPO698341,591,7,(363116) 2001 GQ2,2021-05-05
1908,a3305,21.41,0.15,K232P,302.76767,179.26332,183.31274,3.50216,0.2198159,0.71622055,1.2371951,MPO698344,402,7,(363305) 2002 NV16,2021-03-15
1909,a3344,19.97,0.15,K232P,246.79754,184.46165,336.02301,26.80592,0.1960166,0.77950326,1.169295,MPO698345,180,4,(363344) 2002 QC7,2022-03-26
1910,a3505,18.52,0.15,K232P,130.39451,59.78013,188.2911,3.81076,0.3369373,1.42772864,0.7810981,MPO730843,586,13,(363505) 2003 UC20,2021-12-15
1911,a3599,21.04,0.15,K232P,133.64126,228.66985,83.59469,3.13132,0.7236935,0.49311344,1.5867365,MPO730844,393,9,(363599) 2004 FG11,2022-04-10
1912,a3734,18.89,0.15,K232P,144.06466,253.42018,62.41197,3.3122,0.7783624,0.45224552,1.6809438,MPO698352,212,7,(363734) 2004 XN50,2022-02-03
1913,a3790,17.85,0.15,K232P,225.27151,114.76959,238.33755,8.27053,0.5522857,0.3752722,1.9035829,MPO698353,894,12,(363790) 2005 JE46,2022-02-28
1914,a3831,19.35,0.15,K232P,114.54869,193.51052,159.31692,6.41617,0.5253293,0.35496695,1.9755018,MPO698354,229,8,(363831) 2005 PY16,2020-02-03
1915,a4136,20.16,0.15,K232P,45.99765,29.67007,303.22844,10.22602,0.7548486,1.7709222,0.6766069,MPO698360,423,8,(364136) 2006 CJ,2022-03-01
1916,a5014,20.11,0.15,K232P,101.72513,252.03723,220.1221,6.65342,0.6018612,0.91931004,1.0475177,MPO712696,239,6,(365014) 2008 OX2,2022-09-08
1917,a5071,18.18,0.15,K232P,233.84989,322.1055,150.73804,45.86695,0.0739185,0.94323791,1.0297265,MPO698378,945,1,(365071) 2009 AV,2014-09-12
