Frequency (GHz)      Flux (Jy)
     42.3738852     -0.0051488
     42.3741352      0.0067785
     42.3743852     -0.0071265
     42.3746352     -0.0284428
     42.3748852      0.0196451
     42.3751352      0.0026152
     42.3753852     -0.0040223
     42.3756352     -0.0173308
     42.3758852      0.0047520
     42.3761352     -0.0163774
     42.3763852     -0.0091528
     42.3766352      0.0362187
     42.3768852     -0.0225079
     42.3771352     -0.0201803
     42.3773852     -0.0062744
     42.3776352      0.0222499
     42.3778852      0.0205387
     42.3781352     -0.0152942
     42.3783852     -0.0270841
     42.3786352     -0.0354590
     42.3788852     -0.0433799
     42.3791352     -0.0310460
     42.3793852     -0.0238224
     42.3796352     -0.0335621
     42.3798852     -0.0155727
     42.3801352     -0.0044098
     42.3803852      0.0470480
     42.3806352     -0.0226750
     42.3808852      0.0172671
     42.3811352     -0.0053693
     42.3813852      0.0102969
     42.3816352     -0.0492172
     42.3818852     -0.0020474
     42.3821352      0.0000957
     42.3823852      0.0327373
     42.3826352      0.0027680
     42.3828852     -0.0078995
     42.3831352      0.0067926
     42.3833852      0.0301544
     42.3836352      0.0146116
     42.3838852      0.0428361
     42.3841352     -0.0038236
     42.3843852     -0.0026346
     42.3846352     -0.0087477
     42.3848852      0.0173352
     42.3851352     -0.0196696
     42.3853852      0.0058395
     42.3856352     -0.0382559
     42.3858852     -0.0013656
     42.3861352     -0.0089270
     42.3863852      0.0887166
     42.3866352      0.0235623
     42.3868852      0.0243494
     42.3871352     -0.0241501
     42.3873852      0.0450054
     42.3876352      0.0191820
     42.3878852      0.0085405
     42.3881352      0.0271814
     42.3883852     -0.0411431
     42.3886352     -0.0007156
     42.3888852     -0.0232141
     42.3891352      0.0247123
     42.3893852     -0.0214473
     42.3896352      0.0006375
     42.3898852      0.0103248
     42.3901352     -0.0026755
     42.3903852      0.0128500
     42.3906352     -0.0207429
     42.3908852     -0.0271018
     42.3911352     -0.0111366
     42.3913852      0.0013770
     42.3916352     -0.0152420
     42.3918852     -0.0217227
     42.3921352     -0.0174184
     42.3923852     -0.0559914
     42.3926352      0.0307953
     42.3928852      0.0419456
     42.3931352      0.0193218
     42.3933852      0.0358912
     42.3936352      0.0208775
     42.3938852      0.0366406
     42.3941352      0.0024469
     42.3943852     -0.0259819
     42.3946352     -0.0290995
     42.3948852     -0.0353599
     42.3951352     -0.0243191
     42.3953852     -0.0218966
     42.3956352     -0.0234076
     42.3958852      0.0093326
     42.3961352      0.0090969
     42.3963852     -0.0308486
     42.3966352      0.0009013
     42.3968852     -0.0025650
     42.3971352      0.0016559
     42.3973852     -0.0212249
     42.3976352     -0.0182350
     42.3978852     -0.0230499
     42.3981352     -0.0083524
     42.3983852     -0.0000047
     42.4031352     -0.0027678
     42.4033852     -0.0053064
     42.4036352      0.0012309
     42.4038852     -0.0036574
     42.4041352     -0.0158091
     42.4043852     -0.0001384
     42.4046352     -0.0181448
     42.4048852     -0.0101498
     42.4051352      0.0157126
     42.4053852      0.0049834
     42.4056352     -0.0205981
     42.4058852     -0.0167790
     42.4061352     -0.0166766
     42.4063852      0.0124086
     42.4066352     -0.0004128
     42.4068852      0.0014781
     42.4071352      0.0046648
     42.4073852      0.0263258
     42.4076352     -0.0250415
     42.4078852      0.0192740
     42.4081352      0.0365052
     42.4083852     -0.0064240
     42.4086352      0.0118779
     42.4088852     -0.0061464
     42.4091352      0.0264741
     42.4093852      0.0051660
     42.4096352     -0.0021374
     42.4098852     -0.0040906
     42.4101352     -0.0199852
     42.4103852     -0.0045223
     42.4106352     -0.0081177
     42.4108852     -0.0015387
     42.4111352     -0.0281105
     42.4113852      0.0225204
     42.4116352     -0.0005057
     42.4118852     -0.0572196
     42.4121352     -0.0246239
     42.4123852      0.0040843
     42.4126352      0.0013543
     42.4128852     -0.0058424
     42.4131352      0.0155954
     42.4133852     -0.0095660
     42.4136352     -0.0157284
     42.4138852     -0.0387212
     42.4141352      0.0353549
     42.4143852     -0.0026146
     42.4146352      0.0391678
     42.4148852      0.0009574
     42.4151352     -0.0117086
     42.4153852      0.0253391
     42.4156352      0.0176518
     42.4158852      0.0216964
     42.4161352      0.0195348
     42.4163852      0.0105323
     42.4166352     -0.0163495
     42.4168852     -0.0395962
     42.4171352      0.0014978
     42.4173852     -0.0117990
     42.4176352      0.0141941
     42.4178852      0.0187056
     42.4181352      0.0042896
     42.4183852      0.0068588
     42.4186352     -0.0286035
     42.4188852     -0.0084341
     42.4191352     -0.0044954
     42.4193852      0.0013783
     42.4196352      0.0295530
     42.4198852     -0.0239495
     42.4201352      0.0108712
     42.4203852     -0.0040984
     42.4206352     -0.0136458
     42.4208852      0.0031165
     42.4211352      0.0154677
     42.4213852      0.0107571
     42.4216352      0.0027033
     42.4218852      0.0019965
     42.4221352     -0.0011747
     42.4223852      0.0065103
     42.4226352      0.0216658
     42.4228852      0.0093972
     42.4231352     -0.0023606
     42.4233852     -0.0143698
     42.4236352     -0.0127860
     42.4238852      0.0239336
     42.4241352      0.0329559
     42.4243852      0.0019896
     42.4246352     -0.0162231
     42.4248852      0.0153475
     42.4251352      0.0135853
     42.4253852     -0.0030215
     42.4256352     -0.0132743
     42.4258852     -0.0279547
     42.4261352      0.0239587
     42.4263852      0.0333257
     42.4266352      0.0272393
     42.4268852      0.0344275
     42.4271352      0.0131882
     42.4273852      0.0051913
     42.4276352     -0.0173617
     42.4278852      0.0068945
     42.4281352      0.0217089
     42.4283852     -0.0084051
     42.4286352      0.0062648
     42.4288852      0.0009881
     42.4291352     -0.0316154
     42.4293852     -0.0056780
     42.4296352      0.0076140
     42.4298852     -0.0302569
     42.4301352     -0.0245351
     42.4303852     -0.0234572
     42.4306352      0.0389305
     42.4308852      0.0139420
     42.4311352     -0.0129231
     42.4313852      0.0306573
     42.4316352      0.0338299
     42.4318852     -0.0331699
     42.4321352     -0.0201317
     42.4323852      0.0041890
     42.4326352      0.0325769
     42.4328852      0.0124314
     42.4331352     -0.0220123
     42.4333852     -0.0076114
     42.4336352     -0.0116579
     42.4338852     -0.0064707
     42.4341352     -0.0066716
     42.4343852      0.0155319
     42.4346352      0.0143024
     42.4348852     -0.0095499
     42.4351352     -0.0091655
     42.4353852      0.0417309
     42.4356352     -0.0144807
     42.4358852     -0.0205963
     42.4361352      0.0020349
     42.4363852     -0.0181022
     42.4366352     -0.0479880
     42.4368852     -0.0143488
     42.4371352     -0.0117699
     42.4373852     -0.0152177
     42.4376352     -0.0177754
     42.4378852      0.0129822
     42.4381352      0.0024868
     42.4383852     -0.0031972
     42.4386352     -0.0000254
     42.4388852      0.0368450
     42.4391352     -0.0074219
     42.4393852     -0.0183103
     42.4396352     -0.0092133
     42.4398852     -0.0065256
     42.4401352     -0.0313545
     42.4403852     -0.0153614
     42.4406352      0.0054997
     42.4408852     -0.0498339
     42.4411352      0.0048060
     42.4413852     -0.0096257
     42.4416352     -0.0314103
     42.4418852     -0.0108250
     42.4421352      0.0045754
     42.4423852      0.0114440
     42.4426352     -0.0241915
     42.4428852     -0.0313666
     42.4431352      0.0184409
     42.4433852      0.0097638
     42.4436352     -0.0107276
     42.4438852     -0.0394301
     42.4441352      0.0010513
     42.4443852      0.0066465
     42.4446352     -0.0026739
     42.4448852     -0.0196939
     42.4451352      0.0424485
     42.4453852     -0.0075343
     42.4456352     -0.0036894
     42.4458852      0.0192789
     42.4461352     -0.0089725
     42.4463852      0.0079670
     42.4466352      0.0331562
     42.4468852     -0.0075994
     42.4471352      0.0492503
     42.4473852      0.0229011
     42.4476352     -0.0061874
     42.4478852      0.0060273
     42.4481352     -0.0205587
     42.4483852     -0.0181469
     42.4486352     -0.0385007
     42.4488852     -0.0040569
     42.4491352     -0.0065855
     42.4493852     -0.0123593
     42.4496352     -0.0053960
     42.4498852     -0.0224047
     42.4501352      0.0024408
     42.4503852      0.0052935
     42.4506352     -0.0061584
     42.4508852     -0.0140348
     42.4511352      0.0198715
     42.4513852      0.0132271
     42.4516352     -0.0239932
     42.4518852      0.0251350
     42.4521352     -0.0175996
     42.4523852     -0.0066334
     42.4526352     -0.0191108
     42.4528852     -0.0265111
     42.4531352     -0.0260407
     42.4533852      0.0107450
     42.4536352      0.0119814
     42.4538852      0.0071064
     42.4541352      0.0076106
     42.4543852     -0.0275362
     42.4546352      0.0111278
     42.4548852     -0.0272498
     42.4551352      0.0041848
     42.4553852      0.0028289
     42.4556352      0.0146558
     42.4558852     -0.0311947
     42.4561352     -0.0105886
     42.4563852      0.0051181
     42.4566352      0.0014209
     42.4568852     -0.0078888
     42.4571352      0.0131486
     42.4573852     -0.0033233
     42.4576352      0.0049612
     42.4578852     -0.0232226
     42.4581352      0.0056039
     42.4583852      0.0054079
     42.4586352     -0.0245126
     42.4588852      0.0032729
     42.4591352      0.0363011
     42.4593852     -0.0243696
     42.4596352      0.0112297
     42.4598852     -0.0116295
     42.4601352      0.0031815
     42.4603852     -0.0517730
     42.4606352     -0.0055416
     42.4608852      0.0259206
     42.4611352      0.0028609
     42.4613852      0.0196545
     42.4616352     -0.0032773
     42.4618852      0.0084331
     42.4621352      0.0056425
     42.4623852     -0.0256703
     42.4626352     -0.0077889
     42.4628852      0.0656493
     42.4631352      0.0351793
     42.4633852     -0.0346060
     42.4636352     -0.0207737
     42.4638852      0.0104580
     42.4641352      0.0078495
     42.4643852     -0.0203728
     42.4646352      0.0315051
     42.4648852      0.0066600
     42.4651352     -0.0128317
     42.4653852     -0.0027743
     42.4656352     -0.0263618
     42.4658852      0.0050703
     42.4661352      0.0138848
     42.4663852     -0.0010527
     42.4666352      0.0019253
     42.4668852     -0.0223809
     42.4671352     -0.0204845
     42.4673852      0.0230743
     42.4676352      0.0069731
     42.4678852     -0.0062953
     42.4681352      0.0493921
     42.4683852     -0.0251416
     42.4686352     -0.0099869
     42.4688852      0.0042760
     42.4691352      0.0258028
     42.4693852      0.0185068
     42.4696352     -0.0147097
     42.4698852     -0.0278539
     42.4701352     -0.0137208
     42.4703852      0.0011850
     42.4706352     -0.0025399
     42.4708852      0.0341839
     42.4711352      0.0033333
     42.4713852      0.0017769
     42.4716352     -0.0105585
     42.4718852     -0.0022180
     42.4721352     -0.0255295
     42.4723852     -0.0025800
     42.4726352     -0.0252853
     42.4728852     -0.0425475
     42.4731352      0.0206833
     42.4733852      0.0181257
     42.4736352     -0.0080009
     42.4738852      0.0207078
     42.4741352      0.0252657
     42.4743852     -0.0137310
     42.4746352      0.0107569
     42.4748852     -0.0104032
     42.4751352      0.0051632
     42.4753852     -0.0515821
     42.4756352      0.0122062
     42.4758852     -0.0024977
     42.4761352      0.0128199
     42.4763852     -0.0091521
     42.4766352     -0.0193780
     42.4768852     -0.0273068
     42.4771352     -0.0264154
     42.4773852      0.0070359
     42.4776352      0.0159409
     42.4778852     -0.0009721
     42.4781352     -0.0077377
     42.4783852     -0.0186740
     42.4786352     -0.0255767
     42.4788852      0.0132986
     42.4791352      0.0269417
     42.4793852      0.0042858
     42.4796352      0.0057412
     42.4798852     -0.0078012
     42.4801352      0.0252920
     42.4803852     -0.0297507
     42.4806352      0.0274179
     42.4808852      0.0209158
     42.4811352     -0.0098068
     42.4813852      0.0141237
     42.4816352     -0.0432711
     42.4818852     -0.0111659
     42.4821352      0.0080070
     42.4823852     -0.0387654
     42.4826352      0.0080426
     42.4828852      0.0062495
     42.4831352     -0.0103469
     42.4833852      0.0011402
     42.4836352      0.0101947
     42.4838852     -0.0196421
     42.4841352      0.0060664
     42.4843852      0.0030884
     42.4846352     -0.0093647
     42.4848852      0.0304640
     42.4851352     -0.0085094
     42.4853852     -0.0122502
     42.4856352      0.0194154
     42.4858852     -0.0335349
     42.4861352      0.0033813
     42.4863852     -0.0045938
     42.4866352     -0.0170529
     42.4868852     -0.0029999
     42.4871352     -0.0126815
     42.4873852     -0.0114547
     42.4876352     -0.0292533
     42.4878852      0.0227151
     42.4881352     -0.0256181
     42.4883852     -0.0202940
     42.4886352      0.0324981
     42.4888852     -0.0199518
     42.4891352     -0.0131024
     42.4893852      0.0049443
     42.4896352      0.0096221
     42.4898852      0.0055736
     42.4901352     -0.0414261
     42.4903852     -0.0024340
     42.4906352      0.0212258
     42.4908852     -0.0102582
     42.4911352     -0.0102950
     42.4913852      0.0039905
     42.4916352      0.0281255
     42.4918852      0.0263765
     42.4921352      0.0136352
     42.4923852      0.0126831
     42.4926352      0.0078579
     42.4928852     -0.0154118
     42.4931352      0.0179665
     42.4933852      0.0089192
     42.4936352     -0.0072108
     42.4938852      0.0242878
     42.4941352     -0.0050401
     42.4943852     -0.0122513
     42.4946352      0.0026487
     42.4948852      0.0182477
     42.4951352     -0.0036052
     42.4953852      0.0102552
     42.4956352      0.0212857
     42.4958852      0.0064730
     42.4961352      0.0090220
     42.4963852     -0.0109475
     42.4966352      0.0040062
     42.4968852      0.0154955
     42.4971352     -0.0102661
     42.4973852      0.0103456
     42.4976352     -0.0151038
     42.4978852     -0.0461806
     42.4981352     -0.0036181
     42.4983852     -0.0349929
     42.4986352     -0.0168919
     42.4988852      0.0177544
     42.4991352     -0.0174375
     42.4993852      0.0089842
     42.4996352      0.0054369
     42.4998852     -0.0124191
     42.5001352      0.0214760
     42.5003852     -0.0039303
     42.5006352      0.0007270
     42.5008852     -0.0078860
     42.5011352      0.0165034
     42.5013852      0.0102794
     42.5016352      0.0087572
     42.5018852      0.0183344
     42.5021352     -0.0109131
     42.5023852      0.0049788
     42.5026352      0.0065575
     42.5028852      0.0047879
     42.5031352      0.0095400
     42.5033852      0.0021295
     42.5036352     -0.0104959
     42.5038852      0.0161075
     42.5041352     -0.0153292
     42.5043852     -0.0021417
     42.5046352      0.0489274
     42.5048852      0.0057399
     42.5051352      0.0008004
     42.5053852      0.0323837
     42.5056352      0.0094375
     42.5058852      0.0395921
     42.5061352     -0.0204285
     42.5063852     -0.0021522
     42.5066352     -0.0395749
     42.5068852      0.0038015
     42.5071352     -0.0171545
     42.5073852     -0.0199389
     42.5076352     -0.0146424
     42.5078852      0.0257821
     42.5081352     -0.0006343
     42.5083852      0.0046576
     42.5086352     -0.0068386
     42.5088852      0.0207961
     42.5091352      0.0245167
     42.5093852      0.0080459
     42.5096352      0.0070469
     42.5098852     -0.0344673
     42.5101352      0.0090367
     42.5103852      0.0269992
     42.5106352     -0.0013136
     42.5108852     -0.0099279
     42.5111352     -0.0202768
     42.5113852     -0.0002812
     42.5116352     -0.0016767
     42.5118852      0.0111275
     42.5121352      0.0045284
     42.5123852      0.0008518
     42.5126352     -0.0046023
     42.5128852     -0.0005482
     42.5131352      0.0040852
     42.5133852      0.0010067
     42.5136352      0.0061133
     42.5138852     -0.0248982
     42.5141352     -0.0262988
     42.5143852     -0.0179683
     42.5146352      0.0198988
     42.5148852      0.0275870
     42.5151352     -0.0167035
     42.5153852     -0.0294691
     42.5156352     -0.0177874
     42.5158852      0.0120726
     42.5161352      0.0051230
     42.5163852     -0.0169906
     42.5166352     -0.0118170
     42.5168852      0.0140938
     42.5171352     -0.0122949
     42.5173852      0.0050028
     42.5176352      0.0011894
     42.5178852     -0.0180135
     42.5181352     -0.0124776
     42.5183852      0.0309668
     42.5186352      0.0000710
     42.5188852      0.0360520
     42.5191352      0.0120223
     42.5193852     -0.0246398
     42.5196352      0.0158886
     42.5198852      0.0129430
     42.5201352     -0.0052508
     42.5203852      0.0247552
     42.5206352      0.0150336
     42.5208852      0.0308734
     42.5211352      0.2342215
     42.5213852      0.0497060
     42.5216352      0.0021786
     42.5218852     -0.0090241
     42.5221352     -0.0339797
     42.5223852     -0.0259108
     42.5226352     -0.0052856
     42.5228852      0.0245151
     42.5231352     -0.0007520
     42.5233852      0.0172305
     42.5236352     -0.0080547
     42.5238852      0.0211950
     42.5241352     -0.0219707
     42.5243852     -0.0028143
     42.5246352     -0.0059793
     42.5248852     -0.0149792
     42.5251352     -0.0051316
     42.5253852     -0.0125806
     42.5256352     -0.0069465
     42.5258852      0.0275162
     42.5261352     -0.0091798
     42.5263852      0.0078228
     42.5266352     -0.0199094
     42.5268852      0.0016274
     42.5271352      0.0265549
     42.5273852      0.0085900
     42.5276352      0.0194195
     42.5278852     -0.0315807
     42.5281352     -0.0293682
     42.5283852      0.0283568
     42.5286352      0.0060961
     42.5288852      0.0086654
     42.5291352     -0.0040954
     42.5293852      0.0417242
     42.5296352     -0.0096768
     42.5298852     -0.0091503
     42.5301352      0.0031520
     42.5303852      0.0202343
     42.5306352      0.0194384
     42.5308852      0.0259058
     42.5311352     -0.0189792
     42.5313852      0.0054438
     42.5316352     -0.0124319
     42.5318852      0.0378176
     42.5321352      0.0029918
     42.5323852      0.0240247
     42.5326352     -0.0174498
     42.5328852      0.0003274
     42.5331352     -0.0003261
     42.5333852     -0.0006335
     42.5336352     -0.0100156
     42.5338852     -0.0507741
     42.5341352     -0.0358704
     42.5343852      0.0066842
     42.5346352      0.0083560
     42.5348852     -0.0047451
     42.5351352      0.0035265
     42.5353852      0.0179210
     42.5356352      0.0099996
     42.5358852      0.0196686
     42.5361352      0.0209612
     42.5363852      0.0394817
     42.5366352      0.0130856
     42.5368852     -0.0044120
     42.5371352      0.0242245
     42.5373852      0.0203571
     42.5376352      0.0337042
     42.5378852     -0.0182269
     42.5381352      0.0125709
     42.5383852     -0.0157301
     42.5386352     -0.0066325
     42.5388852     -0.0203732
     42.5391352      0.0259146
     42.5393852     -0.0081940
     42.5396352      0.0079466
     42.5398852      0.0030416
     42.5401352     -0.0325081
     42.5403852      0.0183924
     42.5406352      0.0022304
     42.5408852     -0.0316903
     42.5411352      0.0095893
     42.5413852      0.0059047
     42.5416352     -0.0164919
     42.5418852     -0.0014979
     42.5421352      0.0073379
     42.5423852     -0.0165758
     42.5426352     -0.0156690
     42.5428852     -0.0017739
     42.5431352     -0.0288128
     42.5433852      0.0040036
     42.5436352      0.0005832
     42.5438852      0.0257957
     42.5441352      0.0117229
     42.5443852     -0.0333165
     42.5446352     -0.0012773
     42.5448852      0.0419259
     42.5451352      0.0161149
     42.5453852      0.0076103
     42.5456352      0.0501241
     42.5458852      0.0206725
     42.5461352      0.0111808
     42.5463852      0.0233349
     42.5466352      0.0105420
     42.5468852      0.0051457
     42.5471352     -0.0024930
     42.5473852      0.0076457
     42.5476352      0.0010816
     42.5478852     -0.0144972
     42.5481352      0.0218210
     42.5483852     -0.0195205
     42.5486352     -0.0276805
     42.5488852     -0.0204466
     42.5491352     -0.0064299
     42.5493852      0.0145963
     42.5496352     -0.0007930
     42.5498852      0.0192377
     42.5501352     -0.0058618
     42.5503852      0.0021289
     42.5506352     -0.0172829
     42.5508852      0.0358174
     42.5511352     -0.0029649
     42.5513852      0.0041804
     42.5516352     -0.0182408
     42.5518852     -0.0147430
     42.5521352      0.0140724
     42.5523852      0.0484410
     42.5526352     -0.0178560
     42.5528852     -0.0046863
     42.5531352      0.0016146
     42.5533852      0.0026570
     42.5536352     -0.0033131
     42.5538852     -0.0116376
     42.5541352     -0.0040484
     42.5543852      0.0036959
     42.5546352     -0.0153406
     42.5548852     -0.0165384
     42.5551352     -0.0050449
     42.5553852      0.0123570
     42.5556352      0.0011929
     42.5558852      0.0072071
     42.5561352      0.0020412
     42.5563852     -0.0068131
     42.5566352     -0.0173022
     42.5568852     -0.0181448
     42.5571352     -0.0384055
     42.5573852      0.0281215
     42.5576352     -0.0281624
     42.5578852     -0.0354735
     42.5581352      0.0179565
     42.5583852      0.0144040
     42.5586352     -0.0135564
     42.5588852      0.0276043
     42.5591352      0.0097370
     42.5593852     -0.0060900
     42.5596352     -0.0242001
     42.5598852     -0.0209398
     42.5601352      0.0379885
     42.5603852      0.0077807
     42.5606352     -0.0111469
     42.5608852     -0.0045365
     42.5611352     -0.0055381
     42.5613852     -0.0171233
     42.5616352     -0.0103072
     42.5618852     -0.0216243
     42.5621352      0.0065319
     42.5623852     -0.0257232
     42.5626352      0.0218047
     42.5628852      0.0099377
     42.5631352      0.0072215
     42.5633852     -0.0409538
     42.5636352      0.0049698
     42.5638852     -0.0087731
     42.5641352      0.0199705
     42.5643852      0.0046239
     42.5646352     -0.0225416
     42.5648852      0.0231343
     42.5651352     -0.0004688
     42.5653852     -0.0306369
     42.5656352      0.0077857
     42.5658852      0.0017506
     42.5661352     -0.0135128
     42.5663852     -0.0103623
     42.5666352      0.0088479
     42.5668852      0.0217626
     42.5671352     -0.0048890
     42.5673852     -0.0334098
