Frequency (GHz)      Flux (Jy)
     42.5658852     -0.0195774
     42.5661352      0.0641922
     42.5663852     -0.0113751
     42.5666352     -0.0074694
     42.5668852     -0.0018370
     42.5671352     -0.0343472
     42.5673852      0.0131465
     42.5676352     -0.0111425
     42.5678852     -0.0431461
     42.5681352     -0.0253517
     42.5683852      0.0737839
     42.5686352     -0.0169522
     42.5688852     -0.0193595
     42.5691352     -0.0289833
     42.5693852     -0.0052777
     42.5696352      0.0472706
     42.5698852     -0.0073442
     42.5701352      0.0030590
     42.5703852      0.0113023
     42.5706352     -0.0170360
     42.5708852     -0.0190736
     42.5711352      0.0398379
     42.5713852     -0.0040484
     42.5716352     -0.0438953
     42.5718852     -0.0267462
     42.5721352      0.0165683
     42.5723852      0.0824042
     42.5726352      0.0244014
     42.5728852     -0.0035238
     42.5731352     -0.0456707
     42.5733852      0.0156540
     42.5736352     -0.0242827
     42.5738852      0.0729110
     42.5741352      0.0145738
     42.5743852     -0.0039576
     42.5746352     -0.0220849
     42.5748852      0.0261171
     42.5751352     -0.0073383
     42.5753852     -0.0241225
     42.5756352      0.0287809
     42.5758852      0.0114763
     42.5761352     -0.0027849
     42.5763852     -0.0373331
     42.5766352      0.0071124
     42.5768852     -0.0059962
     42.5771352     -0.0162136
     42.5773852      0.0219514
     42.5776352     -0.0078968
     42.5778852      0.0565236
     42.5781352     -0.0009737
     42.5783852      0.0259271
     42.5786352      0.0183299
     42.5788852      0.0154819
     42.5791352      0.0296949
     42.5793852      0.0144249
     42.5796352      0.0010280
     42.5798852      0.0243790
     42.5801352      0.0125379
     42.5803852     -0.0053337
     42.5806352      0.0229256
     42.5808852      0.0195331
     42.5811352      0.0519573
     42.5813852      0.0394919
     42.5816352     -0.0312838
     42.5818852     -0.0190043
     42.5821352     -0.0417781
     42.5823852     -0.0354313
     42.5826352     -0.0247901
     42.5828852     -0.0021373
     42.5831352      0.0023362
     42.5833852      0.0408461
     42.5836352      0.0512839
     42.5838852      0.0145243
     42.5841352     -0.0264979
     42.5843852     -0.0231808
     42.5846352      0.0480609
     42.5848852      0.0510441
     42.5851352      0.0041959
     42.5853852     -0.0269816
     42.5856352     -0.0062506
     42.5858852     -0.0090353
     42.5861352     -0.0270650
     42.5863852     -0.0580562
     42.5866352      0.0052020
     42.5868852     -0.0291524
     42.5871352      0.0743177
     42.5873852     -0.0215277
     42.5876352     -0.0139449
     42.5878852      0.0937484
     42.5881352      0.0002457
     42.5883852      0.0172366
     42.5886352     -0.0410516
     42.5888852      0.0416962
     42.5891352      0.0769067
     42.5893852     -0.0190733
     42.5896352     -0.0325293
     42.5898852     -0.0287046
     42.5901352     -0.0249261
     42.5903852      0.0326054
     42.5906352      0.0125481
     42.5908852      0.0218260
     42.5911352      0.0102344
     42.5913852     -0.0599981
     42.5916352      0.0137626
     42.5918852      0.0179790
     42.5921352      0.0031801
     42.5923852     -0.0317997
     42.5926352      0.0049500
     42.5928852      0.0374590
     42.5931352      0.0193422
     42.5933852     -0.0044776
     42.5936352      0.0062712
     42.5938852     -0.0074138
     42.5941352     -0.0053546
     42.5943852      0.0435364
     42.5946352      0.0278048
     42.5948852     -0.0148671
     42.5951352     -0.0098794
     42.5953852     -0.0186193
     42.5956352      0.0541332
     42.5958852     -0.0157205
     42.5961352     -0.0133936
     42.5963852     -0.0366116
     42.5966352     -0.0400018
     42.5968852     -0.0054383
     42.5971352     -0.0485770
     42.5973852      0.0055968
     42.5976352     -0.0286835
     42.5978852     -0.0088028
     42.5981352      0.0624388
     42.5983852     -0.0216933
     42.5986352      0.0020593
     42.5988852      0.0064081
     42.5991352      0.0505263
     42.5993852     -0.0095382
     42.5996352     -0.0207976
     42.5998852     -0.0049215
     42.6001352      0.0314150
     42.6003852      0.0072295
     42.6006352     -0.0005551
     42.6008852     -0.0299158
     42.6011352     -0.0234018
     42.6013852     -0.0458527
     42.6016352     -0.0007487
     42.6018852      0.0392595
     42.6021352      0.0059494
     42.6023852     -0.0076521
     42.6026352     -0.0049615
     42.6028852      0.0368836
     42.6031352     -0.0470195
     42.6033852     -0.0023309
     42.6036352     -0.0320394
     42.6038852      0.0353931
     42.6041352      0.0318056
     42.6043852     -0.0056763
     42.6046352      0.0310195
     42.6048852     -0.0020616
     42.6051352     -0.0683432
     42.6053852      0.0243510
     42.6056352      0.0220595
     42.6058852     -0.0100629
     42.6061352     -0.0115705
     42.6063852      0.0278547
     42.6066352     -0.0287613
     42.6068852     -0.0723394
     42.6071352     -0.0052763
     42.6073852     -0.0243636
     42.6076352     -0.0315650
     42.6078852      0.0272694
     42.6081352     -0.0401631
     42.6083852      0.0399856
     42.6086352      0.0132307
     42.6088852      0.0297386
     42.6091352     -0.0187102
     42.6093852      0.0151469
     42.6096352      0.0240116
     42.6098852     -0.0037222
     42.6101352      0.0015467
     42.6103852      0.0245727
     42.6106352      0.0183223
     42.6108852     -0.0571447
     42.6111352      0.0273635
     42.6113852     -0.0030477
     42.6116352      0.0215924
     42.6118852      0.0184751
     42.6121352      0.0331991
     42.6123852      0.0041194
     42.6126352     -0.0248533
     42.6128852     -0.0105203
     42.6131352     -0.0135724
     42.6133852     -0.0210234
     42.6136352      0.0087182
     42.6138852     -0.0249420
     42.6141352      0.0199512
     42.6143852      0.0174634
     42.6146352      0.0211145
     42.6148852     -0.0091591
     42.6151352      0.0218522
     42.6153852      0.0186780
     42.6156352      0.0364021
     42.6158852      0.0081549
     42.6161352     -0.0177810
     42.6163852      0.0121656
     42.6166352      0.0082485
     42.6168852      0.0029453
     42.6171352     -0.0186833
     42.6173852      0.0477937
     42.6176352     -0.0150334
     42.6178852      0.0561907
     42.6181352      0.0019053
     42.6183852      0.0146006
     42.6186352      0.0327826
     42.6188852      0.0166102
     42.6191352      0.0152701
     42.6193852     -0.0437910
     42.6196352     -0.0060844
     42.6198852     -0.0120497
     42.6201352     -0.0046094
     42.6203852     -0.0383710
     42.6206352      0.0072183
     42.6208852     -0.0122519
     42.6211352      0.0291233
     42.6213852      0.0312561
     42.6216352     -0.0170230
     42.6218852      0.0034180
     42.6221352      0.0103547
     42.6223852      0.0425886
     42.6226352      0.0333825
     42.6228852     -0.0060103
     42.6231352      0.0183868
     42.6233852      0.0273815
     42.6236352      0.0063235
     42.6238852      0.0113410
     42.6241352     -0.0179430
     42.6243852     -0.0217238
     42.6246352     -0.0384535
     42.6248852     -0.0172665
     42.6251352     -0.0227508
     42.6253852     -0.0055519
     42.6256352     -0.0036437
     42.6258852      0.0248574
     42.6261352     -0.0230133
     42.6263852      0.0091600
     42.6266352     -0.0256491
     42.6268852      0.0193055
     42.6271352      0.0093128
     42.6273852      0.0035241
     42.6276352     -0.0061670
     42.6278852     -0.0186155
     42.6281352      0.0199866
     42.6283852      0.0027275
     42.6286352     -0.0177415
     42.6288852      0.0076644
     42.6291352      0.0383333
     42.6293852      0.0454109
     42.6296352      0.0054979
     42.6298852     -0.0138204
     42.6301352     -0.0007858
     42.6303852     -0.0191073
     42.6306352      0.0174189
     42.6308852     -0.0120765
     42.6311352      0.0022828
     42.6313852     -0.0126476
     42.6316352      0.0169477
     42.6318852      0.0049585
     42.6321352      0.0426697
     42.6323852      0.0452408
     42.6326352     -0.0345521
     42.6328852      0.0383336
     42.6331352     -0.0020950
     42.6333852     -0.0075018
     42.6336352     -0.0006244
     42.6338852      0.0174315
     42.6341352     -0.0210872
     42.6343852     -0.0219719
     42.6346352      0.0093657
     42.6348852      0.0142357
     42.6351352     -0.0062666
     42.6353852     -0.0243784
     42.6356352      0.0101835
     42.6358852     -0.0026856
     42.6361352     -0.0332305
     42.6363852     -0.0011227
     42.6366352     -0.0128721
     42.6368852     -0.0135243
     42.6371352     -0.0033819
     42.6373852     -0.0472058
     42.6376352      0.0321243
     42.6378852     -0.0173642
     42.6381352     -0.0295969
     42.6383852      0.0364835
     42.6386352      0.0454574
     42.6388852     -0.0113764
     42.6391352      0.0093643
     42.6393852     -0.0009028
     42.6396352     -0.0170041
     42.6398852     -0.0040409
     42.6401352      0.0402196
     42.6403852     -0.0162494
     42.6406352     -0.0301920
     42.6408852      0.0117751
     42.6411352     -0.0407383
     42.6413852     -0.0014503
     42.6416352     -0.0008215
     42.6418852     -0.0017998
     42.6421352     -0.0462110
     42.6423852      0.0710220
     42.6426352     -0.0101209
     42.6428852      0.0024485
     42.6431352      0.0318766
     42.6433852     -0.0220326
     42.6436352      0.0151106
     42.6438852     -0.0401453
     42.6441352     -0.0126828
     42.6443852     -0.0225771
     42.6446352      0.0361061
     42.6448852      0.0088340
     42.6451352      0.0177088
     42.6453852     -0.0251682
     42.6456352     -0.0312240
     42.6458852     -0.0162642
     42.6461352     -0.0219141
     42.6463852      0.0182239
     42.6466352     -0.0291433
     42.6468852      0.0064849
     42.6471352      0.0003864
     42.6473852     -0.0242261
     42.6476352      0.0219554
     42.6478852     -0.0205365
     42.6481352      0.0001960
     42.6483852     -0.0497449
     42.6486352     -0.0092278
     42.6488852      0.0326089
     42.6491352      0.0093843
     42.6493852      0.0036148
     42.6496352      0.0067408
     42.6498852     -0.0286701
     42.6501352      0.0185953
     42.6503852     -0.0325071
     42.6506352      0.0112987
     42.6508852      0.0013457
     42.6511352     -0.0103030
     42.6513852     -0.0508693
     42.6516352     -0.0048557
     42.6518852      0.0054859
     42.6521352     -0.0039529
     42.6523852      0.0734661
     42.6526352     -0.0359031
     42.6528852      0.0107481
     42.6531352     -0.0373201
     42.6533852     -0.0200454
     42.6536352     -0.0037643
     42.6538852     -0.0087622
     42.6541352     -0.0007982
     42.6543852     -0.0074688
     42.6546352     -0.0193172
     42.6548852     -0.0219563
     42.6551352      0.0016164
     42.6553852      0.0085594
     42.6556352      0.0259948
     42.6558852      0.0179973
     42.6561352     -0.0106211
     42.6563852     -0.0396193
     42.6566352     -0.0160166
     42.6568852      0.0437409
     42.6571352      0.0246432
     42.6573852     -0.0160187
     42.6576352      0.0250873
     42.6578852      0.0032434
     42.6581352     -0.0454104
     42.6583852      0.0120194
     42.6586352     -0.0250942
     42.6588852     -0.0088290
     42.6591352      0.0186309
     42.6593852     -0.0309821
     42.6596352     -0.0204152
     42.6598852     -0.0022973
     42.6601352     -0.0135298
     42.6603852     -0.0310366
     42.6606352      0.0452365
     42.6608852     -0.0333376
     42.6611352     -0.0258183
     42.6613852     -0.0177073
     42.6616352     -0.0103844
     42.6618852     -0.0076600
     42.6621352      0.0048001
     42.6623852     -0.0089428
     42.6626352      0.0223099
     42.6628852     -0.0096642
     42.6631352      0.0007039
     42.6633852     -0.0825994
     42.6636352      0.0315057
     42.6638852      0.0519182
     42.6641352      0.0217947
     42.6643852     -0.0452032
     42.6646352     -0.0021550
     42.6648852      0.0130604
     42.6651352     -0.0177657
     42.6653852     -0.0034722
     42.6656352      0.0125794
     42.6658852     -0.0366254
     42.6661352      0.0455368
     42.6663852     -0.0074512
     42.6666352      0.0347122
     42.6668852      0.0207298
     42.6671352      0.0170443
     42.6673852      0.0320470
     42.6676352     -0.0278611
     42.6678852      0.0294634
     42.6681352      0.0111651
     42.6683852      0.0420509
     42.6686352     -0.0339307
     42.6688852     -0.0012264
     42.6691352      0.0498716
     42.6693852      0.0328219
     42.6696352      0.0151726
     42.6698852     -0.0181040
     42.6701352      0.0472845
     42.6703852      0.0232391
     42.6706352      0.0079888
     42.6708852     -0.0557131
     42.6711352     -0.0422049
     42.6713852     -0.0169017
     42.6716352      0.0493169
     42.6718852     -0.0035322
     42.6721352     -0.0083685
     42.6723852     -0.0626006
     42.6726352      0.0159161
     42.6728852      0.0167023
     42.6731352      0.0121544
     42.6733852      0.0203921
     42.6736352     -0.0040100
     42.6738852     -0.0441677
     42.6741352     -0.0021445
     42.6743852      0.0198348
     42.6746352     -0.0075803
     42.6748852      0.0024701
     42.6751352      0.0005815
     42.6753852      0.0213338
     42.6756352      0.0054953
     42.6758852      0.0232242
     42.6761352      0.0183494
     42.6763852     -0.0051527
     42.6766352      0.0088075
     42.6768852     -0.0085260
     42.6771352     -0.0149985
     42.6773852      0.0018423
     42.6776352     -0.0205728
     42.6778852     -0.0002606
     42.6781352     -0.0247820
     42.6783852     -0.0055573
     42.6786352      0.0521773
     42.6788852     -0.0019031
     42.6791352     -0.0349194
     42.6793852     -0.0054122
     42.6796352      0.0340329
     42.6798852     -0.0360279
     42.6801352      0.0042338
     42.6803852     -0.0055210
     42.6806352     -0.0187133
     42.6808852      0.0106224
     42.6811352      0.0310880
     42.6813852     -0.0071367
     42.6816352     -0.0224183
     42.6818852     -0.0020404
     42.6821352     -0.0104103
     42.6823852     -0.0065744
     42.6826352      0.0064608
     42.6828852      0.0207283
     42.6831352     -0.0307070
     42.6833852     -0.0180412
     42.6836352     -0.0109090
     42.6838852     -0.0476347
     42.6841352      0.0294506
     42.6843852      0.0008815
     42.6846352      0.0002461
     42.6848852      0.0026713
     42.6851352      0.0190049
     42.6853852      0.0201702
     42.6856352     -0.0388175
     42.6858852     -0.0295363
     42.6861352      0.0227231
     42.6863852     -0.0222098
     42.6866352      0.0002236
     42.6868852      0.0654476
     42.6871352      0.0479913
     42.6873852      0.0127136
     42.6876352      0.0292972
     42.6878852      0.0198742
     42.6881352     -0.0376070
     42.6883852      0.0086888
     42.6886352     -0.0053857
     42.6888852     -0.0363695
     42.6891352      0.0259494
     42.6893852     -0.0223724
     42.6896352      0.0380148
     42.6898852      0.0121164
     42.6901352      0.0193007
     42.6903852     -0.0354071
     42.6906352      0.0310510
     42.6908852      0.0166877
     42.6911352     -0.0203081
     42.6913852      0.0215194
     42.6916352     -0.0105921
     42.6918852     -0.0060245
     42.6921352     -0.0287254
     42.6923852      0.0042050
     42.6926352      0.0169661
     42.6928852     -0.0045711
     42.6931352     -0.0241265
     42.6933852      0.0354942
     42.6936352      0.0158123
     42.6938852      0.0023667
     42.6941352     -0.0627850
     42.6943852      0.0079468
     42.6946352      0.0028226
     42.6948852     -0.0123227
     42.6951352      0.0264395
     42.6953852      0.0037243
     42.6956352     -0.0017909
     42.6958852     -0.0106400
     42.6961352      0.0099284
     42.6963852     -0.0049706
     42.6966352      0.0489491
     42.6968852      0.0371435
     42.6971352      0.0039911
     42.6973852      0.0101055
     42.6976352     -0.0075213
     42.6978852      0.0438501
     42.6981352     -0.0104233
     42.6983852      0.0166088
     42.6986352      0.0056276
     42.6988852      0.0280280
     42.6991352      0.0339851
     42.6993852      0.0136578
     42.6996352      0.0093787
     42.6998852     -0.0144562
     42.7001352      0.0198999
     42.7003852     -0.0000580
     42.7006352     -0.0214416
     42.7008852     -0.0203774
     42.7011352      0.0061858
     42.7013852     -0.0326962
     42.7016352     -0.0044115
     42.7018852     -0.0320710
     42.7021352     -0.0053068
     42.7023852      0.0274329
     42.7026352     -0.0074358
     42.7028852     -0.0487701
     42.7031352     -0.0303507
     42.7033852     -0.0468879
     42.7036352      0.0116648
     42.7038852      0.0037758
     42.7041352     -0.0146778
     42.7043852     -0.0340559
     42.7046352     -0.0263738
     42.7048852     -0.0331622
     42.7051352     -0.0025679
     42.7053852      0.0127882
     42.7056352      0.0177512
     42.7058852      0.0027083
     42.7061352      0.0170744
     42.7063852     -0.0194417
     42.7066352      0.0240536
     42.7068852     -0.0147238
     42.7071352     -0.0064722
     42.7073852     -0.0084137
     42.7076352     -0.0182946
     42.7078852      0.0449312
     42.7081352     -0.0188128
     42.7083852      0.0067489
     42.7086352     -0.0352650
     42.7088852      0.0109632
     42.7091352     -0.0078445
     42.7093852      0.0243036
     42.7096352      0.0059979
     42.7098852     -0.0027416
     42.7101352     -0.0107315
     42.7103852     -0.0330632
     42.7106352      0.0291883
     42.7108852     -0.0018288
     42.7111352      0.0156910
     42.7113852      0.0182231
     42.7116352     -0.0402150
     42.7118852      0.1004160
     42.7121352     -0.0057053
     42.7123852      0.0318746
     42.7126352      0.0101963
     42.7128852     -0.0430637
     42.7131352     -0.0112288
     42.7133852      0.0063231
     42.7136352      0.0148282
     42.7138852      0.0362139
     42.7141352      0.0593897
     42.7143852      0.0021541
     42.7146352     -0.0161802
     42.7148852     -0.0284671
     42.7151352     -0.0154096
     42.7153852     -0.0146347
     42.7156352     -0.0121326
     42.7158852      0.0164535
     42.7161352      0.0256848
     42.7163852      0.0143042
     42.7166352     -0.0249318
     42.7168852      0.0103316
     42.7171352     -0.0050084
     42.7173852      0.0353596
     42.7176352     -0.0116585
     42.7178852      0.0105467
     42.7181352      0.0351725
     42.7183852     -0.0234431
     42.7186352      0.0046133
     42.7188852      0.0225911
     42.7191352      0.0264811
     42.7193852      0.0123460
     42.7196352     -0.0035177
     42.7198852      0.0114293
     42.7201352      0.0419402
     42.7203852      0.0068408
     42.7206352      0.0102590
     42.7208852     -0.0005433
     42.7211352     -0.0047573
     42.7213852     -0.0056250
     42.7216352      0.0289970
     42.7218852     -0.0019550
     42.7221352     -0.0216224
     42.7223852      0.0030835
     42.7226352      0.0064830
     42.7228852     -0.0095732
     42.7231352     -0.0535590
     42.7233852      0.0120851
     42.7236352     -0.0279926
     42.7238852     -0.0395144
     42.7241352     -0.0022464
     42.7243852     -0.0209807
     42.7246352      0.0056515
     42.7248852     -0.0346591
     42.7251352     -0.0295848
     42.7253852     -0.0084395
     42.7256352      0.0128493
     42.7258852      0.0041663
     42.7261352     -0.0071332
     42.7263852     -0.0130091
     42.7266352      0.0044108
     42.7268852      0.0008200
     42.7271352     -0.0232986
     42.7273852      0.0092974
     42.7276352     -0.0206897
     42.7278852      0.0385231
     42.7281352     -0.0181918
     42.7283852     -0.0004649
     42.7286352      0.0287975
     42.7288852      0.0071131
     42.7291352      0.0189107
     42.7293852     -0.0073384
     42.7296352     -0.0041504
     42.7298852      0.0374408
     42.7301352      0.0149111
     42.7303852      0.0065768
     42.7306352     -0.0519696
     42.7308852     -0.0160454
     42.7311352     -0.0019261
     42.7313852     -0.0145007
     42.7316352      0.0245868
     42.7318852     -0.0028373
     42.7321352      0.0274220
     42.7323852     -0.0353407
     42.7326352      0.0424112
     42.7328852     -0.0187699
     42.7331352     -0.0090117
     42.7333852     -0.0164319
     42.7336352     -0.0512191
     42.7338852      0.0084068
     42.7341352     -0.0223642
     42.7343852     -0.0075714
     42.7346352      0.0146274
     42.7348852     -0.0002350
     42.7351352      0.0098146
     42.7353852      0.0042155
     42.7356352     -0.0171921
     42.7358852      0.0150366
     42.7361352     -0.0654601
     42.7363852     -0.0549176
     42.7366352      0.0262519
     42.7368852     -0.0088021
     42.7371352     -0.0016421
     42.7373852      0.0075007
     42.7376352     -0.0358231
     42.7378852     -0.0124125
     42.7381352      0.0094953
     42.7383852      0.0513140
     42.7386352     -0.0033618
     42.7388852     -0.0110534
     42.7391352      0.0074704
     42.7393852      0.0121722
     42.7396352      0.0056945
     42.7398852     -0.0194713
     42.7401352      0.0371791
     42.7403852     -0.0052849
     42.7406352     -0.0206049
     42.7408852     -0.0095496
     42.7411352     -0.0195584
     42.7413852      0.0206604
     42.7416352      0.0142395
     42.7418852     -0.0215024
     42.7421352      0.0120458
     42.7423852     -0.0291047
     42.7426352     -0.0223644
     42.7428852      0.0452566
     42.7431352     -0.0070554
     42.7433852      0.0152014
     42.7436352     -0.0451417
     42.7438852     -0.0195499
     42.7441352     -0.0183770
     42.7443852      0.0416125
     42.7446352      0.0165539
     42.7448852     -0.0156350
     42.7451352      0.0071457
     42.7453852      0.0190594
     42.7456352     -0.0141719
     42.7458852     -0.0212175
     42.7461352     -0.0136096
     42.7463852      0.0103707
     42.7466352      0.0081910
     42.7468852      0.0245385
     42.7471352      0.0028227
     42.7473852     -0.0010164
     42.7476352      0.0004445
     42.7478852     -0.0067954
     42.7481352      0.0301519
     42.7483852     -0.0020410
     42.7486352      0.0383784
     42.7488852     -0.0077379
     42.7491352      0.0359881
     42.7493852     -0.0065924
     42.7496352      0.0249585
     42.7498852     -0.0126609
     42.7501352     -0.0286402
     42.7503852      0.0065553
     42.7506352      0.0547779
     42.7508852     -0.0178645
     42.7511352     -0.0119067
     42.7513852     -0.0170754
     42.7516352      0.0234081
     42.7518852     -0.0344496
     42.7521352     -0.0062990
     42.7523852     -0.0238365
     42.7526352      0.0130087
     42.7528852      0.0143176
     42.7531352     -0.0202444
     42.7533852     -0.0087110
     42.7536352     -0.0256067
     42.7538852      0.0157037
     42.7541352     -0.0382830
     42.7543852     -0.0266723
     42.7546352     -0.0082493
     42.7548852      0.0734527
     42.7551352      0.0105294
     42.7553852      0.0211208
     42.7556352     -0.0089237
     42.7558852      0.0098403
     42.7561352      0.0008366
     42.7563852     -0.0426873
     42.7566352     -0.0154149
     42.7568852     -0.0383920
     42.7571352     -0.0123961
     42.7573852      0.0059886
     42.7576352      0.0000352
     42.7578852      0.0045071
     42.7581352     -0.0273965
     42.7583852      0.0116156
     42.7586352     -0.0176350
     42.7588852      0.0473365
     42.7591352     -0.0618857
     42.7593852     -0.0294297
     42.7596352      0.0152478
     42.7598852      0.0120003
     42.7601352      0.0377023
     42.7603852      0.0219529
     42.7606352      0.0099199
     42.7608852      0.0063898
     42.7611352      0.0213766
     42.7613852      0.0169671
     42.7616352      0.0086908
     42.7618852     -0.0156582
     42.7621352     -0.0008111
     42.7623852     -0.0269357
     42.7626352      0.0210682
     42.7628852      0.0106682
     42.7631352     -0.0250785
     42.7633852     -0.0240692
     42.7636352     -0.0364268
     42.7638852      0.0223440
     42.7641352      0.0202727
     42.7643852      0.0119568
     42.7646352      0.0138364
     42.7648852      0.0196656
     42.7651352     -0.0103496
     42.7653852      0.0000042
     42.7656352     -0.0059165
     42.7658852      0.0239233
     42.7661352     -0.0152648
     42.7663852      0.0079665
     42.7666352     -0.0385839
     42.7668852      0.0074880
     42.7671352      0.0033131
     42.7673852      0.0403172
     42.7676352     -0.0387428
     42.7678852      0.0456377
     42.7681352     -0.0058018
     42.7683852     -0.0068437
     42.7686352     -0.0498128
     42.7688852      0.0185814
     42.7691352     -0.0326123
     42.7693852      0.0550541
     42.7696352     -0.0480228
     42.7698852     -0.0192561
     42.7701352      0.0221577
     42.7703852     -0.0067802
     42.7706352      0.0122930
     42.7708852     -0.0615761
     42.7711352      0.0236741
     42.7713852     -0.0043364
     42.7716352      0.0156807
     42.7718852     -0.0012375
     42.7721352      0.0157217
     42.7723852     -0.0615201
     42.7726352     -0.0026906
     42.7728852      0.0011951
     42.7731352      0.0138909
     42.7733852      0.0564322
     42.7736352      0.0086141
     42.7738852      0.0080826
     42.7741352      0.0201661
     42.7743852      0.0084591
     42.7746352      0.0127643
     42.7748852     -0.0187097
     42.7751352      0.0057701
     42.7753852      0.0140220
     42.7756352     -0.0226243
     42.7758852      0.0189386
     42.7761352      0.0458183
     42.7763852     -0.0044738
     42.7766352      0.0240443
     42.7768852     -0.0029255
     42.7771352     -0.0038556
     42.7773852      0.0017032
     42.7776352     -0.0417291
     42.7778852      0.0308332
     42.7781352      0.0322067
     42.7783852      0.0254292
     42.7786352     -0.0002782
     42.7788852      0.0003050
     42.7791352     -0.0224729
     42.7793852      0.0113870
     42.7796352      0.0053887
     42.7798852     -0.0169880
     42.7801352      0.0037938
     42.7803852     -0.0218598
     42.7806352      0.0102243
     42.7808852      0.0643608
     42.7811352     -0.0434596
     42.7813852      0.0157304
     42.7816352      0.0398772
     42.7818852      0.0013631
     42.7821352     -0.0297878
     42.7823852     -0.0062986
     42.7826352     -0.0287235
     42.7828852      0.0156301
     42.7831352     -0.0108404
     42.7833852     -0.0279910
     42.7836352      0.0125725
     42.7838852     -0.0031730
     42.7841352      0.0355601
     42.7843852      0.0050627
     42.7846352      0.0046963
     42.7848852     -0.0022125
     42.7851352      0.0229685
     42.7853852      0.0059986
     42.7856352     -0.0227301
     42.7858852      0.0414474
     42.7861352     -0.0172331
     42.7863852      0.0716000
     42.7866352     -0.0604627
     42.7868852     -0.0219323
     42.7871352      0.0577347
     42.7873852     -0.0090587
     42.7876352      0.0027501
     42.7878852      0.0081835
     42.7881352     -0.0189602
     42.7883852     -0.0008562
     42.7886352     -0.0056148
     42.7888852      0.0298477
     42.7891352      0.0212046
     42.7893852      0.0030246
     42.7896352     -0.0328883
     42.7898852      0.0259718
     42.7901352     -0.0204494
     42.7903852     -0.0234661
     42.7906352      0.0093647
     42.7908852     -0.0195939
     42.7911352     -0.0500054
     42.7913852      0.0172091
     42.7916352     -0.0073892
     42.7918852     -0.0066365
     42.7921352     -0.0081703
     42.7923852     -0.0316822
     42.7926352      0.0062768
     42.7928852     -0.0134059
     42.7931352      0.0014573
     42.7933852      0.0015400
     42.7936352     -0.0039558
     42.7938852     -0.0334185
     42.7941352     -0.0122025
     42.7943852     -0.0036771
     42.7946352     -0.0125417
     42.7948852     -0.0323925
     42.7951352     -0.0084148
     42.7953852      0.0162909
     42.7956352     -0.0027190
     42.7958852     -0.0196758
     42.7961352      0.0193231
     42.7963852     -0.0042065
     42.7966352      0.0015716
     42.7968852      0.0445362
     42.7971352     -0.0188453
     42.7973852      0.0544316
     42.7976352     -0.0040178
     42.7978852     -0.0066379
     42.7981352      0.0231143
     42.7983852      0.0052157
     42.7986352      0.0031635
     42.7988852      0.0207933
     42.7991352      0.0217152
     42.7993852     -0.0334027
     42.7996352     -0.0175664
     42.7998852     -0.0034692
     42.8001352     -0.0120351
     42.8003852      0.0016500
     42.8006352      0.0019304
     42.8008852     -0.0007397
     42.8011352      0.0362090
     42.8013852     -0.0029746
     42.8016352      0.0254096
     42.8018852     -0.0174264
     42.8021352     -0.0078586
     42.8023852     -0.0134623
     42.8026352     -0.0161420
     42.8028852      0.0189076
     42.8031352      0.0115777
     42.8033852     -0.0040904
     42.8036352      0.0115730
     42.8038852     -0.0201502
     42.8041352      0.0414511
     42.8043852     -0.0099603
     42.8046352      0.0166820
     42.8048852      0.0030056
     42.8051352     -0.0127028
     42.8053852     -0.0213116
     42.8056352      0.0208498
     42.8058852      0.0085815
     42.8061352     -0.0299250
     42.8063852      0.0179658
     42.8066352      0.0176773
     42.8068852      0.0097872
     42.8071352     -0.0069859
     42.8073852      0.0203811
     42.8076352      0.0035389
     42.8078852     -0.0017213
     42.8081352      0.0024216
     42.8083852     -0.0184896
     42.8086352      0.0787933
     42.8088852      0.0112396
     42.8091352     -0.0350666
     42.8093852      0.0225226
     42.8096352      0.0369896
     42.8098852      0.0252242
     42.8101352     -0.0003891
     42.8103852      0.0312337
     42.8106352      0.0208640
     42.8108852      0.0255345
     42.8111352      0.0137617
     42.8113852     -0.0027821
     42.8116352     -0.0098780
     42.8118852      0.0551116
     42.8121352     -0.0037872
     42.8123852     -0.0031198
     42.8126352      0.0005574
     42.8128852      0.0200960
     42.8131352     -0.0079247
     42.8133852     -0.0594419
     42.8136352      0.0149856
     42.8138852     -0.0367345
     42.8141352      0.0114918
     42.8143852      0.0268958
     42.8146352      0.0554495
     42.8148852      0.0018960
     42.8151352      0.0070714
     42.8153852      0.0244166
     42.8156352     -0.0126082
     42.8158852     -0.0336102
     42.8161352      0.0136693
     42.8163852     -0.0138323
     42.8166352     -0.0290788
     42.8168852     -0.0245982
     42.8171352      0.0379528
     42.8173852     -0.0560541
     42.8176352      0.0013439
     42.8178852     -0.0101847
     42.8181352     -0.0421207
     42.8183852     -0.0463362
     42.8186352     -0.0373379
     42.8188852      0.0030203
     42.8191352     -0.0116747
     42.8193852      0.0163050
     42.8196352     -0.0039155
     42.8198852     -0.0544959
     42.8201352     -0.0307598
     42.8203852      0.0184798
     42.8206352     -0.0492650
     42.8208852     -0.0103023
     42.8211352     -0.0154357
     42.8213852     -0.0240129
     42.8216352     -0.0206355
     42.8218852     -0.0229961
     42.8221352     -0.0038485
     42.8223852     -0.0128009
     42.8226352      0.0126916
     42.8228852      0.0075778
     42.8231352      0.0284371
     42.8233852     -0.0326216
     42.8236352      0.0199769
     42.8238852     -0.0260256
     42.8241352      0.1797935
