Frequency (GHz)      Flux (Jy)
     42.3311352      0.0175621
     42.3313852      0.0124018
     42.3316352      0.0369693
     42.3318852     -0.0275649
     42.3321352     -0.0090782
     42.3323852     -0.0052307
     42.3326352     -0.0150233
     42.3328852      0.0441444
     42.3331352     -0.0439027
     42.3333852      0.0102618
     42.3336352      0.0119238
     42.3338852      0.0001967
     42.3341352      0.0343914
     42.3343852      0.0095596
     42.3346352      0.0186030
     42.3348852     -0.0579917
     42.3351352     -0.0072461
     42.3353852      0.0834330
     42.3356352      0.0039977
     42.3358852      0.0250579
     42.3361352      0.0167780
     42.3363852     -0.0628712
     42.3366352     -0.0121396
     42.3368852     -0.0076704
     42.3371352     -0.0173720
     42.3373852      0.0378888
     42.3376352     -0.0429062
     42.3378852      0.0663182
     42.3381352      0.0114617
     42.3383852      0.0159542
     42.3386352     -0.0589243
     42.3388852     -0.0094936
     42.3391352      0.0182187
     42.3393852     -0.0233577
     42.3396352     -0.0052044
     42.3398852     -0.0145212
     42.3401352     -0.0133024
     42.3403852      0.0138725
     42.3406352      0.0042250
     42.3408852     -0.0135505
     42.3411352      0.0214177
     42.3413852     -0.0024893
     42.3416352      0.0372759
     42.3418852     -0.0076963
     42.3421352      0.0243559
     42.3423852     -0.0119996
     42.3426352      0.0502835
     42.3428852      0.0385035
     42.3431352      0.0320200
     42.3433852     -0.0185944
     42.3436352      0.0139970
     42.3438852      0.0170304
     42.3441352     -0.0224340
     42.3443852      0.0143529
     42.3446352     -0.0334953
     42.3448852      0.0064044
     42.3451352      0.0374794
     42.3453852     -0.0436658
     42.3456352     -0.0290905
     42.3458852      0.0019423
     42.3461352     -0.0165440
     42.3463852     -0.0237566
     42.3466352     -0.0492463
     42.3468852     -0.0178995
     42.3471352     -0.0446094
     42.3473852     -0.0031413
     42.3476352     -0.0051170
     42.3478852     -0.0284338
     42.3481352      0.0048329
     42.3483852     -0.0469881
     42.3486352     -0.0235459
     42.3488852     -0.0288665
     42.3491352      0.0255727
     42.3493852      0.0025571
     42.3496352     -0.0157217
     42.3498852      0.0289184
     42.3501352      0.0351820
     42.3503852     -0.0365964
     42.3506352     -0.0116095
     42.3508852      0.0454386
     42.3511352     -0.0167447
     42.3513852      0.0050334
     42.3516352      0.0561262
     42.3518852      0.0021178
     42.3521352      0.0237222
     42.3523852      0.0099857
     42.3526352     -0.0081388
     42.3528852     -0.0325133
     42.3531352      0.0454715
     42.3533852      0.0006716
     42.3536352     -0.0323373
     42.3538852      0.0188619
     42.3541352     -0.0597734
     42.3543852      0.0181090
     42.3546352      0.0162626
     42.3548852     -0.0550252
     42.3551352      0.0096142
     42.3553852      0.0230859
     42.3556352     -0.0068816
     42.3558852     -0.0200453
     42.3561352      0.0396940
     42.3563852     -0.0299031
     42.3566352      0.0091780
     42.3568852      0.0303683
     42.3571352      0.0184853
     42.3573852     -0.0102674
     42.3576352     -0.0023920
     42.3578852      0.0228766
     42.3581352     -0.0223540
     42.3583852      0.0706721
     42.3586352      0.0039441
     42.3588852      0.0024975
     42.3591352     -0.0084829
     42.3593852      0.0019902
     42.3596352      0.0160673
     42.3598852      0.0048117
     42.3601352     -0.0269990
     42.3603852     -0.0142431
     42.3606352     -0.0194418
     42.3608852     -0.0188122
     42.3611352      0.0071668
     42.3613852     -0.0152196
     42.3616352     -0.0145385
     42.3618852      0.0257659
     42.3621352      0.0302752
     42.3623852     -0.0057352
     42.3626352     -0.0144627
     42.3628852     -0.0208373
     42.3631352      0.0056168
     42.3633852      0.0353096
     42.3636352     -0.0229239
     42.3638852     -0.0098636
     42.3641352     -0.0275952
     42.3643852      0.0005401
     42.3646352     -0.0617328
     42.3648852      0.0167009
     42.3651352      0.0045977
     42.3653852      0.0280101
     42.3656352      0.0306652
     42.3658852      0.0159458
     42.3661352     -0.0189321
     42.3663852      0.0404763
     42.3666352      0.0072657
     42.3668852     -0.0031178
     42.3671352     -0.0229344
     42.3673852     -0.0038485
     42.3676352      0.0136147
     42.3678852     -0.0048997
     42.3681352      0.0316579
     42.3683852      0.0098546
     42.3686352      0.0028426
     42.3688852      0.0159782
     42.3691352      0.0016940
     42.3693852      0.0506565
     42.3696352      0.0387594
     42.3698852     -0.0004318
     42.3701352     -0.0200340
     42.3703852     -0.0472825
     42.3706352     -0.0126734
     42.3708852     -0.0063476
     42.3711352     -0.0465558
     42.3713852     -0.0368640
     42.3716352      0.0290369
     42.3718852      0.1846700
     42.3721352      0.0404252
     42.3723852     -0.0155323
     42.3726352     -0.0169099
     42.3728852      0.0405106
     42.3731352     -0.0140050
     42.3733852     -0.0240019
     42.3736352      0.0093066
     42.3738852     -0.0067674
     42.3741352     -0.0027748
     42.3743852      0.0268801
     42.3746352      0.0279172
     42.3748852      0.0120559
     42.3751352      0.0104015
     42.3753852      0.0306864
     42.3756352     -0.0442974
     42.3758852     -0.0102885
     42.3761352      0.0303562
     42.3763852     -0.0116420
     42.3766352      0.0068129
     42.3768852     -0.0029685
     42.3771352     -0.0285886
     42.3773852      0.0030105
     42.3776352      0.0402914
     42.3778852     -0.0040521
     42.3781352     -0.0426353
     42.3783852     -0.0114732
     42.3786352      0.0145216
     42.3788852      0.0055738
     42.3791352     -0.0336388
     42.3793852      0.0158169
     42.3796352      0.0423365
     42.3798852      0.0322233
     42.3801352      0.0483236
     42.3803852      0.0232837
     42.3806352      0.0505689
     42.3808852     -0.0011562
     42.3811352      0.0308856
     42.3813852     -0.0045804
     42.3816352      0.0066865
     42.3818852      0.0174743
     42.3821352     -0.0163239
     42.3823852      0.0439475
     42.3826352     -0.0038800
     42.3828852      0.0113083
     42.3831352     -0.0181654
     42.3833852     -0.0085498
     42.3836352     -0.0218774
     42.3838852      0.0012524
     42.3841352     -0.0058798
     42.3843852     -0.0372205
     42.3846352      0.0206773
     42.3848852      0.0077314
     42.3851352      0.0013214
     42.3853852      0.0084253
     42.3856352      0.0564911
     42.3858852     -0.0050091
     42.3861352      0.0203555
     42.3863852     -0.0072880
     42.3866352     -0.0194689
     42.3868852      0.0413905
     42.3871352     -0.0219392
     42.3873852      0.0299690
     42.3876352      0.0394551
     42.3878852      0.0380364
     42.3881352     -0.0001695
     42.3883852      0.0033316
     42.3886352      0.0340649
     42.3888852      0.0517250
     42.3891352     -0.0185343
     42.3893852      0.0256444
     42.3896352     -0.0414653
     42.3898852      0.0034093
     42.3901352      0.0229554
     42.3903852     -0.0221859
     42.3906352      0.0643181
     42.3908852     -0.0272307
     42.3911352     -0.0176651
     42.3913852     -0.0383117
     42.3916352      0.0289356
     42.3918852      0.0296239
     42.3921352     -0.0170411
     42.3923852     -0.0024708
     42.3926352     -0.0073369
     42.3928852      0.0077628
     42.3931352      0.0196011
     42.3933852      0.0262859
     42.3936352      0.0088501
     42.3938852      0.0310453
     42.3941352     -0.0202312
     42.3943852      0.0543168
     42.3946352      0.0098179
     42.3948852      0.0443407
     42.3951352      0.0134617
     42.3953852      0.0712064
     42.3956352      0.0066143
     42.3958852      0.0156830
     42.3961352     -0.0513084
     42.3963852      0.0410181
     42.3966352      0.0654802
     42.3968852     -0.0544819
     42.3971352      0.0109657
     42.3973852     -0.0333522
     42.3976352      0.0132885
     42.3978852      0.0139542
     42.3981352     -0.0269267
     42.3983852      0.0026029
     42.4031352     -0.0038383
     42.4033852     -0.0019194
     42.4036352     -0.0179546
     42.4038852     -0.0107116
     42.4041352     -0.0369697
     42.4043852      0.0118512
     42.4046352      0.0354633
     42.4048852      0.0181766
     42.4051352      0.0814629
     42.4053852      0.0283113
     42.4056352     -0.0226819
     42.4058852     -0.0084872
     42.4061352      0.0112692
     42.4063852      0.0131173
     42.4066352      0.0318980
     42.4068852     -0.0127580
     42.4071352      0.0360771
     42.4073852     -0.0084723
     42.4076352      0.0390180
     42.4078852      0.0104573
     42.4081352     -0.0070806
     42.4083852      0.0035134
     42.4086352      0.0101368
     42.4088852     -0.0042248
     42.4091352     -0.0315687
     42.4093852      0.0481350
     42.4096352     -0.0273496
     42.4098852      0.0160820
     42.4101352     -0.0384235
     42.4103852      0.0273308
     42.4106352     -0.0166104
     42.4108852     -0.0071916
     42.4111352      0.0032167
     42.4113852     -0.0053184
     42.4116352      0.0031757
     42.4118852      0.0136694
     42.4121352     -0.0135328
     42.4123852     -0.0025795
     42.4126352     -0.0010662
     42.4128852      0.0157932
     42.4131352      0.0305835
     42.4133852      0.0345360
     42.4136352     -0.0162983
     42.4138852      0.0037623
     42.4141352      0.0192543
     42.4143852      0.0158993
     42.4146352      0.0199898
     42.4148852      0.0481669
     42.4151352      0.0178629
     42.4153852      0.0334220
     42.4156352     -0.0183672
     42.4158852      0.0515752
     42.4161352     -0.0116004
     42.4163852      0.0150056
     42.4166352      0.0265238
     42.4168852     -0.0245173
     42.4171352      0.0031013
     42.4173852     -0.0144143
     42.4176352      0.0416236
     42.4178852      0.0178057
     42.4181352      0.0002038
     42.4183852      0.0104915
     42.4186352      0.0087344
     42.4188852     -0.0375840
     42.4191352     -0.0293915
     42.4193852      0.0234422
     42.4196352     -0.0217306
     42.4198852      0.0040792
     42.4201352     -0.0069761
     42.4203852     -0.0183400
     42.4206352      0.0021696
     42.4208852      0.0149082
     42.4211352      0.0019093
     42.4213852     -0.0501997
     42.4216352     -0.0439065
     42.4218852     -0.0298768
     42.4221352     -0.0205282
     42.4223852      0.0062527
     42.4226352     -0.0001783
     42.4228852     -0.0036775
     42.4231352      0.0285887
     42.4233852      0.0257545
     42.4236352      0.0042353
     42.4238852      0.0184024
     42.4241352     -0.0327751
     42.4243852     -0.0070792
     42.4246352     -0.0013947
     42.4248852      0.0088870
     42.4251352     -0.0194090
     42.4253852      0.0047802
     42.4256352     -0.0165259
     42.4258852     -0.0133330
     42.4261352      0.0041411
     42.4263852      0.0299160
     42.4266352     -0.0207601
     42.4268852      0.0438908
     42.4271352     -0.0255606
     42.4273852     -0.0391948
     42.4276352     -0.0436412
     42.4278852     -0.0262008
     42.4281352     -0.0130937
     42.4283852     -0.0105905
     42.4286352     -0.0241457
     42.4288852     -0.0105297
     42.4291352      0.0130588
     42.4293852     -0.0145847
     42.4296352      0.0198583
     42.4298852      0.0204169
     42.4301352      0.0131815
     42.4303852      0.0308566
     42.4306352      0.0026259
     42.4308852     -0.0110277
     42.4311352      0.0251041
     42.4313852     -0.0103528
     42.4316352      0.0034970
     42.4318852     -0.0067286
     42.4321352      0.0068084
     42.4323852     -0.0026965
     42.4326352      0.0338066
     42.4328852      0.0029202
     42.4331352     -0.0132624
     42.4333852      0.0024760
     42.4336352      0.0051988
     42.4338852      0.0131683
     42.4341352     -0.0235212
     42.4343852     -0.0258071
     42.4346352      0.0160218
     42.4348852      0.0115637
     42.4351352     -0.0224095
     42.4353852      0.0190583
     42.4356352     -0.0057050
     42.4358852     -0.0026861
     42.4361352     -0.0200132
     42.4363852      0.0322571
     42.4366352      0.0077958
     42.4368852      0.0481120
     42.4371352      0.0138797
     42.4373852     -0.0259107
     42.4376352      0.0371974
     42.4378852      0.0104262
     42.4381352      0.0169843
     42.4383852      0.0072758
     42.4386352     -0.0211229
     42.4388852      0.0005150
     42.4391352      0.0029560
     42.4393852      0.0132322
     42.4396352      0.0119191
     42.4398852     -0.0168815
     42.4401352      0.0027231
     42.4403852     -0.0240822
     42.4406352     -0.0561127
     42.4408852     -0.0259233
     42.4411352      0.0134838
     42.4413852      0.0481700
     42.4416352     -0.0195378
     42.4418852      0.0214969
     42.4421352      0.0032672
     42.4423852      0.0061730
     42.4426352     -0.0163196
     42.4428852      0.0428985
     42.4431352     -0.0518752
     42.4433852      0.0074986
     42.4436352      0.0349164
     42.4438852     -0.0071505
     42.4441352     -0.0212496
     42.4443852      0.0246075
     42.4446352      0.0027344
     42.4448852      0.0002133
     42.4451352      0.0042149
     42.4453852      0.0335473
     42.4456352      0.0117118
     42.4458852      0.0059520
     42.4461352     -0.0144963
     42.4463852     -0.0378604
     42.4466352      0.0092990
     42.4468852      0.0068769
     42.4471352      0.0190637
     42.4473852     -0.0318086
     42.4476352      0.0052492
     42.4478852      0.0170561
     42.4481352      0.0203368
     42.4483852     -0.0132633
     42.4486352      0.0259305
     42.4488852     -0.0074142
     42.4491352     -0.0013324
     42.4493852      0.0368395
     42.4496352     -0.0727469
     42.4498852      0.0101805
     42.4501352     -0.0113051
     42.4503852     -0.0015157
     42.4506352      0.0205243
     42.4508852      0.0083912
     42.4511352     -0.0086439
     42.4513852     -0.0185972
     42.4516352      0.0318396
     42.4518852      0.0058827
     42.4521352     -0.0158850
     42.4523852     -0.0164920
     42.4526352      0.0132724
     42.4528852     -0.0433775
     42.4531352      0.0105402
     42.4533852     -0.0136772
     42.4536352     -0.0172780
     42.4538852     -0.0094674
     42.4541352      0.0093602
     42.4543852     -0.0387500
     42.4546352      0.0343674
     42.4548852      0.0071311
     42.4551352      0.0155274
     42.4553852     -0.0034221
     42.4556352     -0.0130778
     42.4558852      0.0015570
     42.4561352     -0.0031336
     42.4563852      0.0051700
     42.4566352     -0.0019235
     42.4568852     -0.0464391
     42.4571352     -0.0235877
     42.4573852      0.0199779
     42.4576352      0.0090263
     42.4578852      0.0101522
     42.4581352     -0.0161451
     42.4583852      0.0142071
     42.4586352      0.0347202
     42.4588852      0.0083148
     42.4591352     -0.0166835
     42.4593852     -0.0008030
     42.4596352      0.0292993
     42.4598852      0.0096002
     42.4601352     -0.0446148
     42.4603852      0.0222101
     42.4606352      0.0343122
     42.4608852      0.0105278
     42.4611352     -0.0012289
     42.4613852      0.0186381
     42.4616352     -0.0067034
     42.4618852      0.0167516
     42.4621352     -0.0035770
     42.4623852     -0.0172913
     42.4626352     -0.0319407
     42.4628852     -0.0299736
     42.4631352     -0.0162086
     42.4633852     -0.0016109
     42.4636352      0.0148720
     42.4638852     -0.0195096
     42.4641352     -0.0111334
     42.4643852      0.0123208
     42.4646352     -0.0134102
     42.4648852      0.0274901
     42.4651352     -0.0162923
     42.4653852     -0.0052536
     42.4656352      0.0103547
     42.4658852     -0.0140387
     42.4661352     -0.0221702
     42.4663852      0.0118744
     42.4666352      0.0108694
     42.4668852     -0.0086931
     42.4671352     -0.0154384
     42.4673852      0.0154718
     42.4676352      0.0380728
     42.4678852     -0.0253519
     42.4681352      0.0092721
     42.4683852     -0.0734153
     42.4686352     -0.0166887
     42.4688852      0.0440340
     42.4691352     -0.0281593
     42.4693852      0.0020002
     42.4696352     -0.0059601
     42.4698852     -0.0060887
     42.4701352     -0.0179149
     42.4703852      0.0116238
     42.4706352      0.0182927
     42.4708852      0.0155351
     42.4711352     -0.0368772
     42.4713852     -0.0120311
     42.4716352     -0.0152634
     42.4718852     -0.0064472
     42.4721352      0.0144150
     42.4723852      0.0323683
     42.4726352     -0.0127198
     42.4728852     -0.0062185
     42.4731352     -0.0188150
     42.4733852     -0.0334295
     42.4736352      0.0104002
     42.4738852      0.0151225
     42.4741352      0.0005084
     42.4743852      0.0350362
     42.4746352      0.0296442
     42.4748852      0.0469000
     42.4751352     -0.0434772
     42.4753852      0.0027869
     42.4756352     -0.0392092
     42.4758852      0.0141043
     42.4761352      0.0061487
     42.4763852     -0.0033948
     42.4766352     -0.0141100
     42.4768852      0.0094736
     42.4771352      0.0406713
     42.4773852     -0.0524321
     42.4776352      0.0317503
     42.4778852      0.0281102
     42.4781352      0.0073150
     42.4783852      0.0056787
     42.4786352      0.0141031
     42.4788852     -0.0096231
     42.4791352      0.0118508
     42.4793852      0.0169974
     42.4796352     -0.0219969
     42.4798852      0.0043765
     42.4801352      0.0172162
     42.4803852     -0.0114764
     42.4806352      0.0025814
     42.4808852     -0.0031880
     42.4811352      0.0119256
     42.4813852     -0.0180786
     42.4816352      0.0097962
     42.4818852      0.0451268
     42.4821352     -0.0050025
     42.4823852      0.0338832
     42.4826352      0.0530614
     42.4828852     -0.0222512
     42.4831352     -0.0405135
     42.4833852      0.0348122
     42.4836352      0.0361429
     42.4838852     -0.0099364
     42.4841352     -0.0319141
     42.4843852     -0.0137310
     42.4846352     -0.0489907
     42.4848852     -0.0121409
     42.4851352     -0.0076878
     42.4853852     -0.0389823
     42.4856352      0.0151800
     42.4858852     -0.0072615
     42.4861352      0.0381431
     42.4863852      0.0119430
     42.4866352      0.0165656
     42.4868852      0.0112555
     42.4871352     -0.0106204
     42.4873852      0.0300456
     42.4876352     -0.0017355
     42.4878852     -0.0014466
     42.4881352      0.0191659
     42.4883852      0.0086775
     42.4886352     -0.0022708
     42.4888852      0.0428113
     42.4891352     -0.0338867
     42.4893852      0.0173642
     42.4896352      0.0143943
     42.4898852     -0.0001541
     42.4901352      0.0132394
     42.4903852      0.0190867
     42.4906352      0.0051215
     42.4908852      0.0016488
     42.4911352     -0.0341901
     42.4913852      0.0104832
     42.4916352      0.0010221
     42.4918852     -0.0019244
     42.4921352     -0.0025603
     42.4923852     -0.0201810
     42.4926352     -0.0121080
     42.4928852      0.0133191
     42.4931352      0.0068261
     42.4933852      0.0108526
     42.4936352     -0.0443423
     42.4938852      0.0149758
     42.4941352     -0.0139274
     42.4943852     -0.0040988
     42.4946352      0.0190184
     42.4948852     -0.0126759
     42.4951352     -0.0008662
     42.4953852     -0.0126519
     42.4956352      0.0260538
     42.4958852      0.0107939
     42.4961352     -0.0054338
     42.4963852     -0.0090075
     42.4966352     -0.0008514
     42.4968852      0.0330527
     42.4971352     -0.0208769
     42.4973852      0.0219390
     42.4976352      0.0440282
     42.4978852     -0.0109635
     42.4981352      0.0369887
     42.4983852      0.0173283
     42.4986352     -0.0153352
     42.4988852      0.0181068
     42.4991352     -0.0331402
     42.4993852      0.0022324
     42.4996352      0.0132855
     42.4998852     -0.0301347
     42.5001352     -0.0060982
     42.5003852      0.0087392
     42.5006352      0.0562752
     42.5008852     -0.0054539
     42.5011352     -0.0335555
     42.5013852      0.0054052
     42.5016352     -0.0205032
     42.5018852     -0.0263237
     42.5021352     -0.0065824
     42.5023852      0.0145234
     42.5026352      0.0640360
     42.5028852      0.0194516
     42.5031352     -0.0331268
     42.5033852      0.0280957
     42.5036352     -0.0299091
     42.5038852      0.0104574
     42.5041352     -0.0240028
     42.5043852      0.0337621
     42.5046352      0.0094777
     42.5048852     -0.0139751
     42.5051352     -0.0057431
     42.5053852     -0.0366706
     42.5056352      0.0118579
     42.5058852     -0.0289707
     42.5061352     -0.0085440
     42.5063852      0.0117960
     42.5066352     -0.0173476
     42.5068852      0.0034981
     42.5071352      0.0156382
     42.5073852     -0.0031263
     42.5076352      0.0279797
     42.5078852     -0.0212174
     42.5081352      0.0351557
     42.5083852     -0.0119428
     42.5086352      0.0068443
     42.5088852      0.0151506
     42.5091352     -0.0177641
     42.5093852     -0.0190966
     42.5096352      0.0078404
     42.5098852      0.0043473
     42.5101352     -0.0139246
     42.5103852      0.0068716
     42.5106352     -0.0283433
     42.5108852      0.0162608
     42.5111352      0.0080796
     42.5113852      0.0102341
     42.5116352      0.0112934
     42.5118852      0.0182636
     42.5121352     -0.0283304
     42.5123852      0.0152667
     42.5126352      0.0139158
     42.5128852      0.0359910
     42.5131352      0.0154677
     42.5133852      0.0246296
     42.5136352      0.0133222
     42.5138852     -0.0014100
     42.5141352     -0.0273140
     42.5143852      0.0183179
     42.5146352     -0.0048394
     42.5148852     -0.0522574
     42.5151352     -0.0073124
     42.5153852     -0.0262282
     42.5156352      0.0031593
     42.5158852     -0.0094923
     42.5161352     -0.0267899
     42.5163852     -0.0495877
     42.5166352      0.0073930
     42.5168852      0.0234810
     42.5171352      0.0210163
     42.5173852      0.0466492
     42.5176352     -0.0084739
     42.5178852      0.0228392
     42.5181352      0.0411604
     42.5183852      0.0178651
     42.5186352     -0.0202437
     42.5188852      0.0190076
     42.5191352     -0.0225170
     42.5193852      0.0332080
     42.5196352      0.0009207
     42.5198852      0.0123855
     42.5201352      0.0166007
     42.5203852     -0.0191687
     42.5206352      0.0137278
     42.5208852     -0.0141058
     42.5211352     -0.0021065
     42.5213852      0.0208498
     42.5216352      0.0125772
     42.5218852      0.0046583
     42.5221352      0.0194901
     42.5223852      0.0334673
     42.5226352     -0.0004295
     42.5228852      0.0017167
     42.5231352      0.0234053
     42.5233852     -0.0299121
     42.5236352     -0.0123557
     42.5238852     -0.0014299
     42.5241352      0.0340582
     42.5243852      0.0153084
     42.5246352      0.0152907
     42.5248852      0.0397817
     42.5251352      0.0374548
     42.5253852     -0.0401473
     42.5256352      0.0196494
     42.5258852     -0.0163539
     42.5261352      0.0013310
     42.5263852      0.0129148
     42.5266352      0.0104532
     42.5268852     -0.0164057
     42.5271352     -0.0391412
     42.5273852      0.0304011
     42.5276352     -0.0218058
     42.5278852      0.0211916
     42.5281352      0.0162965
     42.5283852      0.0054407
     42.5286352      0.0296722
     42.5288852     -0.0036051
     42.5291352     -0.0103824
     42.5293852     -0.0102350
     42.5296352     -0.0137097
     42.5298852     -0.0006781
     42.5301352     -0.0078043
     42.5303852     -0.0371347
     42.5306352      0.0288638
     42.5308852     -0.0403837
     42.5311352     -0.0090103
     42.5313852     -0.0087581
     42.5316352      0.0151794
     42.5318852      0.0121696
     42.5321352     -0.0234386
     42.5323852     -0.0055023
     42.5326352     -0.0202557
     42.5328852     -0.0173366
     42.5331352      0.0008367
     42.5333852      0.0343620
     42.5336352     -0.0105200
     42.5338852      0.0089960
     42.5341352      0.0150387
     42.5343852      0.0167971
     42.5346352     -0.0108953
     42.5348852      0.0077350
     42.5351352     -0.0076851
     42.5353852     -0.0133475
     42.5356352      0.0175669
     42.5358852     -0.0244012
     42.5361352     -0.0005588
     42.5363852      0.0291864
     42.5366352      0.0288831
     42.5368852      0.0286787
     42.5371352      0.0584507
     42.5373852      0.0165616
     42.5376352      0.0149690
     42.5378852     -0.0019859
     42.5381352      0.0074225
     42.5383852      0.0109238
     42.5386352     -0.0020461
     42.5388852      0.0250673
     42.5391352     -0.0076166
     42.5393852     -0.0167214
     42.5396352     -0.0294580
     42.5398852     -0.0611278
     42.5401352      0.0084182
     42.5403852      0.0135860
     42.5406352      0.0060653
     42.5408852     -0.0746543
     42.5411352     -0.0003455
     42.5413852      0.0340130
     42.5416352     -0.0401474
     42.5418852      0.0225112
     42.5421352      0.0094851
     42.5423852      0.0181822
     42.5426352     -0.0624608
     42.5428852      0.0056208
     42.5431352      0.0266799
     42.5433852     -0.0575058
     42.5436352     -0.0140890
     42.5438852      0.0134155
     42.5441352     -0.0024533
     42.5443852      0.0215873
     42.5446352     -0.0322324
     42.5448852      0.0051170
     42.5451352     -0.0324347
     42.5453852      0.0063991
     42.5456352      0.0176346
     42.5458852     -0.0198038
     42.5461352     -0.0145314
     42.5463852     -0.0146085
     42.5466352     -0.0295001
     42.5468852      0.0114371
     42.5471352      0.0029882
     42.5473852      0.0011131
     42.5476352     -0.0259183
     42.5478852     -0.0041960
     42.5481352      0.0301261
     42.5483852      0.0051288
     42.5486352      0.0173790
     42.5488852      0.0054533
     42.5491352     -0.0086395
     42.5493852     -0.0043272
     42.5496352     -0.0091872
     42.5498852      0.0073834
     42.5501352      0.0175095
     42.5503852     -0.0101933
     42.5506352      0.0009393
     42.5508852     -0.0327110
     42.5511352      0.0005476
     42.5513852     -0.0100810
     42.5516352      0.0241976
     42.5518852     -0.0287854
     42.5521352      0.0129610
     42.5523852     -0.0143349
     42.5526352      0.0068319
     42.5528852      0.0036076
     42.5531352     -0.0174842
     42.5533852     -0.0083039
     42.5536352     -0.0207167
     42.5538852     -0.0019786
     42.5541352     -0.0272949
     42.5543852     -0.0127146
     42.5546352     -0.0012491
     42.5548852     -0.0291822
     42.5551352     -0.0144687
     42.5553852     -0.0061917
     42.5556352     -0.0119236
     42.5558852     -0.0241163
     42.5561352     -0.0143742
     42.5563852     -0.0135046
     42.5566352      0.0108024
     42.5568852      0.0330967
     42.5571352      0.0037058
     42.5573852     -0.0077671
     42.5576352     -0.0104303
     42.5578852     -0.0046287
     42.5581352     -0.0106401
     42.5583852      0.0146127
     42.5586352      0.0133166
     42.5588852      0.0082633
     42.5591352      0.0282958
     42.5593852     -0.0216199
     42.5596352      0.0262350
     42.5598852     -0.0109926
     42.5601352      0.0061588
     42.5603852     -0.0270900
     42.5606352     -0.0250378
     42.5608852      0.0149890
     42.5611352      0.0202357
     42.5613852     -0.0075232
     42.5616352     -0.0097335
     42.5618852      0.0031495
     42.5621352      0.0104826
     42.5623852     -0.0009265
     42.5626352      0.0145223
     42.5628852      0.0003888
     42.5631352     -0.0048478
     42.5633852     -0.0063959
     42.5636352     -0.0096288
     42.5638852      0.0009015
     42.5641352      0.0573129
     42.5643852      0.0243574
     42.5646352      0.0076107
     42.5648852     -0.0089732
     42.5651352     -0.0198570
     42.5653852     -0.0005090
     42.5656352     -0.0155973
     42.5658852     -0.0151079
     42.5661352      0.0273402
     42.5663852     -0.0108239
     42.5666352      0.0048737
     42.5668852     -0.0208630
     42.5671352      0.0168449
     42.5673852      0.0094766
     42.5676352     -0.0420537
     42.5678852      0.0127899
     42.5681352     -0.0273403
